level,name,year,tenure,hhlds,value,change_from_prev_data_year
3_towns,New Milford,2010,renter,p3,266,-70
3_towns,Newington,2010,renter,p3,293,-46
3_towns,Newtown,2010,renter,p3,133,37
3_towns,Norfolk,2010,renter,p3,26,6
3_towns,North Branford,2010,renter,p3,34,-69
3_towns,North Canaan,2010,renter,p3,134,69
3_towns,North Haven,2010,renter,p3,214,91
3_towns,North Stonington,2010,renter,p3,0,-37
3_towns,Norwalk,2010,renter,p3,1514,-286
3_towns,Norwich,2010,renter,p3,1085,26
3_towns,Old Lyme,2010,renter,p3,82,26
3_towns,Old Saybrook,2010,renter,p3,80,-22
3_towns,Orange,2010,renter,p3,18,-35
3_towns,Oxford,2010,renter,p3,44,-2
3_towns,Plainfield,2010,renter,p3,262,-50
3_towns,Plainville,2010,renter,p3,299,26
3_towns,Plymouth,2010,renter,p3,54,-83
3_towns,Pomfret,2010,renter,p3,14,-47
3_towns,Portland,2010,renter,p3,67,-49
3_towns,Preston,2010,renter,p3,19,-28
3_towns,Prospect,2010,renter,p3,0,-33
3_towns,Putnam,2010,renter,p3,144,-75
3_towns,Redding,2010,renter,p3,18,-19
3_towns,Ridgefield,2010,renter,p3,165,23
3_towns,Rocky Hill,2010,renter,p3,449,159
3_towns,Roxbury,2010,renter,p3,7,-6
3_towns,Salem,2010,renter,p3,0,-29
3_towns,Salisbury,2010,renter,p3,50,-21
3_towns,Scotland,2010,renter,p3,2,-11
3_towns,Seymour,2010,renter,p3,111,-125
3_towns,Sharon,2010,renter,p3,33,-9
3_towns,Shelton,2010,renter,p3,325,-49
3_towns,Sherman,2010,renter,p3,10,-10
3_towns,Simsbury,2010,renter,p3,178,8
3_towns,Somers,2010,renter,p3,44,-13
3_towns,South Windsor,2010,renter,p3,102,-34
3_towns,Southbury,2010,renter,p3,10,-60
3_towns,Southington,2010,renter,p3,243,-200
3_towns,Sprague,2010,renter,p3,45,-23
3_towns,Stafford,2010,renter,p3,125,-50
3_towns,Stamford,2010,renter,p3,3190,325
3_towns,Sterling,2010,renter,p3,41,-1
3_towns,Stonington,2010,renter,p3,298,34
3_towns,Stratford,2010,renter,p3,517,-66
3_towns,Suffield,2010,renter,p3,105,-11
3_towns,Thomaston,2010,renter,p3,81,-23
3_towns,Thompson,2010,renter,p3,65,-41
3_towns,Tolland,2010,renter,p3,57,9
3_towns,Torrington,2010,renter,p3,521,-77
3_towns,Trumbull,2010,renter,p3,112,-45
3_towns,Union,2010,renter,p3,10,5
3_towns,Vernon,2010,renter,p3,598,-21
3_towns,Voluntown,2010,renter,p3,25,2
3_towns,Wallingford,2010,renter,p3,590,17
3_towns,Warren,2010,renter,p3,6,-1
3_towns,Washington,2010,renter,p3,87,40
3_towns,Waterbury,2010,renter,p3,3696,196
3_towns,Waterford,2010,renter,p3,111,-44
3_towns,Watertown,2010,renter,p3,74,-151
3_towns,West Hartford,2010,renter,p3,623,-181
3_towns,West Haven,2010,renter,p3,1241,-232
3_towns,Westbrook,2010,renter,p3,85,-5
3_towns,Weston,2010,renter,p3,38,9
3_towns,Westport,2010,renter,p3,217,45
3_towns,Wethersfield,2010,renter,p3,135,-136
3_towns,Willington,2010,renter,p3,197,25
3_towns,Wilton,2010,renter,p3,24,-61
3_towns,Winchester,2010,renter,p3,153,-86
3_towns,Windham,2010,renter,p3,714,26
3_towns,Windsor,2010,renter,p3,368,65
3_towns,Windsor Locks,2010,renter,p3,168,-10
3_towns,Wolcott,2010,renter,p3,62,-30
3_towns,Woodbridge,2010,renter,p3,41,-15
3_towns,Woodbury,2010,renter,p3,50,-61
3_towns,Woodstock,2010,renter,p3,81,25
3_towns,Andover,2010,owner,p4_or_more,275,-18
3_towns,Ansonia,2010,owner,p4_or_more,1094,30
3_towns,Ashford,2010,owner,p4_or_more,289,-49
3_towns,Avon,2010,owner,p4_or_more,1702,233
3_towns,Barkhamsted,2010,owner,p4_or_more,379,64
3_towns,Beacon Falls,2010,owner,p4_or_more,631,154
3_towns,Berlin,2010,owner,p4_or_more,1853,65
3_towns,Bethany,2010,owner,p4_or_more,595,62
3_towns,Bethel,2010,owner,p4_or_more,1494,-261
3_towns,Bethlehem,2010,owner,p4_or_more,312,-3
3_towns,Bloomfield,2010,owner,p4_or_more,1318,-51
3_towns,Bolton,2010,owner,p4_or_more,374,-119
3_towns,Bozrah,2010,owner,p4_or_more,155,-38
3_towns,Branford,2010,owner,p4_or_more,1660,-109
3_towns,Bridgeport,2010,owner,p4_or_more,6953,693
3_towns,Bridgewater,2010,owner,p4_or_more,138,-29
3_towns,Bristol,2010,owner,p4_or_more,3831,-40
3_towns,Brookfield,2010,owner,p4_or_more,1584,-49
3_towns,Brooklyn,2010,owner,p4_or_more,530,-16
3_towns,Burlington,2010,owner,p4_or_more,1076,161
3_towns,Canaan,2010,owner,p4_or_more,51,-39
3_towns,Canterbury,2010,owner,p4_or_more,487,46
3_towns,Canton,2010,owner,p4_or_more,902,137
3_towns,Chaplin,2010,owner,p4_or_more,158,-31
3_towns,Cheshire,2010,owner,p4_or_more,2920,279
3_towns,Chester,2010,owner,p4_or_more,249,-27
3_towns,Clinton,2010,owner,p4_or_more,1118,47
3_towns,Colchester,2010,owner,p4_or_more,1632,229
3_towns,Colebrook,2010,owner,p4_or_more,118,-11
3_towns,Columbia,2010,owner,p4_or_more,525,42
3_towns,Cornwall,2010,owner,p4_or_more,130,32
3_towns,Coventry,2010,owner,p4_or_more,1065,-59
3_towns,Cromwell,2010,owner,p4_or_more,1071,131
3_towns,Danbury,2010,owner,p4_or_more,4509,275
3_towns,Darien,2010,owner,p4_or_more,2484,265
3_towns,Deep River,2010,owner,p4_or_more,368,41
3_towns,Derby,2010,owner,p4_or_more,686,25
3_towns,Durham,2010,owner,p4_or_more,793,95
3_towns,East Granby,2010,owner,p4_or_more,466,45
3_towns,East Haddam,2010,owner,p4_or_more,735,20
3_towns,East Hampton,2010,owner,p4_or_more,1177,192
3_towns,East Hartford,2010,owner,p4_or_more,2474,-232
3_towns,East Haven,2010,owner,p4_or_more,2233,93
3_towns,East Lyme,2010,owner,p4_or_more,1318,89
3_towns,East Windsor,2010,owner,p4_or_more,660,75
3_towns,Eastford,2010,owner,p4_or_more,118,-22
3_towns,Easton,2010,owner,p4_or_more,997,168
3_towns,Ellington,2010,owner,p4_or_more,1319,197
3_towns,Enfield,2010,owner,p4_or_more,2907,-452
3_towns,Essex,2010,owner,p4_or_more,481,-14
3_towns,Fairfield,2010,owner,p4_or_more,5224,418
3_towns,Farmington,2010,owner,p4_or_more,2087,56
3_towns,Franklin,2010,owner,p4_or_more,171,-3
3_towns,Glastonbury,2010,owner,p4_or_more,3203,243
3_towns,Goshen,2010,owner,p4_or_more,192,-34
3_towns,Granby,2010,owner,p4_or_more,1086,75
3_towns,Greenwich,2010,owner,p4_or_more,4955,213
3_towns,Griswold,2010,owner,p4_or_more,904,97
3_towns,Groton,2010,owner,p4_or_more,1817,322
3_towns,Guilford,2010,owner,p4_or_more,2077,124
3_towns,Haddam,2010,owner,p4_or_more,923,263
3_towns,Hamden,2010,owner,p4_or_more,3547,-48
3_towns,Hampton,2010,owner,p4_or_more,132,-42
3_towns,Hartford,2010,owner,p4_or_more,2875,-333
3_towns,Hartland,2010,owner,p4_or_more,195,-16
3_towns,Harwinton,2010,owner,p4_or_more,645,132
3_towns,Hebron,2010,owner,p4_or_more,1146,199
3_towns,Kent,2010,owner,p4_or_more,159,-32
3_towns,Killingly,2010,owner,p4_or_more,1128,33
3_towns,Killingworth,2010,owner,p4_or_more,766,149
3_towns,Lebanon,2010,owner,p4_or_more,642,-15
3_towns,Ledyard,2010,owner,p4_or_more,1350,-1
3_towns,Lisbon,2010,owner,p4_or_more,445,66
3_towns,Litchfield,2010,owner,p4_or_more,639,-35
3_towns,Lyme,2010,owner,p4_or_more,177,46
3_towns,Madison,2010,owner,p4_or_more,1821,-16
3_towns,Manchester,2010,owner,p4_or_more,3089,137
3_towns,Mansfield,2010,owner,p4_or_more,858,119
3_towns,Marlborough,2010,owner,p4_or_more,577,-10
3_towns,Meriden,2010,owner,p4_or_more,3366,-30
3_towns,Middlebury,2010,owner,p4_or_more,792,184
3_towns,Middlefield,2010,owner,p4_or_more,518,141
3_towns,Middletown,2010,owner,p4_or_more,2555,439
3_towns,Milford,2010,owner,p4_or_more,4154,-33
3_towns,Monroe,2010,owner,p4_or_more,2188,-129
3_towns,Montville,2010,owner,p4_or_more,1414,-7
3_towns,Morris,2010,owner,p4_or_more,208,11
3_towns,Naugatuck,2010,owner,p4_or_more,2235,-212
3_towns,New Britain,2010,owner,p4_or_more,2807,33
3_towns,New Canaan,2010,owner,p4_or_more,2042,-9
3_towns,New Fairfield,2010,owner,p4_or_more,1673,33
3_towns,New Hartford,2010,owner,p4_or_more,642,57
3_towns,New Haven,2010,owner,p4_or_more,3830,408
3_towns,New London,2010,owner,p4_or_more,685,-68
3_towns,New Milford,2010,owner,p4_or_more,2791,333
3_towns,Newington,2010,owner,p4_or_more,2161,-22
3_towns,Newtown,2010,owner,p4_or_more,2969,209
3_towns,Norfolk,2010,owner,p4_or_more,128,15
3_towns,North Branford,2010,owner,p4_or_more,1297,-83
3_towns,North Canaan,2010,owner,p4_or_more,87,-129
3_towns,North Haven,2010,owner,p4_or_more,2320,178
3_towns,North Stonington,2010,owner,p4_or_more,435,-14
3_towns,Norwalk,2010,owner,p4_or_more,5405,341
3_towns,Norwich,2010,owner,p4_or_more,2029,242
3_towns,Old Lyme,2010,owner,p4_or_more,600,-2
3_towns,Old Saybrook,2010,owner,p4_or_more,603,-129
3_towns,Orange,2010,owner,p4_or_more,1459,113
3_towns,Oxford,2010,owner,p4_or_more,1386,325
3_towns,Plainfield,2010,owner,p4_or_more,1279,167
3_towns,Plainville,2010,owner,p4_or_more,1301,71
3_towns,Plymouth,2010,owner,p4_or_more,1164,116
3_towns,Pomfret,2010,owner,p4_or_more,380,59
3_towns,Portland,2010,owner,p4_or_more,882,170
3_towns,Preston,2010,owner,p4_or_more,341,-36
3_towns,Prospect,2010,owner,p4_or_more,986,91
3_towns,Putnam,2010,owner,p4_or_more,455,-49
3_towns,Redding,2010,owner,p4_or_more,857,-2
3_towns,Ridgefield,2010,owner,p4_or_more,2711,171
3_towns,Rocky Hill,2010,owner,p4_or_more,1219,29
3_towns,Roxbury,2010,owner,p4_or_more,169,4
3_towns,Salem,2010,owner,p4_or_more,360,-47
3_towns,Salisbury,2010,owner,p4_or_more,157,-55
3_towns,Scotland,2010,owner,p4_or_more,192,44
3_towns,Seymour,2010,owner,p4_or_more,1498,268
3_towns,Sharon,2010,owner,p4_or_more,119,-52
3_towns,Shelton,2010,owner,p4_or_more,3554,115
3_towns,Sherman,2010,owner,p4_or_more,383,34
3_towns,Simsbury,2010,owner,p4_or_more,2389,51
3_towns,Somers,2010,owner,p4_or_more,1029,217
3_towns,South Windsor,2010,owner,p4_or_more,2750,176
3_towns,Southbury,2010,owner,p4_or_more,1596,-31
3_towns,Southington,2010,owner,p4_or_more,3984,592
3_towns,Sprague,2010,owner,p4_or_more,137,-58
3_towns,Stafford,2010,owner,p4_or_more,859,-24
3_towns,Stamford,2010,owner,p4_or_more,6912,172
3_towns,Sterling,2010,owner,p4_or_more,263,-15
3_towns,Stonington,2010,owner,p4_or_more,1323,105
3_towns,Stratford,2010,owner,p4_or_more,4306,412
3_towns,Suffield,2010,owner,p4_or_more,1271,183
3_towns,Thomaston,2010,owner,p4_or_more,659,5
3_towns,Thompson,2010,owner,p4_or_more,805,60
3_towns,Tolland,2010,owner,p4_or_more,1661,240
3_towns,Torrington,2010,owner,p4_or_more,2086,-126
3_towns,Trumbull,2010,owner,p4_or_more,3772,215
3_towns,Union,2010,owner,p4_or_more,81,35
3_towns,Vernon,2010,owner,p4_or_more,1777,222
3_towns,Voluntown,2010,owner,p4_or_more,257,29
3_towns,Wallingford,2010,owner,p4_or_more,3605,103
3_towns,Warren,2010,owner,p4_or_more,104,3
3_towns,Washington,2010,owner,p4_or_more,220,-13
3_towns,Waterbury,2010,owner,p4_or_more,4989,55
3_towns,Waterford,2010,owner,p4_or_more,1667,237
3_towns,Watertown,2010,owner,p4_or_more,2122,142
3_towns,West Hartford,2010,owner,p4_or_more,4848,366
3_towns,West Haven,2010,owner,p4_or_more,3335,307
3_towns,Westbrook,2010,owner,p4_or_more,415,-26
3_towns,Weston,2010,owner,p4_or_more,1414,160
3_towns,Westport,2010,owner,p4_or_more,2847,263
3_towns,Wethersfield,2010,owner,p4_or_more,2049,153
3_towns,Willington,2010,owner,p4_or_more,453,5
3_towns,Wilton,2010,owner,p4_or_more,2098,82
3_towns,Winchester,2010,owner,p4_or_more,744,54
3_towns,Windham,2010,owner,p4_or_more,928,47
3_towns,Windsor,2010,owner,p4_or_more,2398,-9
3_towns,Windsor Locks,2010,owner,p4_or_more,900,47
3_towns,Wolcott,2010,owner,p4_or_more,1587,11
3_towns,Woodbridge,2010,owner,p4_or_more,906,-31
3_towns,Woodbury,2010,owner,p4_or_more,837,92
3_towns,Woodstock,2010,owner,p4_or_more,810,147
3_towns,Andover,2010,renter,p4_or_more,16,-5
3_towns,Ansonia,2010,renter,p4_or_more,551,-73
3_towns,Ashford,2010,renter,p4_or_more,75,19
3_towns,Avon,2010,renter,p4_or_more,155,62
3_towns,Barkhamsted,2010,renter,p4_or_more,23,7
3_towns,Beacon Falls,2010,renter,p4_or_more,6,-48
3_towns,Berlin,2010,renter,p4_or_more,114,7
3_towns,Bethany,2010,renter,p4_or_more,40,9
3_towns,Bethel,2010,renter,p4_or_more,213,-18
3_towns,Bethlehem,2010,renter,p4_or_more,17,-5
3_towns,Bloomfield,2010,renter,p4_or_more,216,-24
3_towns,Bolton,2010,renter,p4_or_more,52,23
3_towns,Bozrah,2010,renter,p4_or_more,20,-8
3_towns,Branford,2010,renter,p4_or_more,377,-72
3_towns,Bridgeport,2010,renter,p4_or_more,7394,-511
3_towns,Bridgewater,2010,renter,p4_or_more,12,1
3_towns,Bristol,2010,renter,p4_or_more,1126,-132
3_towns,Brookfield,2010,renter,p4_or_more,79,-14
3_towns,Brooklyn,2010,renter,p4_or_more,79,-14
3_towns,Burlington,2010,renter,p4_or_more,11,-19
3_towns,Canaan,2010,renter,p4_or_more,12,-4
3_towns,Canterbury,2010,renter,p4_or_more,14,-18
3_towns,Canton,2010,renter,p4_or_more,46,-25
3_towns,Chaplin,2010,renter,p4_or_more,33,-2
3_towns,Cheshire,2010,renter,p4_or_more,182,54
3_towns,Chester,2010,renter,p4_or_more,90,54
3_towns,Clinton,2010,renter,p4_or_more,250,80
3_towns,Colchester,2010,renter,p4_or_more,155,-45
3_towns,Colebrook,2010,renter,p4_or_more,6,-11
3_towns,Columbia,2010,renter,p4_or_more,28,11
3_towns,Cornwall,2010,renter,p4_or_more,18,-8
3_towns,Coventry,2010,renter,p4_or_more,146,55
3_towns,Cromwell,2010,renter,p4_or_more,30,-111
3_towns,Danbury,2010,renter,p4_or_more,2696,-160
3_towns,Darien,2010,renter,p4_or_more,167,-15
3_towns,Deep River,2010,renter,p4_or_more,101,39
3_towns,Derby,2010,renter,p4_or_more,471,130
3_towns,Durham,2010,renter,p4_or_more,42,11
3_towns,East Granby,2010,renter,p4_or_more,83,38
3_towns,East Haddam,2010,renter,p4_or_more,15,-68
3_towns,East Hampton,2010,renter,p4_or_more,90,-36
3_towns,East Hartford,2010,renter,p4_or_more,1541,-52
3_towns,East Haven,2010,renter,p4_or_more,357,-69
3_towns,East Lyme,2010,renter,p4_or_more,126,-88
3_towns,East Windsor,2010,renter,p4_or_more,246,42
3_towns,Eastford,2010,renter,p4_or_more,7,-13
3_towns,Easton,2010,renter,p4_or_more,11,-16
3_towns,Ellington,2010,renter,p4_or_more,160,33
3_towns,Enfield,2010,renter,p4_or_more,650,45
3_towns,Essex,2010,renter,p4_or_more,91,45
3_towns,Fairfield,2010,renter,p4_or_more,375,-166
3_towns,Farmington,2010,renter,p4_or_more,364,145
3_towns,Franklin,2010,renter,p4_or_more,22,11
3_towns,Glastonbury,2010,renter,p4_or_more,224,-47
3_towns,Goshen,2010,renter,p4_or_more,9,-15
3_towns,Granby,2010,renter,p4_or_more,66,-7
3_towns,Greenwich,2010,renter,p4_or_more,1593,155
3_towns,Griswold,2010,renter,p4_or_more,131,-78
3_towns,Groton,2010,renter,p4_or_more,1364,-395
3_towns,Guilford,2010,renter,p4_or_more,111,-40
3_towns,Haddam,2010,renter,p4_or_more,0,-49
3_towns,Hamden,2010,renter,p4_or_more,988,92
3_towns,Hampton,2010,renter,p4_or_more,16,10
3_towns,Hartford,2010,renter,p4_or_more,7517,-890
3_towns,Hartland,2010,renter,p4_or_more,0,-8
3_towns,Harwinton,2010,renter,p4_or_more,18,-6
3_towns,Hebron,2010,renter,p4_or_more,57,-1
3_towns,Kent,2010,renter,p4_or_more,48,-3
3_towns,Killingly,2010,renter,p4_or_more,306,-91
3_towns,Killingworth,2010,renter,p4_or_more,0,-20
3_towns,Lebanon,2010,renter,p4_or_more,50,-4
3_towns,Ledyard,2010,renter,p4_or_more,254,20
3_towns,Lisbon,2010,renter,p4_or_more,0,-43
3_towns,Litchfield,2010,renter,p4_or_more,58,-25
3_towns,Lyme,2010,renter,p4_or_more,23,4
3_towns,Madison,2010,renter,p4_or_more,80,-23
3_towns,Manchester,2010,renter,p4_or_more,1577,195
3_towns,Mansfield,2010,renter,p4_or_more,403,73
3_towns,Marlborough,2010,renter,p4_or_more,60,29
3_towns,Meriden,2010,renter,p4_or_more,1523,-370
3_towns,Middlebury,2010,renter,p4_or_more,13,-34
3_towns,Middlefield,2010,renter,p4_or_more,10,-23
3_towns,Middletown,2010,renter,p4_or_more,953,-97
3_towns,Milford,2010,renter,p4_or_more,605,30
3_towns,Monroe,2010,renter,p4_or_more,78,-5
3_towns,Montville,2010,renter,p4_or_more,358,90
3_towns,Morris,2010,renter,p4_or_more,34,14
3_towns,Naugatuck,2010,renter,p4_or_more,558,-172
3_towns,New Britain,2010,renter,p4_or_more,2946,-317
3_towns,New Canaan,2010,renter,p4_or_more,185,-28
3_towns,New Fairfield,2010,renter,p4_or_more,10,-71
3_towns,New Hartford,2010,renter,p4_or_more,48,9
3_towns,New Haven,2010,renter,p4_or_more,6268,-304
3_towns,New London,2010,renter,p4_or_more,1106,64
3_towns,New Milford,2010,renter,p4_or_more,188,-196
3_towns,Newington,2010,renter,p4_or_more,348,60
3_towns,Newtown,2010,renter,p4_or_more,129,18
3_towns,Norfolk,2010,renter,p4_or_more,16,-14
3_towns,North Branford,2010,renter,p4_or_more,66,-46
3_towns,North Canaan,2010,renter,p4_or_more,90,35
3_towns,North Haven,2010,renter,p4_or_more,116,-69
3_towns,North Stonington,2010,renter,p4_or_more,0,-52
3_towns,Norwalk,2010,renter,p4_or_more,1805,-679
3_towns,Norwich,2010,renter,p4_or_more,1248,100
3_towns,Old Lyme,2010,renter,p4_or_more,70,7
3_towns,Old Saybrook,2010,renter,p4_or_more,140,5
3_towns,Orange,2010,renter,p4_or_more,42,-5
3_towns,Oxford,2010,renter,p4_or_more,11,-54
3_towns,Plainfield,2010,renter,p4_or_more,275,-62
3_towns,Plainville,2010,renter,p4_or_more,154,-82
3_towns,Plymouth,2010,renter,p4_or_more,101,-27
3_towns,Pomfret,2010,renter,p4_or_more,79,17
3_towns,Portland,2010,renter,p4_or_more,125,27
3_towns,Preston,2010,renter,p4_or_more,60,6
3_towns,Prospect,2010,renter,p4_or_more,49,8
3_towns,Putnam,2010,renter,p4_or_more,303,49
3_towns,Redding,2010,renter,p4_or_more,58,-5
3_towns,Ridgefield,2010,renter,p4_or_more,181,19
3_towns,Rocky Hill,2010,renter,p4_or_more,340,145
3_towns,Roxbury,2010,renter,p4_or_more,5,-21
3_towns,Salem,2010,renter,p4_or_more,10,-20
3_towns,Salisbury,2010,renter,p4_or_more,73,7
3_towns,Scotland,2010,renter,p4_or_more,11,-1
3_towns,Seymour,2010,renter,p4_or_more,141,-98
3_towns,Sharon,2010,renter,p4_or_more,67,22
3_towns,Shelton,2010,renter,p4_or_more,259,-178
3_towns,Sherman,2010,renter,p4_or_more,0,-27
3_towns,Simsbury,2010,renter,p4_or_more,110,-95
3_towns,Somers,2010,renter,p4_or_more,15,-66
3_towns,South Windsor,2010,renter,p4_or_more,91,-47
3_towns,Southbury,2010,renter,p4_or_more,74,-10
3_towns,Southington,2010,renter,p4_or_more,240,-217
3_towns,Sprague,2010,renter,p4_or_more,126,34
3_towns,Stafford,2010,renter,p4_or_more,189,-8
3_towns,Stamford,2010,renter,p4_or_more,4334,237
3_towns,Sterling,2010,renter,p4_or_more,34,-7
3_towns,Stonington,2010,renter,p4_or_more,217,-19
3_towns,Stratford,2010,renter,p4_or_more,577,-132
3_towns,Suffield,2010,renter,p4_or_more,62,-32
3_towns,Thomaston,2010,renter,p4_or_more,38,-57
3_towns,Thompson,2010,renter,p4_or_more,184,71
3_towns,Tolland,2010,renter,p4_or_more,11,-34
3_towns,Torrington,2010,renter,p4_or_more,935,153
3_towns,Trumbull,2010,renter,p4_or_more,199,0
3_towns,Union,2010,renter,p4_or_more,0,-9
3_towns,Vernon,2010,renter,p4_or_more,427,-156
3_towns,Voluntown,2010,renter,p4_or_more,0,-35
3_towns,Wallingford,2010,renter,p4_or_more,520,-67
3_towns,Warren,2010,renter,p4_or_more,12,-8
3_towns,Washington,2010,renter,p4_or_more,30,-28
3_towns,Waterbury,2010,renter,p4_or_more,4699,-6
3_towns,Waterford,2010,renter,p4_or_more,86,-92
3_towns,Watertown,2010,renter,p4_or_more,237,-3
3_towns,West Hartford,2010,renter,p4_or_more,856,64
3_towns,West Haven,2010,renter,p4_or_more,1305,-272
3_towns,Westbrook,2010,renter,p4_or_more,103,17
3_towns,Weston,2010,renter,p4_or_more,20,-20
3_towns,Westport,2010,renter,p4_or_more,198,-14
3_towns,Wethersfield,2010,renter,p4_or_more,258,12
3_towns,Willington,2010,renter,p4_or_more,70,-15
3_towns,Wilton,2010,renter,p4_or_more,97,19
3_towns,Winchester,2010,renter,p4_or_more,176,-60
3_towns,Windham,2010,renter,p4_or_more,1125,185
3_towns,Windsor,2010,renter,p4_or_more,310,-13
3_towns,Windsor Locks,2010,renter,p4_or_more,130,-72
3_towns,Wolcott,2010,renter,p4_or_more,104,11
3_towns,Woodbridge,2010,renter,p4_or_more,7,-73
3_towns,Woodbury,2010,renter,p4_or_more,30,-69
3_towns,Woodstock,2010,renter,p4_or_more,0,-80
3_towns,Andover,2010,owner,total,1144,144
3_towns,Ansonia,2010,owner,total,4610,439
3_towns,Ashford,2010,owner,total,1349,193
3_towns,Avon,2010,owner,total,5578,262
3_towns,Barkhamsted,2010,owner,total,1246,94
3_towns,Beacon Falls,2010,owner,total,1872,278
3_towns,Berlin,2010,owner,total,6683,687
3_towns,Bethany,2010,owner,total,1795,186
3_towns,Bethel,2010,owner,total,5191,208
3_towns,Bethlehem,2010,owner,total,1288,223
3_towns,Bloomfield,2010,owner,total,6521,605
3_towns,Bolton,2010,owner,total,1699,70
3_towns,Bozrah,2010,owner,total,917,192
3_towns,Branford,2010,owner,total,8700,99
3_towns,Bridgeport,2010,owner,total,23654,1899
3_towns,Bridgewater,2010,owner,total,648,15
3_towns,Bristol,2010,owner,total,16572,1162
3_towns,Brookfield,2010,owner,total,5191,231
3_towns,Brooklyn,2010,owner,total,2033,168
3_towns,Burlington,2010,owner,total,3014,319
3_towns,Canaan,2010,owner,total,383,25
3_towns,Canterbury,2010,owner,total,1718,241
3_towns,Canton,2010,owner,total,3268,433
3_towns,Chaplin,2010,owner,total,740,63
3_towns,Cheshire,2010,owner,total,7851,-246
3_towns,Chester,2010,owner,total,1154,32
3_towns,Clinton,2010,owner,total,4462,364
3_towns,Colchester,2010,owner,total,4895,868
3_towns,Colebrook,2010,owner,total,515,28
3_towns,Columbia,2010,owner,total,2024,315
3_towns,Cornwall,2010,owner,total,530,37
3_towns,Coventry,2010,owner,total,4199,516
3_towns,Cromwell,2010,owner,total,4387,418
3_towns,Danbury,2010,owner,total,18544,2695
3_towns,Darien,2010,owner,total,5898,99
3_towns,Deep River,2010,owner,total,1458,93
3_towns,Derby,2010,owner,total,2914,-142
3_towns,Durham,2010,owner,total,2423,351
3_towns,East Granby,2010,owner,total,1671,157
3_towns,East Haddam,2010,owner,total,3090,415
3_towns,East Hampton,2010,owner,total,4015,678
3_towns,East Hartford,2010,owner,total,11657,31
3_towns,East Haven,2010,owner,total,8861,693
3_towns,East Lyme,2010,owner,total,5873,919
3_towns,East Windsor,2010,owner,total,3034,377
3_towns,Eastford,2010,owner,total,584,90
3_towns,Easton,2010,owner,total,2382,58
3_towns,Ellington,2010,owner,total,4078,506
3_towns,Enfield,2010,owner,total,12633,219
3_towns,Essex,2010,owner,total,2391,163
3_towns,Fairfield,2010,owner,total,16409,-553
3_towns,Farmington,2010,owner,total,8020,865
3_towns,Franklin,2010,owner,total,663,46
3_towns,Glastonbury,2010,owner,total,10905,888
3_towns,Goshen,2010,owner,total,1095,161
3_towns,Granby,2010,owner,total,3881,525
3_towns,Greenwich,2010,owner,total,16438,448
3_towns,Griswold,2010,owner,total,3614,653
3_towns,Groton,2010,owner,total,8271,456
3_towns,Guilford,2010,owner,total,7701,742
3_towns,Haddam,2010,owner,total,2752,437
3_towns,Hamden,2010,owner,total,16371,1302
3_towns,Hampton,2010,owner,total,670,78
3_towns,Hartford,2010,owner,total,11890,826
3_towns,Hartland,2010,owner,total,674,26
3_towns,Harwinton,2010,owner,total,2028,206
3_towns,Hebron,2010,owner,total,3070,401
3_towns,Kent,2010,owner,total,945,109
3_towns,Killingly,2010,owner,total,4751,639
3_towns,Killingworth,2010,owner,total,2377,278
3_towns,Lebanon,2010,owner,total,2438,274
3_towns,Ledyard,2010,owner,total,4716,362
3_towns,Lisbon,2010,owner,total,1488,137
3_towns,Litchfield,2010,owner,total,2797,199
3_towns,Lyme,2010,owner,total,865,132
3_towns,Madison,2010,owner,total,5960,214
3_towns,Manchester,2010,owner,total,14768,1709
3_towns,Mansfield,2010,owner,total,3920,649
3_towns,Marlborough,2010,owner,total,1994,183
3_towns,Meriden,2010,owner,total,15225,1482
3_towns,Middlebury,2010,owner,total,2409,274
3_towns,Middlefield,2010,owner,total,1452,63
3_towns,Middletown,2010,owner,total,11785,2265
3_towns,Milford,2010,owner,total,16402,254
3_towns,Monroe,2010,owner,total,6059,5
3_towns,Montville,2010,owner,total,5265,292
3_towns,Morris,2010,owner,total,838,124
3_towns,Naugatuck,2010,owner,total,8710,847
3_towns,New Britain,2010,owner,total,13185,994
3_towns,New Canaan,2010,owner,total,5616,-34
3_towns,New Fairfield,2010,owner,total,4471,137
3_towns,New Hartford,2010,owner,total,2365,440
3_towns,New Haven,2010,owner,total,15300,1373
3_towns,New London,2010,owner,total,3884,23
3_towns,New Milford,2010,owner,total,8820,1049
3_towns,Newington,2010,owner,total,10087,399
3_towns,Newtown,2010,owner,total,8051,397
3_towns,Norfolk,2010,owner,total,528,28
3_towns,North Branford,2010,owner,total,4664,342
3_towns,North Canaan,2010,owner,total,1082,181
3_towns,North Haven,2010,owner,total,7704,264
3_towns,North Stonington,2010,owner,total,1989,365
3_towns,Norwalk,2010,owner,total,23101,2821
3_towns,Norwich,2010,owner,total,9236,1312
3_towns,Old Lyme,2010,owner,total,2664,172
3_towns,Old Saybrook,2010,owner,total,3778,283
3_towns,Orange,2010,owner,total,4492,91
3_towns,Oxford,2010,owner,total,4053,1010
3_towns,Plainfield,2010,owner,total,4241,505
3_towns,Plainville,2010,owner,total,5525,393
3_towns,Plymouth,2010,owner,total,4095,598
3_towns,Pomfret,2010,owner,total,1226,185
3_towns,Portland,2010,owner,total,3110,477
