year,level,geoid,name,county,age,measure,estimate
2010,3_towns,0900720810,Durham,Middlesex County,25_to_29_years,pop_change_from_prev_data_year,-21
2010,3_towns,0900720810,Durham,Middlesex County,30_to_34_years,pop_change_from_prev_data_year,-163
2010,3_towns,0900720810,Durham,Middlesex County,35_to_39_years,pop_change_from_prev_data_year,-162
2010,3_towns,0900720810,Durham,Middlesex County,40_to_44_years,pop_change_from_prev_data_year,27
2010,3_towns,0900720810,Durham,Middlesex County,45_to_49_years,pop_change_from_prev_data_year,125
2010,3_towns,0900720810,Durham,Middlesex County,50_to_54_years,pop_change_from_prev_data_year,120
2010,3_towns,0900720810,Durham,Middlesex County,55_to_59_years,pop_change_from_prev_data_year,183
2010,3_towns,0900720810,Durham,Middlesex County,60_to_64_years,pop_change_from_prev_data_year,215
2010,3_towns,0900720810,Durham,Middlesex County,65_to_69_years,pop_change_from_prev_data_year,169
2010,3_towns,0900720810,Durham,Middlesex County,70_to_74_years,pop_change_from_prev_data_year,19
2010,3_towns,0900720810,Durham,Middlesex County,75_to_79_years,pop_change_from_prev_data_year,37
2010,3_towns,0900720810,Durham,Middlesex County,80_to_84_years,pop_change_from_prev_data_year,47
2010,3_towns,0900720810,Durham,Middlesex County,85_years_and_over,pop_change_from_prev_data_year,44
2011,3_towns,0900720810,Durham,Middlesex County,total_pop,pop_change_from_prev_data_year,-46
2011,3_towns,0900720810,Durham,Middlesex County,under_5_years,pop_change_from_prev_data_year,-111
2011,3_towns,0900720810,Durham,Middlesex County,5_to_9_years,pop_change_from_prev_data_year,51
2011,3_towns,0900720810,Durham,Middlesex County,10_to_14_years,pop_change_from_prev_data_year,148
2011,3_towns,0900720810,Durham,Middlesex County,15_to_19_years,pop_change_from_prev_data_year,-130
2011,3_towns,0900720810,Durham,Middlesex County,20_to_24_years,pop_change_from_prev_data_year,96
2011,3_towns,0900720810,Durham,Middlesex County,25_to_29_years,pop_change_from_prev_data_year,-112
2011,3_towns,0900720810,Durham,Middlesex County,30_to_34_years,pop_change_from_prev_data_year,144
2011,3_towns,0900720810,Durham,Middlesex County,35_to_39_years,pop_change_from_prev_data_year,-85
2011,3_towns,0900720810,Durham,Middlesex County,40_to_44_years,pop_change_from_prev_data_year,22
2011,3_towns,0900720810,Durham,Middlesex County,45_to_49_years,pop_change_from_prev_data_year,-126
2011,3_towns,0900720810,Durham,Middlesex County,50_to_54_years,pop_change_from_prev_data_year,82
2011,3_towns,0900720810,Durham,Middlesex County,55_to_59_years,pop_change_from_prev_data_year,-42
2011,3_towns,0900720810,Durham,Middlesex County,60_to_64_years,pop_change_from_prev_data_year,-56
2011,3_towns,0900720810,Durham,Middlesex County,65_to_69_years,pop_change_from_prev_data_year,-1
2011,3_towns,0900720810,Durham,Middlesex County,70_to_74_years,pop_change_from_prev_data_year,-10
2011,3_towns,0900720810,Durham,Middlesex County,75_to_79_years,pop_change_from_prev_data_year,128
2011,3_towns,0900720810,Durham,Middlesex County,80_to_84_years,pop_change_from_prev_data_year,-42
2011,3_towns,0900720810,Durham,Middlesex County,85_years_and_over,pop_change_from_prev_data_year,-2
2012,3_towns,0900720810,Durham,Middlesex County,total_pop,pop_change_from_prev_data_year,26
2012,3_towns,0900720810,Durham,Middlesex County,under_5_years,pop_change_from_prev_data_year,123
2012,3_towns,0900720810,Durham,Middlesex County,5_to_9_years,pop_change_from_prev_data_year,-97
2012,3_towns,0900720810,Durham,Middlesex County,10_to_14_years,pop_change_from_prev_data_year,-2
2012,3_towns,0900720810,Durham,Middlesex County,15_to_19_years,pop_change_from_prev_data_year,36
2012,3_towns,0900720810,Durham,Middlesex County,20_to_24_years,pop_change_from_prev_data_year,-43
2012,3_towns,0900720810,Durham,Middlesex County,25_to_29_years,pop_change_from_prev_data_year,-58
2012,3_towns,0900720810,Durham,Middlesex County,30_to_34_years,pop_change_from_prev_data_year,81
2012,3_towns,0900720810,Durham,Middlesex County,35_to_39_years,pop_change_from_prev_data_year,-108
2012,3_towns,0900720810,Durham,Middlesex County,40_to_44_years,pop_change_from_prev_data_year,-15
2012,3_towns,0900720810,Durham,Middlesex County,45_to_49_years,pop_change_from_prev_data_year,93
2012,3_towns,0900720810,Durham,Middlesex County,50_to_54_years,pop_change_from_prev_data_year,-11
2012,3_towns,0900720810,Durham,Middlesex County,55_to_59_years,pop_change_from_prev_data_year,39
2012,3_towns,0900720810,Durham,Middlesex County,60_to_64_years,pop_change_from_prev_data_year,-106
2012,3_towns,0900720810,Durham,Middlesex County,65_to_69_years,pop_change_from_prev_data_year,71
2012,3_towns,0900720810,Durham,Middlesex County,70_to_74_years,pop_change_from_prev_data_year,-2
2012,3_towns,0900720810,Durham,Middlesex County,75_to_79_years,pop_change_from_prev_data_year,2
2012,3_towns,0900720810,Durham,Middlesex County,80_to_84_years,pop_change_from_prev_data_year,31
2012,3_towns,0900720810,Durham,Middlesex County,85_years_and_over,pop_change_from_prev_data_year,-8
2013,3_towns,0900720810,Durham,Middlesex County,total_pop,pop_change_from_prev_data_year,12
2013,3_towns,0900720810,Durham,Middlesex County,under_5_years,pop_change_from_prev_data_year,-30
2013,3_towns,0900720810,Durham,Middlesex County,5_to_9_years,pop_change_from_prev_data_year,-3
2013,3_towns,0900720810,Durham,Middlesex County,10_to_14_years,pop_change_from_prev_data_year,-3
2013,3_towns,0900720810,Durham,Middlesex County,15_to_19_years,pop_change_from_prev_data_year,-23
2013,3_towns,0900720810,Durham,Middlesex County,20_to_24_years,pop_change_from_prev_data_year,32
2013,3_towns,0900720810,Durham,Middlesex County,25_to_29_years,pop_change_from_prev_data_year,152
2013,3_towns,0900720810,Durham,Middlesex County,30_to_34_years,pop_change_from_prev_data_year,-65
2013,3_towns,0900720810,Durham,Middlesex County,35_to_39_years,pop_change_from_prev_data_year,40
2013,3_towns,0900720810,Durham,Middlesex County,40_to_44_years,pop_change_from_prev_data_year,54
2013,3_towns,0900720810,Durham,Middlesex County,45_to_49_years,pop_change_from_prev_data_year,-57
2013,3_towns,0900720810,Durham,Middlesex County,50_to_54_years,pop_change_from_prev_data_year,58
2013,3_towns,0900720810,Durham,Middlesex County,55_to_59_years,pop_change_from_prev_data_year,-82
2013,3_towns,0900720810,Durham,Middlesex County,60_to_64_years,pop_change_from_prev_data_year,-41
2013,3_towns,0900720810,Durham,Middlesex County,65_to_69_years,pop_change_from_prev_data_year,-41
2013,3_towns,0900720810,Durham,Middlesex County,70_to_74_years,pop_change_from_prev_data_year,-31
2013,3_towns,0900720810,Durham,Middlesex County,75_to_79_years,pop_change_from_prev_data_year,28
2013,3_towns,0900720810,Durham,Middlesex County,80_to_84_years,pop_change_from_prev_data_year,21
2013,3_towns,0900720810,Durham,Middlesex County,85_years_and_over,pop_change_from_prev_data_year,3
2014,3_towns,0900720810,Durham,Middlesex County,total_pop,pop_change_from_prev_data_year,-9
2014,3_towns,0900720810,Durham,Middlesex County,under_5_years,pop_change_from_prev_data_year,-40
2014,3_towns,0900720810,Durham,Middlesex County,5_to_9_years,pop_change_from_prev_data_year,-21
2014,3_towns,0900720810,Durham,Middlesex County,10_to_14_years,pop_change_from_prev_data_year,-132
2014,3_towns,0900720810,Durham,Middlesex County,15_to_19_years,pop_change_from_prev_data_year,107
2014,3_towns,0900720810,Durham,Middlesex County,20_to_24_years,pop_change_from_prev_data_year,-1
2014,3_towns,0900720810,Durham,Middlesex County,25_to_29_years,pop_change_from_prev_data_year,40
2014,3_towns,0900720810,Durham,Middlesex County,30_to_34_years,pop_change_from_prev_data_year,-96
2014,3_towns,0900720810,Durham,Middlesex County,35_to_39_years,pop_change_from_prev_data_year,-51
2014,3_towns,0900720810,Durham,Middlesex County,40_to_44_years,pop_change_from_prev_data_year,-2
2014,3_towns,0900720810,Durham,Middlesex County,45_to_49_years,pop_change_from_prev_data_year,150
2014,3_towns,0900720810,Durham,Middlesex County,50_to_54_years,pop_change_from_prev_data_year,-55
2014,3_towns,0900720810,Durham,Middlesex County,55_to_59_years,pop_change_from_prev_data_year,-13
2014,3_towns,0900720810,Durham,Middlesex County,60_to_64_years,pop_change_from_prev_data_year,109
2014,3_towns,0900720810,Durham,Middlesex County,65_to_69_years,pop_change_from_prev_data_year,34
2014,3_towns,0900720810,Durham,Middlesex County,70_to_74_years,pop_change_from_prev_data_year,24
2014,3_towns,0900720810,Durham,Middlesex County,75_to_79_years,pop_change_from_prev_data_year,-31
2014,3_towns,0900720810,Durham,Middlesex County,80_to_84_years,pop_change_from_prev_data_year,-14
2014,3_towns,0900720810,Durham,Middlesex County,85_years_and_over,pop_change_from_prev_data_year,-17
2015,3_towns,0900720810,Durham,Middlesex County,total_pop,pop_change_from_prev_data_year,-22
2015,3_towns,0900720810,Durham,Middlesex County,under_5_years,pop_change_from_prev_data_year,24
2015,3_towns,0900720810,Durham,Middlesex County,5_to_9_years,pop_change_from_prev_data_year,-47
2015,3_towns,0900720810,Durham,Middlesex County,10_to_14_years,pop_change_from_prev_data_year,-140
2015,3_towns,0900720810,Durham,Middlesex County,15_to_19_years,pop_change_from_prev_data_year,142
2015,3_towns,0900720810,Durham,Middlesex County,20_to_24_years,pop_change_from_prev_data_year,-10
2015,3_towns,0900720810,Durham,Middlesex County,25_to_29_years,pop_change_from_prev_data_year,66
2015,3_towns,0900720810,Durham,Middlesex County,30_to_34_years,pop_change_from_prev_data_year,-19
2015,3_towns,0900720810,Durham,Middlesex County,35_to_39_years,pop_change_from_prev_data_year,14
2015,3_towns,0900720810,Durham,Middlesex County,40_to_44_years,pop_change_from_prev_data_year,-78
2015,3_towns,0900720810,Durham,Middlesex County,45_to_49_years,pop_change_from_prev_data_year,-1
2015,3_towns,0900720810,Durham,Middlesex County,50_to_54_years,pop_change_from_prev_data_year,52
2015,3_towns,0900720810,Durham,Middlesex County,55_to_59_years,pop_change_from_prev_data_year,53
2015,3_towns,0900720810,Durham,Middlesex County,60_to_64_years,pop_change_from_prev_data_year,-9
2015,3_towns,0900720810,Durham,Middlesex County,65_to_69_years,pop_change_from_prev_data_year,16
2015,3_towns,0900720810,Durham,Middlesex County,70_to_74_years,pop_change_from_prev_data_year,52
2015,3_towns,0900720810,Durham,Middlesex County,75_to_79_years,pop_change_from_prev_data_year,-160
2015,3_towns,0900720810,Durham,Middlesex County,80_to_84_years,pop_change_from_prev_data_year,10
2015,3_towns,0900720810,Durham,Middlesex County,85_years_and_over,pop_change_from_prev_data_year,13
2016,3_towns,0900720810,Durham,Middlesex County,total_pop,pop_change_from_prev_data_year,-27
2016,3_towns,0900720810,Durham,Middlesex County,under_5_years,pop_change_from_prev_data_year,-12
2016,3_towns,0900720810,Durham,Middlesex County,5_to_9_years,pop_change_from_prev_data_year,-116
2016,3_towns,0900720810,Durham,Middlesex County,10_to_14_years,pop_change_from_prev_data_year,-81
2016,3_towns,0900720810,Durham,Middlesex County,15_to_19_years,pop_change_from_prev_data_year,11
2016,3_towns,0900720810,Durham,Middlesex County,20_to_24_years,pop_change_from_prev_data_year,39
2016,3_towns,0900720810,Durham,Middlesex County,25_to_29_years,pop_change_from_prev_data_year,24
2016,3_towns,0900720810,Durham,Middlesex County,30_to_34_years,pop_change_from_prev_data_year,-57
2016,3_towns,0900720810,Durham,Middlesex County,35_to_39_years,pop_change_from_prev_data_year,8
2016,3_towns,0900720810,Durham,Middlesex County,40_to_44_years,pop_change_from_prev_data_year,-24
2016,3_towns,0900720810,Durham,Middlesex County,45_to_49_years,pop_change_from_prev_data_year,45
2016,3_towns,0900720810,Durham,Middlesex County,50_to_54_years,pop_change_from_prev_data_year,-157
2016,3_towns,0900720810,Durham,Middlesex County,55_to_59_years,pop_change_from_prev_data_year,118
2016,3_towns,0900720810,Durham,Middlesex County,60_to_64_years,pop_change_from_prev_data_year,59
2016,3_towns,0900720810,Durham,Middlesex County,65_to_69_years,pop_change_from_prev_data_year,-5
2016,3_towns,0900720810,Durham,Middlesex County,70_to_74_years,pop_change_from_prev_data_year,56
2016,3_towns,0900720810,Durham,Middlesex County,75_to_79_years,pop_change_from_prev_data_year,54
2016,3_towns,0900720810,Durham,Middlesex County,80_to_84_years,pop_change_from_prev_data_year,33
2016,3_towns,0900720810,Durham,Middlesex County,85_years_and_over,pop_change_from_prev_data_year,-22
2017,3_towns,0900720810,Durham,Middlesex County,total_pop,pop_change_from_prev_data_year,-30
2017,3_towns,0900720810,Durham,Middlesex County,under_5_years,pop_change_from_prev_data_year,-53
2017,3_towns,0900720810,Durham,Middlesex County,5_to_9_years,pop_change_from_prev_data_year,30
2017,3_towns,0900720810,Durham,Middlesex County,10_to_14_years,pop_change_from_prev_data_year,-44
2017,3_towns,0900720810,Durham,Middlesex County,15_to_19_years,pop_change_from_prev_data_year,-25
2017,3_towns,0900720810,Durham,Middlesex County,20_to_24_years,pop_change_from_prev_data_year,-34
2017,3_towns,0900720810,Durham,Middlesex County,25_to_29_years,pop_change_from_prev_data_year,-30
2017,3_towns,0900720810,Durham,Middlesex County,30_to_34_years,pop_change_from_prev_data_year,57
2017,3_towns,0900720810,Durham,Middlesex County,35_to_39_years,pop_change_from_prev_data_year,93
2017,3_towns,0900720810,Durham,Middlesex County,40_to_44_years,pop_change_from_prev_data_year,-118
2017,3_towns,0900720810,Durham,Middlesex County,45_to_49_years,pop_change_from_prev_data_year,-104
2017,3_towns,0900720810,Durham,Middlesex County,50_to_54_years,pop_change_from_prev_data_year,61
2017,3_towns,0900720810,Durham,Middlesex County,55_to_59_years,pop_change_from_prev_data_year,7
2017,3_towns,0900720810,Durham,Middlesex County,60_to_64_years,pop_change_from_prev_data_year,39
2017,3_towns,0900720810,Durham,Middlesex County,65_to_69_years,pop_change_from_prev_data_year,46
2017,3_towns,0900720810,Durham,Middlesex County,70_to_74_years,pop_change_from_prev_data_year,24
2017,3_towns,0900720810,Durham,Middlesex County,75_to_79_years,pop_change_from_prev_data_year,3
2017,3_towns,0900720810,Durham,Middlesex County,80_to_84_years,pop_change_from_prev_data_year,-27
2017,3_towns,0900720810,Durham,Middlesex County,85_years_and_over,pop_change_from_prev_data_year,45
2018,3_towns,0900720810,Durham,Middlesex County,total_pop,pop_change_from_prev_data_year,-44
2018,3_towns,0900720810,Durham,Middlesex County,under_5_years,pop_change_from_prev_data_year,-35
2018,3_towns,0900720810,Durham,Middlesex County,5_to_9_years,pop_change_from_prev_data_year,20
2018,3_towns,0900720810,Durham,Middlesex County,10_to_14_years,pop_change_from_prev_data_year,25
2018,3_towns,0900720810,Durham,Middlesex County,15_to_19_years,pop_change_from_prev_data_year,-79
2018,3_towns,0900720810,Durham,Middlesex County,20_to_24_years,pop_change_from_prev_data_year,109
2018,3_towns,0900720810,Durham,Middlesex County,25_to_29_years,pop_change_from_prev_data_year,-30
2018,3_towns,0900720810,Durham,Middlesex County,30_to_34_years,pop_change_from_prev_data_year,11
2018,3_towns,0900720810,Durham,Middlesex County,35_to_39_years,pop_change_from_prev_data_year,-39
2018,3_towns,0900720810,Durham,Middlesex County,40_to_44_years,pop_change_from_prev_data_year,-132
2018,3_towns,0900720810,Durham,Middlesex County,45_to_49_years,pop_change_from_prev_data_year,6
2018,3_towns,0900720810,Durham,Middlesex County,50_to_54_years,pop_change_from_prev_data_year,-78
2018,3_towns,0900720810,Durham,Middlesex County,55_to_59_years,pop_change_from_prev_data_year,57
2018,3_towns,0900720810,Durham,Middlesex County,60_to_64_years,pop_change_from_prev_data_year,112
2018,3_towns,0900720810,Durham,Middlesex County,65_to_69_years,pop_change_from_prev_data_year,18
2018,3_towns,0900720810,Durham,Middlesex County,70_to_74_years,pop_change_from_prev_data_year,38
2018,3_towns,0900720810,Durham,Middlesex County,75_to_79_years,pop_change_from_prev_data_year,-39
2018,3_towns,0900720810,Durham,Middlesex County,80_to_84_years,pop_change_from_prev_data_year,-21
2018,3_towns,0900720810,Durham,Middlesex County,85_years_and_over,pop_change_from_prev_data_year,13
1990,3_towns,0900722280,East Haddam,Middlesex County,total_pop,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,under_5_years,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,5_to_9_years,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,10_to_14_years,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,15_to_19_years,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,20_to_24_years,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,25_to_29_years,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,30_to_34_years,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,35_to_39_years,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,40_to_44_years,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,45_to_49_years,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,50_to_54_years,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,55_to_59_years,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,60_to_64_years,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,65_to_69_years,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,70_to_74_years,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,75_to_79_years,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,80_to_84_years,pop_change_from_prev_data_year,0
1990,3_towns,0900722280,East Haddam,Middlesex County,85_years_and_over,pop_change_from_prev_data_year,0
2000,3_towns,0900722280,East Haddam,Middlesex County,total_pop,pop_change_from_prev_data_year,1657
2000,3_towns,0900722280,East Haddam,Middlesex County,under_5_years,pop_change_from_prev_data_year,81
2000,3_towns,0900722280,East Haddam,Middlesex County,5_to_9_years,pop_change_from_prev_data_year,85
2000,3_towns,0900722280,East Haddam,Middlesex County,10_to_14_years,pop_change_from_prev_data_year,147
2000,3_towns,0900722280,East Haddam,Middlesex County,15_to_19_years,pop_change_from_prev_data_year,152
2000,3_towns,0900722280,East Haddam,Middlesex County,20_to_24_years,pop_change_from_prev_data_year,-91
2000,3_towns,0900722280,East Haddam,Middlesex County,25_to_29_years,pop_change_from_prev_data_year,-134
2000,3_towns,0900722280,East Haddam,Middlesex County,30_to_34_years,pop_change_from_prev_data_year,2
2000,3_towns,0900722280,East Haddam,Middlesex County,35_to_39_years,pop_change_from_prev_data_year,187
2000,3_towns,0900722280,East Haddam,Middlesex County,40_to_44_years,pop_change_from_prev_data_year,257
2000,3_towns,0900722280,East Haddam,Middlesex County,45_to_49_years,pop_change_from_prev_data_year,258
2000,3_towns,0900722280,East Haddam,Middlesex County,50_to_54_years,pop_change_from_prev_data_year,342
2000,3_towns,0900722280,East Haddam,Middlesex County,55_to_59_years,pop_change_from_prev_data_year,236
2000,3_towns,0900722280,East Haddam,Middlesex County,60_to_64_years,pop_change_from_prev_data_year,49
2000,3_towns,0900722280,East Haddam,Middlesex County,65_to_69_years,pop_change_from_prev_data_year,33
2000,3_towns,0900722280,East Haddam,Middlesex County,70_to_74_years,pop_change_from_prev_data_year,8
2000,3_towns,0900722280,East Haddam,Middlesex County,75_to_79_years,pop_change_from_prev_data_year,7
2000,3_towns,0900722280,East Haddam,Middlesex County,80_to_84_years,pop_change_from_prev_data_year,-7
2000,3_towns,0900722280,East Haddam,Middlesex County,85_years_and_over,pop_change_from_prev_data_year,45
2010,3_towns,0900722280,East Haddam,Middlesex County,total_pop,pop_change_from_prev_data_year,793
2010,3_towns,0900722280,East Haddam,Middlesex County,under_5_years,pop_change_from_prev_data_year,-148
2010,3_towns,0900722280,East Haddam,Middlesex County,5_to_9_years,pop_change_from_prev_data_year,-40
2010,3_towns,0900722280,East Haddam,Middlesex County,10_to_14_years,pop_change_from_prev_data_year,66
2010,3_towns,0900722280,East Haddam,Middlesex County,15_to_19_years,pop_change_from_prev_data_year,119
2010,3_towns,0900722280,East Haddam,Middlesex County,20_to_24_years,pop_change_from_prev_data_year,70
2010,3_towns,0900722280,East Haddam,Middlesex County,25_to_29_years,pop_change_from_prev_data_year,-34
2010,3_towns,0900722280,East Haddam,Middlesex County,30_to_34_years,pop_change_from_prev_data_year,-286
2010,3_towns,0900722280,East Haddam,Middlesex County,35_to_39_years,pop_change_from_prev_data_year,-266
2010,3_towns,0900722280,East Haddam,Middlesex County,40_to_44_years,pop_change_from_prev_data_year,-75
2010,3_towns,0900722280,East Haddam,Middlesex County,45_to_49_years,pop_change_from_prev_data_year,206
2010,3_towns,0900722280,East Haddam,Middlesex County,50_to_54_years,pop_change_from_prev_data_year,248
2010,3_towns,0900722280,East Haddam,Middlesex County,55_to_59_years,pop_change_from_prev_data_year,294
2010,3_towns,0900722280,East Haddam,Middlesex County,60_to_64_years,pop_change_from_prev_data_year,339
2010,3_towns,0900722280,East Haddam,Middlesex County,65_to_69_years,pop_change_from_prev_data_year,191
2010,3_towns,0900722280,East Haddam,Middlesex County,70_to_74_years,pop_change_from_prev_data_year,64
2010,3_towns,0900722280,East Haddam,Middlesex County,75_to_79_years,pop_change_from_prev_data_year,17
2010,3_towns,0900722280,East Haddam,Middlesex County,80_to_84_years,pop_change_from_prev_data_year,11
2010,3_towns,0900722280,East Haddam,Middlesex County,85_years_and_over,pop_change_from_prev_data_year,17
2011,3_towns,0900722280,East Haddam,Middlesex County,total_pop,pop_change_from_prev_data_year,-57
2011,3_towns,0900722280,East Haddam,Middlesex County,under_5_years,pop_change_from_prev_data_year,-122
2011,3_towns,0900722280,East Haddam,Middlesex County,5_to_9_years,pop_change_from_prev_data_year,67
2011,3_towns,0900722280,East Haddam,Middlesex County,10_to_14_years,pop_change_from_prev_data_year,49
2011,3_towns,0900722280,East Haddam,Middlesex County,15_to_19_years,pop_change_from_prev_data_year,-15
2011,3_towns,0900722280,East Haddam,Middlesex County,20_to_24_years,pop_change_from_prev_data_year,-77
2011,3_towns,0900722280,East Haddam,Middlesex County,25_to_29_years,pop_change_from_prev_data_year,-52
2011,3_towns,0900722280,East Haddam,Middlesex County,30_to_34_years,pop_change_from_prev_data_year,41
2011,3_towns,0900722280,East Haddam,Middlesex County,35_to_39_years,pop_change_from_prev_data_year,62
2011,3_towns,0900722280,East Haddam,Middlesex County,40_to_44_years,pop_change_from_prev_data_year,83
2011,3_towns,0900722280,East Haddam,Middlesex County,45_to_49_years,pop_change_from_prev_data_year,-72
2011,3_towns,0900722280,East Haddam,Middlesex County,50_to_54_years,pop_change_from_prev_data_year,-159
2011,3_towns,0900722280,East Haddam,Middlesex County,55_to_59_years,pop_change_from_prev_data_year,1
2011,3_towns,0900722280,East Haddam,Middlesex County,60_to_64_years,pop_change_from_prev_data_year,156
2011,3_towns,0900722280,East Haddam,Middlesex County,65_to_69_years,pop_change_from_prev_data_year,-45
2011,3_towns,0900722280,East Haddam,Middlesex County,70_to_74_years,pop_change_from_prev_data_year,-51
2011,3_towns,0900722280,East Haddam,Middlesex County,75_to_79_years,pop_change_from_prev_data_year,64
2011,3_towns,0900722280,East Haddam,Middlesex County,80_to_84_years,pop_change_from_prev_data_year,-6
2011,3_towns,0900722280,East Haddam,Middlesex County,85_years_and_over,pop_change_from_prev_data_year,19
2012,3_towns,0900722280,East Haddam,Middlesex County,total_pop,pop_change_from_prev_data_year,51
2012,3_towns,0900722280,East Haddam,Middlesex County,under_5_years,pop_change_from_prev_data_year,46
2012,3_towns,0900722280,East Haddam,Middlesex County,5_to_9_years,pop_change_from_prev_data_year,-37
2012,3_towns,0900722280,East Haddam,Middlesex County,10_to_14_years,pop_change_from_prev_data_year,74
2012,3_towns,0900722280,East Haddam,Middlesex County,15_to_19_years,pop_change_from_prev_data_year,-35
2012,3_towns,0900722280,East Haddam,Middlesex County,20_to_24_years,pop_change_from_prev_data_year,13
2012,3_towns,0900722280,East Haddam,Middlesex County,25_to_29_years,pop_change_from_prev_data_year,27
2012,3_towns,0900722280,East Haddam,Middlesex County,30_to_34_years,pop_change_from_prev_data_year,87
2012,3_towns,0900722280,East Haddam,Middlesex County,35_to_39_years,pop_change_from_prev_data_year,-34
2012,3_towns,0900722280,East Haddam,Middlesex County,40_to_44_years,pop_change_from_prev_data_year,-56
2012,3_towns,0900722280,East Haddam,Middlesex County,45_to_49_years,pop_change_from_prev_data_year,131
2012,3_towns,0900722280,East Haddam,Middlesex County,50_to_54_years,pop_change_from_prev_data_year,-65
2012,3_towns,0900722280,East Haddam,Middlesex County,55_to_59_years,pop_change_from_prev_data_year,-84
2012,3_towns,0900722280,East Haddam,Middlesex County,60_to_64_years,pop_change_from_prev_data_year,-87
2012,3_towns,0900722280,East Haddam,Middlesex County,65_to_69_years,pop_change_from_prev_data_year,112
2012,3_towns,0900722280,East Haddam,Middlesex County,70_to_74_years,pop_change_from_prev_data_year,-64
2012,3_towns,0900722280,East Haddam,Middlesex County,75_to_79_years,pop_change_from_prev_data_year,4
2012,3_towns,0900722280,East Haddam,Middlesex County,80_to_84_years,pop_change_from_prev_data_year,-9
2012,3_towns,0900722280,East Haddam,Middlesex County,85_years_and_over,pop_change_from_prev_data_year,28
2013,3_towns,0900722280,East Haddam,Middlesex County,total_pop,pop_change_from_prev_data_year,18
2013,3_towns,0900722280,East Haddam,Middlesex County,under_5_years,pop_change_from_prev_data_year,91
2013,3_towns,0900722280,East Haddam,Middlesex County,5_to_9_years,pop_change_from_prev_data_year,71
2013,3_towns,0900722280,East Haddam,Middlesex County,10_to_14_years,pop_change_from_prev_data_year,-100
2013,3_towns,0900722280,East Haddam,Middlesex County,15_to_19_years,pop_change_from_prev_data_year,99
2013,3_towns,0900722280,East Haddam,Middlesex County,20_to_24_years,pop_change_from_prev_data_year,83
2013,3_towns,0900722280,East Haddam,Middlesex County,25_to_29_years,pop_change_from_prev_data_year,-43
2013,3_towns,0900722280,East Haddam,Middlesex County,30_to_34_years,pop_change_from_prev_data_year,-63
2013,3_towns,0900722280,East Haddam,Middlesex County,35_to_39_years,pop_change_from_prev_data_year,-10
2013,3_towns,0900722280,East Haddam,Middlesex County,40_to_44_years,pop_change_from_prev_data_year,-93
2013,3_towns,0900722280,East Haddam,Middlesex County,45_to_49_years,pop_change_from_prev_data_year,10
2013,3_towns,0900722280,East Haddam,Middlesex County,50_to_54_years,pop_change_from_prev_data_year,88
2013,3_towns,0900722280,East Haddam,Middlesex County,55_to_59_years,pop_change_from_prev_data_year,126
2013,3_towns,0900722280,East Haddam,Middlesex County,60_to_64_years,pop_change_from_prev_data_year,-160
2013,3_towns,0900722280,East Haddam,Middlesex County,65_to_69_years,pop_change_from_prev_data_year,41
2013,3_towns,0900722280,East Haddam,Middlesex County,70_to_74_years,pop_change_from_prev_data_year,-17
2013,3_towns,0900722280,East Haddam,Middlesex County,75_to_79_years,pop_change_from_prev_data_year,-41
2013,3_towns,0900722280,East Haddam,Middlesex County,80_to_84_years,pop_change_from_prev_data_year,-46
2013,3_towns,0900722280,East Haddam,Middlesex County,85_years_and_over,pop_change_from_prev_data_year,-18
2014,3_towns,0900722280,East Haddam,Middlesex County,total_pop,pop_change_from_prev_data_year,4
2014,3_towns,0900722280,East Haddam,Middlesex County,under_5_years,pop_change_from_prev_data_year,60
2014,3_towns,0900722280,East Haddam,Middlesex County,5_to_9_years,pop_change_from_prev_data_year,-109
2014,3_towns,0900722280,East Haddam,Middlesex County,10_to_14_years,pop_change_from_prev_data_year,-22
2014,3_towns,0900722280,East Haddam,Middlesex County,15_to_19_years,pop_change_from_prev_data_year,-78
2014,3_towns,0900722280,East Haddam,Middlesex County,20_to_24_years,pop_change_from_prev_data_year,53
