year,level,geoid,name,county,var,estimate,moe
1990,1_state,09,Connecticut,NA,total_pop,3287116,0
2000,1_state,09,Connecticut,NA,total_pop,3405565,0
2001,1_state,09,Connecticut,NA,total_pop,3432835,0
2002,1_state,09,Connecticut,NA,total_pop,3458749,0
2003,1_state,09,Connecticut,NA,total_pop,3484336,0
2004,1_state,09,Connecticut,NA,total_pop,3496094,0
2005,1_state,09,Connecticut,NA,total_pop,3506956,0
2006,1_state,09,Connecticut,NA,total_pop,3517460,0
2007,1_state,09,Connecticut,NA,total_pop,3527270,0
2008,1_state,09,Connecticut,NA,total_pop,3545579,0
2009,1_state,09,Connecticut,NA,total_pop,3561807,0
2010,1_state,09,Connecticut,NA,total_pop,3574097,0
2011,1_state,09,Connecticut,NA,total_pop,3558172,0
2012,1_state,09,Connecticut,NA,total_pop,3572213,0
2013,1_state,09,Connecticut,NA,total_pop,3583561,0
2014,1_state,09,Connecticut,NA,total_pop,3592053,0
2015,1_state,09,Connecticut,NA,total_pop,3593222,0
2016,1_state,09,Connecticut,NA,total_pop,3588570,0
2017,1_state,09,Connecticut,NA,total_pop,3594478,0
2018,1_state,09,Connecticut,NA,total_pop,3581504,0
1990,2_counties,09001,Fairfield County,NA,total_pop,827645,0
2000,2_counties,09001,Fairfield County,NA,total_pop,882567,0
2001,2_counties,09001,Fairfield County,NA,total_pop,889063,0
2002,2_counties,09001,Fairfield County,NA,total_pop,892900,0
2003,2_counties,09001,Fairfield County,NA,total_pop,896342,0
2004,2_counties,09001,Fairfield County,NA,total_pop,897472,0
2005,2_counties,09001,Fairfield County,NA,total_pop,897653,0
2006,2_counties,09001,Fairfield County,NA,total_pop,896254,0
2007,2_counties,09001,Fairfield County,NA,total_pop,897498,0
2008,2_counties,09001,Fairfield County,NA,total_pop,903824,0
2009,2_counties,09001,Fairfield County,NA,total_pop,910421,0
2010,2_counties,09001,Fairfield County,NA,total_pop,916829,0
2011,2_counties,09001,Fairfield County,NA,total_pop,911196,0
2012,2_counties,09001,Fairfield County,NA,total_pop,918892,0
2013,2_counties,09001,Fairfield County,NA,total_pop,926233,0
2014,2_counties,09001,Fairfield County,NA,total_pop,934215,0
2015,2_counties,09001,Fairfield County,NA,total_pop,939983,0
2016,2_counties,09001,Fairfield County,NA,total_pop,941618,0
2017,2_counties,09001,Fairfield County,NA,total_pop,947328,0
2018,2_counties,09001,Fairfield County,NA,total_pop,944348,0
1990,2_counties,09003,Hartford County,NA,total_pop,851783,0
2000,2_counties,09003,Hartford County,NA,total_pop,857183,0
2001,2_counties,09003,Hartford County,NA,total_pop,862573,0
2002,2_counties,09003,Hartford County,NA,total_pop,867451,0
2003,2_counties,09003,Hartford County,NA,total_pop,873335,0
2004,2_counties,09003,Hartford County,NA,total_pop,874449,0
2005,2_counties,09003,Hartford County,NA,total_pop,878081,0
2006,2_counties,09003,Hartford County,NA,total_pop,881298,0
2007,2_counties,09003,Hartford County,NA,total_pop,884548,0
2008,2_counties,09003,Hartford County,NA,total_pop,887891,0
2009,2_counties,09003,Hartford County,NA,total_pop,891667,0
2010,2_counties,09003,Hartford County,NA,total_pop,894014,0
2011,2_counties,09003,Hartford County,NA,total_pop,890588,0
2012,2_counties,09003,Hartford County,NA,total_pop,893504,0
2013,2_counties,09003,Hartford County,NA,total_pop,895827,0
2014,2_counties,09003,Hartford County,NA,total_pop,897374,0
2015,2_counties,09003,Hartford County,NA,total_pop,896943,0
2016,2_counties,09003,Hartford County,NA,total_pop,895699,0
2017,2_counties,09003,Hartford County,NA,total_pop,897417,0
2018,2_counties,09003,Hartford County,NA,total_pop,894730,0
1990,2_counties,09005,Litchfield County,NA,total_pop,174092,0
2000,2_counties,09005,Litchfield County,NA,total_pop,182193,0
2001,2_counties,09005,Litchfield County,NA,total_pop,184118,0
2002,2_counties,09005,Litchfield County,NA,total_pop,185974,0
2003,2_counties,09005,Litchfield County,NA,total_pop,187424,0
2004,2_counties,09005,Litchfield County,NA,total_pop,188601,0
2005,2_counties,09005,Litchfield County,NA,total_pop,188912,0
2006,2_counties,09005,Litchfield County,NA,total_pop,189682,0
2007,2_counties,09005,Litchfield County,NA,total_pop,189866,0
2008,2_counties,09005,Litchfield County,NA,total_pop,190175,0
2009,2_counties,09005,Litchfield County,NA,total_pop,190015,0
2010,2_counties,09005,Litchfield County,NA,total_pop,189927,0
2011,2_counties,09005,Litchfield County,NA,total_pop,189719,0
2012,2_counties,09005,Litchfield County,NA,total_pop,189277,0
2013,2_counties,09005,Litchfield County,NA,total_pop,188629,0
2014,2_counties,09005,Litchfield County,NA,total_pop,187542,0
2015,2_counties,09005,Litchfield County,NA,total_pop,186304,0
2016,2_counties,09005,Litchfield County,NA,total_pop,185141,0
2017,2_counties,09005,Litchfield County,NA,total_pop,184454,0
2018,2_counties,09005,Litchfield County,NA,total_pop,183031,0
1990,2_counties,09007,Middlesex County,NA,total_pop,143196,0
2000,2_counties,09007,Middlesex County,NA,total_pop,155071,0
2001,2_counties,09007,Middlesex County,NA,total_pop,157006,0
2002,2_counties,09007,Middlesex County,NA,total_pop,159187,0
2003,2_counties,09007,Middlesex County,NA,total_pop,160864,0
2004,2_counties,09007,Middlesex County,NA,total_pop,161450,0
2005,2_counties,09007,Middlesex County,NA,total_pop,162191,0
2006,2_counties,09007,Middlesex County,NA,total_pop,163473,0
2007,2_counties,09007,Middlesex County,NA,total_pop,164129,0
2008,2_counties,09007,Middlesex County,NA,total_pop,164962,0
2009,2_counties,09007,Middlesex County,NA,total_pop,165607,0
2010,2_counties,09007,Middlesex County,NA,total_pop,165676,0
2011,2_counties,09007,Middlesex County,NA,total_pop,165274,0
2012,2_counties,09007,Middlesex County,NA,total_pop,165639,0
2013,2_counties,09007,Middlesex County,NA,total_pop,165690,0
2014,2_counties,09007,Middlesex County,NA,total_pop,165534,0
2015,2_counties,09007,Middlesex County,NA,total_pop,165165,0
2016,2_counties,09007,Middlesex County,NA,total_pop,164438,0
2017,2_counties,09007,Middlesex County,NA,total_pop,164110,0
2018,2_counties,09007,Middlesex County,NA,total_pop,163368,0
1990,2_counties,09009,New Haven County,NA,total_pop,804219,0
2000,2_counties,09009,New Haven County,NA,total_pop,824008,0
2001,2_counties,09009,New Haven County,NA,total_pop,829875,0
2002,2_counties,09009,New Haven County,NA,total_pop,835099,0
2003,2_counties,09009,New Haven County,NA,total_pop,841939,0
2004,2_counties,09009,New Haven County,NA,total_pop,844505,0
2005,2_counties,09009,New Haven County,NA,total_pop,847162,0
2006,2_counties,09009,New Haven County,NA,total_pop,850207,0
2007,2_counties,09009,New Haven County,NA,total_pop,853598,0
2008,2_counties,09009,New Haven County,NA,total_pop,856622,0
2009,2_counties,09009,New Haven County,NA,total_pop,860025,0
2010,2_counties,09009,New Haven County,NA,total_pop,862477,0
2011,2_counties,09009,New Haven County,NA,total_pop,858759,0
2012,2_counties,09009,New Haven County,NA,total_pop,860995,0
2013,2_counties,09009,New Haven County,NA,total_pop,862611,0
2014,2_counties,09009,New Haven County,NA,total_pop,863148,0
2015,2_counties,09009,New Haven County,NA,total_pop,862224,0
2016,2_counties,09009,New Haven County,NA,total_pop,860874,0
2017,2_counties,09009,New Haven County,NA,total_pop,862127,0
2018,2_counties,09009,New Haven County,NA,total_pop,859339,0
1990,2_counties,09011,New London County,NA,total_pop,254957,0
2000,2_counties,09011,New London County,NA,total_pop,259088,0
2001,2_counties,09011,New London County,NA,total_pop,261396,0
2002,2_counties,09011,New London County,NA,total_pop,264698,0
2003,2_counties,09011,New London County,NA,total_pop,266584,0
2004,2_counties,09011,New London County,NA,total_pop,268595,0
2005,2_counties,09011,New London County,NA,total_pop,269664,0
2006,2_counties,09011,New London County,NA,total_pop,270814,0
2007,2_counties,09011,New London County,NA,total_pop,270669,0
2008,2_counties,09011,New London County,NA,total_pop,272634,0
2009,2_counties,09011,New London County,NA,total_pop,273630,0
2010,2_counties,09011,New London County,NA,total_pop,274055,0
2011,2_counties,09011,New London County,NA,total_pop,272891,0
2012,2_counties,09011,New London County,NA,total_pop,273723,0
2013,2_counties,09011,New London County,NA,total_pop,274090,0
2014,2_counties,09011,New London County,NA,total_pop,274071,0
2015,2_counties,09011,New London County,NA,total_pop,273185,0
2016,2_counties,09011,New London County,NA,total_pop,272033,0
2017,2_counties,09011,New London County,NA,total_pop,270772,0
2018,2_counties,09011,New London County,NA,total_pop,268881,0
1990,2_counties,09013,Tolland County,NA,total_pop,128699,0
2000,2_counties,09013,Tolland County,NA,total_pop,136364,0
2001,2_counties,09013,Tolland County,NA,total_pop,138934,0
2002,2_counties,09013,Tolland County,NA,total_pop,142362,0
2003,2_counties,09013,Tolland County,NA,total_pop,145195,0
2004,2_counties,09013,Tolland County,NA,total_pop,146706,0
2005,2_counties,09013,Tolland County,NA,total_pop,147657,0
2006,2_counties,09013,Tolland County,NA,total_pop,148954,0
2007,2_counties,09013,Tolland County,NA,total_pop,149718,0
2008,2_counties,09013,Tolland County,NA,total_pop,151583,0
2009,2_counties,09013,Tolland County,NA,total_pop,152330,0
2010,2_counties,09013,Tolland County,NA,total_pop,152691,0
2011,2_counties,09013,Tolland County,NA,total_pop,151774,0
2012,2_counties,09013,Tolland County,NA,total_pop,152137,0
2013,2_counties,09013,Tolland County,NA,total_pop,152366,0
2014,2_counties,09013,Tolland County,NA,total_pop,152251,0
2015,2_counties,09013,Tolland County,NA,total_pop,151948,0
2016,2_counties,09013,Tolland County,NA,total_pop,151689,0
2017,2_counties,09013,Tolland County,NA,total_pop,151596,0
2018,2_counties,09013,Tolland County,NA,total_pop,151269,0
1990,2_counties,09015,Windham County,NA,total_pop,102525,0
2000,2_counties,09015,Windham County,NA,total_pop,109091,0
2001,2_counties,09015,Windham County,NA,total_pop,109870,0
2002,2_counties,09015,Windham County,NA,total_pop,111078,0
2003,2_counties,09015,Windham County,NA,total_pop,112653,0
2004,2_counties,09015,Windham County,NA,total_pop,114316,0
2005,2_counties,09015,Windham County,NA,total_pop,115636,0
2006,2_counties,09015,Windham County,NA,total_pop,116778,0
2007,2_counties,09015,Windham County,NA,total_pop,117244,0
2008,2_counties,09015,Windham County,NA,total_pop,117888,0
2009,2_counties,09015,Windham County,NA,total_pop,118112,0
2010,2_counties,09015,Windham County,NA,total_pop,118428,0
2011,2_counties,09015,Windham County,NA,total_pop,117971,0
2012,2_counties,09015,Windham County,NA,total_pop,118046,0
2013,2_counties,09015,Windham County,NA,total_pop,118115,0
2014,2_counties,09015,Windham County,NA,total_pop,117918,0
2015,2_counties,09015,Windham County,NA,total_pop,117470,0
2016,2_counties,09015,Windham County,NA,total_pop,117078,0
2017,2_counties,09015,Windham County,NA,total_pop,116674,0
2018,2_counties,09015,Windham County,NA,total_pop,116538,0
1990,3_towns,0900104720,Bethel,Fairfield County,total_pop,17541,0
2000,3_towns,0900104720,Bethel,Fairfield County,total_pop,18067,0
2010,3_towns,0900104720,Bethel,Fairfield County,total_pop,18584,0
2011,3_towns,0900104720,Bethel,Fairfield County,total_pop,18493,38
2012,3_towns,0900104720,Bethel,Fairfield County,total_pop,18704,32
2013,3_towns,0900104720,Bethel,Fairfield County,total_pop,18887,29
2014,3_towns,0900104720,Bethel,Fairfield County,total_pop,19078,22
2015,3_towns,0900104720,Bethel,Fairfield County,total_pop,19240,60
2016,3_towns,0900104720,Bethel,Fairfield County,total_pop,19369,31
2017,3_towns,0900104720,Bethel,Fairfield County,total_pop,19526,44
2018,3_towns,0900104720,Bethel,Fairfield County,total_pop,19551,32
1990,3_towns,0900108070,Bridgeport,Fairfield County,total_pop,141686,0
2000,3_towns,0900108070,Bridgeport,Fairfield County,total_pop,139529,0
2010,3_towns,0900108070,Bridgeport,Fairfield County,total_pop,144229,0
2011,3_towns,0900108070,Bridgeport,Fairfield County,total_pop,143412,62
2012,3_towns,0900108070,Bridgeport,Fairfield County,total_pop,144446,48
2013,3_towns,0900108070,Bridgeport,Fairfield County,total_pop,145587,59
2014,3_towns,0900108070,Bridgeport,Fairfield County,total_pop,146680,56
2015,3_towns,0900108070,Bridgeport,Fairfield County,total_pop,147340,80
2016,3_towns,0900108070,Bridgeport,Fairfield County,total_pop,147022,78
2017,3_towns,0900108070,Bridgeport,Fairfield County,total_pop,147586,53
2018,3_towns,0900108070,Bridgeport,Fairfield County,total_pop,146417,64
1990,3_towns,0900108980,Brookfield,Fairfield County,total_pop,14113,0
2000,3_towns,0900108980,Brookfield,Fairfield County,total_pop,15664,0
2010,3_towns,0900108980,Brookfield,Fairfield County,total_pop,16452,0
2011,3_towns,0900108980,Brookfield,Fairfield County,total_pop,16339,27
2012,3_towns,0900108980,Brookfield,Fairfield County,total_pop,16487,29
2013,3_towns,0900108980,Brookfield,Fairfield County,total_pop,16614,28
2014,3_towns,0900108980,Brookfield,Fairfield County,total_pop,16774,26
2015,3_towns,0900108980,Brookfield,Fairfield County,total_pop,16904,27
2016,3_towns,0900108980,Brookfield,Fairfield County,total_pop,16970,25
2017,3_towns,0900108980,Brookfield,Fairfield County,total_pop,17064,34
2018,3_towns,0900108980,Brookfield,Fairfield County,total_pop,17013,42
1990,3_towns,0900118500,Danbury,Fairfield County,total_pop,65585,0
2000,3_towns,0900118500,Danbury,Fairfield County,total_pop,74848,0
2010,3_towns,0900118500,Danbury,Fairfield County,total_pop,80893,0
2011,3_towns,0900118500,Danbury,Fairfield County,total_pop,80101,43
2012,3_towns,0900118500,Danbury,Fairfield County,total_pop,81057,95
2013,3_towns,0900118500,Danbury,Fairfield County,total_pop,81967,54
2014,3_towns,0900118500,Danbury,Fairfield County,total_pop,82781,52
2015,3_towns,0900118500,Danbury,Fairfield County,total_pop,83476,57
2016,3_towns,0900118500,Danbury,Fairfield County,total_pop,83890,54
2017,3_towns,0900118500,Danbury,Fairfield County,total_pop,84573,38
2018,3_towns,0900118500,Danbury,Fairfield County,total_pop,84479,39
1990,3_towns,0900118850,Darien,Fairfield County,total_pop,18196,0
2000,3_towns,0900118850,Darien,Fairfield County,total_pop,19607,0
2010,3_towns,0900118850,Darien,Fairfield County,total_pop,20732,0
2011,3_towns,0900118850,Darien,Fairfield County,total_pop,20580,51
2012,3_towns,0900118850,Darien,Fairfield County,total_pop,20758,29
2013,3_towns,0900118850,Darien,Fairfield County,total_pop,20925,60
2014,3_towns,0900118850,Darien,Fairfield County,total_pop,21190,26
2015,3_towns,0900118850,Darien,Fairfield County,total_pop,21392,24
2016,3_towns,0900118850,Darien,Fairfield County,total_pop,21519,28
2017,3_towns,0900118850,Darien,Fairfield County,total_pop,21742,38
2018,3_towns,0900118850,Darien,Fairfield County,total_pop,21759,45
1990,3_towns,0900123890,Easton,Fairfield County,total_pop,6303,0
2000,3_towns,0900123890,Easton,Fairfield County,total_pop,7272,0
2010,3_towns,0900123890,Easton,Fairfield County,total_pop,7490,0
2011,3_towns,0900123890,Easton,Fairfield County,total_pop,7452,20
2012,3_towns,0900123890,Easton,Fairfield County,total_pop,7501,19
2013,3_towns,0900123890,Easton,Fairfield County,total_pop,7550,31
2014,3_towns,0900123890,Easton,Fairfield County,total_pop,7593,26
2015,3_towns,0900123890,Easton,Fairfield County,total_pop,7619,29
2016,3_towns,0900123890,Easton,Fairfield County,total_pop,7591,37
2017,3_towns,0900123890,Easton,Fairfield County,total_pop,7607,24
2018,3_towns,0900123890,Easton,Fairfield County,total_pop,7558,31
1990,3_towns,0900126620,Fairfield,Fairfield County,total_pop,53418,0
2000,3_towns,0900126620,Fairfield,Fairfield County,total_pop,57340,0
2010,3_towns,0900126620,Fairfield,Fairfield County,total_pop,59404,0
2011,3_towns,0900126620,Fairfield,Fairfield County,total_pop,59078,30
2012,3_towns,0900126620,Fairfield,Fairfield County,total_pop,59562,45
2013,3_towns,0900126620,Fairfield,Fairfield County,total_pop,60126,43
2014,3_towns,0900126620,Fairfield,Fairfield County,total_pop,60678,41
2015,3_towns,0900126620,Fairfield,Fairfield County,total_pop,61016,81
2016,3_towns,0900126620,Fairfield,Fairfield County,total_pop,61114,35
2017,3_towns,0900126620,Fairfield,Fairfield County,total_pop,61611,41
2018,3_towns,0900126620,Fairfield,Fairfield County,total_pop,61598,37
1990,3_towns,0900133620,Greenwich,Fairfield County,total_pop,58441,0
2000,3_towns,0900133620,Greenwich,Fairfield County,total_pop,61101,0
2010,3_towns,0900133620,Greenwich,Fairfield County,total_pop,61171,0
2011,3_towns,0900133620,Greenwich,Fairfield County,total_pop,61023,32
2012,3_towns,0900133620,Greenwich,Fairfield County,total_pop,61428,94
2013,3_towns,0900133620,Greenwich,Fairfield County,total_pop,61733,39
2014,3_towns,0900133620,Greenwich,Fairfield County,total_pop,62141,38
2015,3_towns,0900133620,Greenwich,Fairfield County,total_pop,62434,57
2016,3_towns,0900133620,Greenwich,Fairfield County,total_pop,62418,41
2017,3_towns,0900133620,Greenwich,Fairfield County,total_pop,62782,59
2018,3_towns,0900133620,Greenwich,Fairfield County,total_pop,62574,41
1990,3_towns,0900148620,Monroe,Fairfield County,total_pop,16896,0
2000,3_towns,0900148620,Monroe,Fairfield County,total_pop,19247,0
2010,3_towns,0900148620,Monroe,Fairfield County,total_pop,19479,0
2011,3_towns,0900148620,Monroe,Fairfield County,total_pop,19398,47
2012,3_towns,0900148620,Monroe,Fairfield County,total_pop,19529,26
2013,3_towns,0900148620,Monroe,Fairfield County,total_pop,19631,32
2014,3_towns,0900148620,Monroe,Fairfield County,total_pop,19744,24
2015,3_towns,0900148620,Monroe,Fairfield County,total_pop,19807,28
2016,3_towns,0900148620,Monroe,Fairfield County,total_pop,19784,33
2017,3_towns,0900148620,Monroe,Fairfield County,total_pop,19766,38
2018,3_towns,0900148620,Monroe,Fairfield County,total_pop,19621,33
1990,3_towns,0900150580,New Canaan,Fairfield County,total_pop,17864,0
2000,3_towns,0900150580,New Canaan,Fairfield County,total_pop,19395,0
2010,3_towns,0900150580,New Canaan,Fairfield County,total_pop,19738,0
2011,3_towns,0900150580,New Canaan,Fairfield County,total_pop,19642,46
2012,3_towns,0900150580,New Canaan,Fairfield County,total_pop,19794,23
2013,3_towns,0900150580,New Canaan,Fairfield County,total_pop,19938,41
2014,3_towns,0900150580,New Canaan,Fairfield County,total_pop,20073,64
2015,3_towns,0900150580,New Canaan,Fairfield County,total_pop,20219,34
2016,3_towns,0900150580,New Canaan,Fairfield County,total_pop,20248,32
2017,3_towns,0900150580,New Canaan,Fairfield County,total_pop,20357,26
2018,3_towns,0900150580,New Canaan,Fairfield County,total_pop,20273,22
1990,3_towns,0900150860,New Fairfield,Fairfield County,total_pop,12911,0
2000,3_towns,0900150860,New Fairfield,Fairfield County,total_pop,13953,0
2010,3_towns,0900150860,New Fairfield,Fairfield County,total_pop,13881,0
2011,3_towns,0900150860,New Fairfield,Fairfield County,total_pop,13847,34
2012,3_towns,0900150860,New Fairfield,Fairfield County,total_pop,13932,23
2013,3_towns,0900150860,New Fairfield,Fairfield County,total_pop,14010,37
2014,3_towns,0900150860,New Fairfield,Fairfield County,total_pop,14079,24
2015,3_towns,0900150860,New Fairfield,Fairfield County,total_pop,14117,24
2016,3_towns,0900150860,New Fairfield,Fairfield County,total_pop,14075,42
2017,3_towns,0900150860,New Fairfield,Fairfield County,total_pop,14091,25
2018,3_towns,0900150860,New Fairfield,Fairfield County,total_pop,13992,35
1990,3_towns,0900152980,Newtown,Fairfield County,total_pop,20779,0
2000,3_towns,0900152980,Newtown,Fairfield County,total_pop,25031,0
2010,3_towns,0900152980,Newtown,Fairfield County,total_pop,27560,0
2011,3_towns,0900152980,Newtown,Fairfield County,total_pop,27235,25
2012,3_towns,0900152980,Newtown,Fairfield County,total_pop,27543,30
2013,3_towns,0900152980,Newtown,Fairfield County,total_pop,27772,33
2014,3_towns,0900152980,Newtown,Fairfield County,total_pop,27960,34
2015,3_towns,0900152980,Newtown,Fairfield County,total_pop,28012,55
2016,3_towns,0900152980,Newtown,Fairfield County,total_pop,27990,26
2017,3_towns,0900152980,Newtown,Fairfield County,total_pop,28030,30
2018,3_towns,0900152980,Newtown,Fairfield County,total_pop,27853,26
1990,3_towns,0900156060,Norwalk,Fairfield County,total_pop,78331,0
2000,3_towns,0900156060,Norwalk,Fairfield County,total_pop,82951,0
2010,3_towns,0900156060,Norwalk,Fairfield County,total_pop,85603,0
2011,3_towns,0900156060,Norwalk,Fairfield County,total_pop,85145,60
2012,3_towns,0900156060,Norwalk,Fairfield County,total_pop,85853,64
2013,3_towns,0900156060,Norwalk,Fairfield County,total_pop,86499,49
2014,3_towns,0900156060,Norwalk,Fairfield County,total_pop,87214,42
2015,3_towns,0900156060,Norwalk,Fairfield County,total_pop,87701,41
2016,3_towns,0900156060,Norwalk,Fairfield County,total_pop,87930,46
2017,3_towns,0900156060,Norwalk,Fairfield County,total_pop,88537,46
2018,3_towns,0900156060,Norwalk,Fairfield County,total_pop,88436,62
1990,3_towns,0900163480,Redding,Fairfield County,total_pop,7927,0
2000,3_towns,0900163480,Redding,Fairfield County,total_pop,8270,0
2010,3_towns,0900163480,Redding,Fairfield County,total_pop,9158,0
2011,3_towns,0900163480,Redding,Fairfield County,total_pop,9058,49
2012,3_towns,0900163480,Redding,Fairfield County,total_pop,9148,29
2013,3_towns,0900163480,Redding,Fairfield County,total_pop,9207,34
2014,3_towns,0900163480,Redding,Fairfield County,total_pop,9267,30
2015,3_towns,0900163480,Redding,Fairfield County,total_pop,9299,24
2016,3_towns,0900163480,Redding,Fairfield County,total_pop,9276,20
2017,3_towns,0900163480,Redding,Fairfield County,total_pop,9274,51
2018,3_towns,0900163480,Redding,Fairfield County,total_pop,9209,20
1990,3_towns,0900163970,Ridgefield,Fairfield County,total_pop,20919,0
2000,3_towns,0900163970,Ridgefield,Fairfield County,total_pop,23643,0
2010,3_towns,0900163970,Ridgefield,Fairfield County,total_pop,24638,0
