year,level,geoid,name,county,var,estimate,moe
2017,3_towns,0900735230,Haddam,Middlesex County,total_pop,8303,19
2018,3_towns,0900735230,Haddam,Middlesex County,total_pop,8267,28
1990,3_towns,0900740710,Killingworth,Middlesex County,total_pop,4814,0
2000,3_towns,0900740710,Killingworth,Middlesex County,total_pop,6018,0
2010,3_towns,0900740710,Killingworth,Middlesex County,total_pop,6525,0
2011,3_towns,0900740710,Killingworth,Middlesex County,total_pop,6499,20
2012,3_towns,0900740710,Killingworth,Middlesex County,total_pop,6512,18
2013,3_towns,0900740710,Killingworth,Middlesex County,total_pop,6501,25
2014,3_towns,0900740710,Killingworth,Middlesex County,total_pop,6516,42
2015,3_towns,0900740710,Killingworth,Middlesex County,total_pop,6490,20
2016,3_towns,0900740710,Killingworth,Middlesex County,total_pop,6464,17
2017,3_towns,0900740710,Killingworth,Middlesex County,total_pop,6441,19
2018,3_towns,0900740710,Killingworth,Middlesex County,total_pop,6414,20
1990,3_towns,0900747080,Middlefield,Middlesex County,total_pop,3925,0
2000,3_towns,0900747080,Middlefield,Middlesex County,total_pop,4203,0
2010,3_towns,0900747080,Middlefield,Middlesex County,total_pop,4425,0
2011,3_towns,0900747080,Middlefield,Middlesex County,total_pop,4418,21
2012,3_towns,0900747080,Middlefield,Middlesex County,total_pop,4426,19
2013,3_towns,0900747080,Middlefield,Middlesex County,total_pop,4421,21
2014,3_towns,0900747080,Middlefield,Middlesex County,total_pop,4426,21
2015,3_towns,0900747080,Middlefield,Middlesex County,total_pop,4427,33
2016,3_towns,0900747080,Middlefield,Middlesex County,total_pop,4403,18
2017,3_towns,0900747080,Middlefield,Middlesex County,total_pop,4402,18
2018,3_towns,0900747080,Middlefield,Middlesex County,total_pop,4385,19
1990,3_towns,0900747360,Middletown,Middlesex County,total_pop,42762,0
2000,3_towns,0900747360,Middletown,Middlesex County,total_pop,43167,0
2010,3_towns,0900747360,Middletown,Middlesex County,total_pop,47648,0
2011,3_towns,0900747360,Middletown,Middlesex County,total_pop,47510,38
2012,3_towns,0900747360,Middletown,Middlesex County,total_pop,47530,62
2013,3_towns,0900747360,Middletown,Middlesex County,total_pop,47539,41
2014,3_towns,0900747360,Middletown,Middlesex County,total_pop,47424,58
2015,3_towns,0900747360,Middletown,Middlesex County,total_pop,47218,35
2016,3_towns,0900747360,Middletown,Middlesex County,total_pop,46933,50
2017,3_towns,0900747360,Middletown,Middlesex County,total_pop,46747,35
2018,3_towns,0900747360,Middletown,Middlesex County,total_pop,46473,34
1990,3_towns,0900757320,Old Saybrook,Middlesex County,total_pop,9552,0
2000,3_towns,0900757320,Old Saybrook,Middlesex County,total_pop,10367,0
2010,3_towns,0900757320,Old Saybrook,Middlesex County,total_pop,10242,0
2011,3_towns,0900757320,Old Saybrook,Middlesex County,total_pop,10307,28
2012,3_towns,0900757320,Old Saybrook,Middlesex County,total_pop,10268,21
2013,3_towns,0900757320,Old Saybrook,Middlesex County,total_pop,10258,26
2014,3_towns,0900757320,Old Saybrook,Middlesex County,total_pop,10222,46
2015,3_towns,0900757320,Old Saybrook,Middlesex County,total_pop,10213,21
2016,3_towns,0900757320,Old Saybrook,Middlesex County,total_pop,10174,18
2017,3_towns,0900757320,Old Saybrook,Middlesex County,total_pop,10162,18
2018,3_towns,0900757320,Old Saybrook,Middlesex County,total_pop,10118,22
1990,3_towns,0900761800,Portland,Middlesex County,total_pop,8418,0
2000,3_towns,0900761800,Portland,Middlesex County,total_pop,8732,0
2010,3_towns,0900761800,Portland,Middlesex County,total_pop,9508,0
2011,3_towns,0900761800,Portland,Middlesex County,total_pop,9470,20
2012,3_towns,0900761800,Portland,Middlesex County,total_pop,9500,65
2013,3_towns,0900761800,Portland,Middlesex County,total_pop,9487,25
2014,3_towns,0900761800,Portland,Middlesex County,total_pop,9483,28
2015,3_towns,0900761800,Portland,Middlesex County,total_pop,9447,28
2016,3_towns,0900761800,Portland,Middlesex County,total_pop,9404,39
2017,3_towns,0900761800,Portland,Middlesex County,total_pop,9391,44
2018,3_towns,0900761800,Portland,Middlesex County,total_pop,9362,23
1990,3_towns,0900781680,Westbrook,Middlesex County,total_pop,5414,0
2000,3_towns,0900781680,Westbrook,Middlesex County,total_pop,6292,0
2010,3_towns,0900781680,Westbrook,Middlesex County,total_pop,6938,0
2011,3_towns,0900781680,Westbrook,Middlesex County,total_pop,6891,37
2012,3_towns,0900781680,Westbrook,Middlesex County,total_pop,6928,39
2013,3_towns,0900781680,Westbrook,Middlesex County,total_pop,6922,22
2014,3_towns,0900781680,Westbrook,Middlesex County,total_pop,6916,21
2015,3_towns,0900781680,Westbrook,Middlesex County,total_pop,6908,21
2016,3_towns,0900781680,Westbrook,Middlesex County,total_pop,6902,22
2017,3_towns,0900781680,Westbrook,Middlesex County,total_pop,6927,15
2018,3_towns,0900781680,Westbrook,Middlesex County,total_pop,6904,43
1990,3_towns,0900901220,Ansonia,New Haven County,total_pop,18403,0
2000,3_towns,0900901220,Ansonia,New Haven County,total_pop,18554,0
2010,3_towns,0900901220,Ansonia,New Haven County,total_pop,19249,0
2011,3_towns,0900901220,Ansonia,New Haven County,total_pop,19193,36
2012,3_towns,0900901220,Ansonia,New Haven County,total_pop,19188,34
2013,3_towns,0900901220,Ansonia,New Haven County,total_pop,19163,27
2014,3_towns,0900901220,Ansonia,New Haven County,total_pop,19128,31
2015,3_towns,0900901220,Ansonia,New Haven County,total_pop,19035,46
2016,3_towns,0900901220,Ansonia,New Haven County,total_pop,18950,30
2017,3_towns,0900901220,Ansonia,New Haven County,total_pop,18953,27
2018,3_towns,0900901220,Ansonia,New Haven County,total_pop,18860,52
1990,3_towns,0900903250,Beacon Falls,New Haven County,total_pop,5083,0
2000,3_towns,0900903250,Beacon Falls,New Haven County,total_pop,5246,0
2010,3_towns,0900903250,Beacon Falls,New Haven County,total_pop,6049,0
2011,3_towns,0900903250,Beacon Falls,New Haven County,total_pop,5969,22
2012,3_towns,0900903250,Beacon Falls,New Haven County,total_pop,6015,22
2013,3_towns,0900903250,Beacon Falls,New Haven County,total_pop,6038,33
2014,3_towns,0900903250,Beacon Falls,New Haven County,total_pop,6065,26
2015,3_towns,0900903250,Beacon Falls,New Haven County,total_pop,6069,28
2016,3_towns,0900903250,Beacon Falls,New Haven County,total_pop,6075,20
2017,3_towns,0900903250,Beacon Falls,New Haven County,total_pop,6108,18
2018,3_towns,0900903250,Beacon Falls,New Haven County,total_pop,6115,23
1990,3_towns,0900904580,Bethany,New Haven County,total_pop,4608,0
2000,3_towns,0900904580,Bethany,New Haven County,total_pop,5040,0
2010,3_towns,0900904580,Bethany,New Haven County,total_pop,5563,0
2011,3_towns,0900904580,Bethany,New Haven County,total_pop,5513,21
2012,3_towns,0900904580,Bethany,New Haven County,total_pop,5524,42
2013,3_towns,0900904580,Bethany,New Haven County,total_pop,5555,31
2014,3_towns,0900904580,Bethany,New Haven County,total_pop,5546,24
2015,3_towns,0900904580,Bethany,New Haven County,total_pop,5533,32
2016,3_towns,0900904580,Bethany,New Haven County,total_pop,5521,24
2017,3_towns,0900904580,Bethany,New Haven County,total_pop,5526,19
2018,3_towns,0900904580,Bethany,New Haven County,total_pop,5504,17
1990,3_towns,0900907310,Branford,New Haven County,total_pop,27603,0
2000,3_towns,0900907310,Branford,New Haven County,total_pop,28683,0
2010,3_towns,0900907310,Branford,New Haven County,total_pop,28026,0
2011,3_towns,0900907310,Branford,New Haven County,total_pop,28099,52
2012,3_towns,0900907310,Branford,New Haven County,total_pop,28062,34
2013,3_towns,0900907310,Branford,New Haven County,total_pop,28025,26
2014,3_towns,0900907310,Branford,New Haven County,total_pop,28066,31
2015,3_towns,0900907310,Branford,New Haven County,total_pop,28074,40
2016,3_towns,0900907310,Branford,New Haven County,total_pop,28084,28
2017,3_towns,0900907310,Branford,New Haven County,total_pop,28149,36
2018,3_towns,0900907310,Branford,New Haven County,total_pop,28094,28
1990,3_towns,0900914160,Cheshire,New Haven County,total_pop,25684,0
2000,3_towns,0900914160,Cheshire,New Haven County,total_pop,28463,0
2010,3_towns,0900914160,Cheshire,New Haven County,total_pop,29261,0
2011,3_towns,0900914160,Cheshire,New Haven County,total_pop,29200,31
2012,3_towns,0900914160,Cheshire,New Haven County,total_pop,29253,26
2013,3_towns,0900914160,Cheshire,New Haven County,total_pop,29264,44
2014,3_towns,0900914160,Cheshire,New Haven County,total_pop,29272,31
2015,3_towns,0900914160,Cheshire,New Haven County,total_pop,29254,37
2016,3_towns,0900914160,Cheshire,New Haven County,total_pop,29254,40
2017,3_towns,0900914160,Cheshire,New Haven County,total_pop,29274,29
2018,3_towns,0900914160,Cheshire,New Haven County,total_pop,29208,45
1990,3_towns,0900919550,Derby,New Haven County,total_pop,12199,0
2000,3_towns,0900919550,Derby,New Haven County,total_pop,12391,0
2010,3_towns,0900919550,Derby,New Haven County,total_pop,12902,0
2011,3_towns,0900919550,Derby,New Haven County,total_pop,12845,30
2012,3_towns,0900919550,Derby,New Haven County,total_pop,12858,23
2013,3_towns,0900919550,Derby,New Haven County,total_pop,12841,41
2014,3_towns,0900919550,Derby,New Haven County,total_pop,12837,23
2015,3_towns,0900919550,Derby,New Haven County,total_pop,12796,25
2016,3_towns,0900919550,Derby,New Haven County,total_pop,12755,25
2017,3_towns,0900919550,Derby,New Haven County,total_pop,12700,21
2018,3_towns,0900919550,Derby,New Haven County,total_pop,12596,35
1990,3_towns,0900922910,East Haven,New Haven County,total_pop,26144,0
2000,3_towns,0900922910,East Haven,New Haven County,total_pop,28189,0
2010,3_towns,0900922910,East Haven,New Haven County,total_pop,29257,0
2011,3_towns,0900922910,East Haven,New Haven County,total_pop,29151,53
2012,3_towns,0900922910,East Haven,New Haven County,total_pop,29188,39
2013,3_towns,0900922910,East Haven,New Haven County,total_pop,29167,42
2014,3_towns,0900922910,East Haven,New Haven County,total_pop,29139,35
2015,3_towns,0900922910,East Haven,New Haven County,total_pop,29104,76
2016,3_towns,0900922910,East Haven,New Haven County,total_pop,29015,24
2017,3_towns,0900922910,East Haven,New Haven County,total_pop,29006,29
2018,3_towns,0900922910,East Haven,New Haven County,total_pop,28860,31
1990,3_towns,0900934950,Guilford,New Haven County,total_pop,19848,0
2000,3_towns,0900934950,Guilford,New Haven County,total_pop,21398,0
2010,3_towns,0900934950,Guilford,New Haven County,total_pop,22375,0
2011,3_towns,0900934950,Guilford,New Haven County,total_pop,22272,41
2012,3_towns,0900934950,Guilford,New Haven County,total_pop,22353,39
2013,3_towns,0900934950,Guilford,New Haven County,total_pop,22377,27
2014,3_towns,0900934950,Guilford,New Haven County,total_pop,22405,25
2015,3_towns,0900934950,Guilford,New Haven County,total_pop,22392,25
2016,3_towns,0900934950,Guilford,New Haven County,total_pop,22382,31
2017,3_towns,0900934950,Guilford,New Haven County,total_pop,22377,35
2018,3_towns,0900934950,Guilford,New Haven County,total_pop,22285,42
1990,3_towns,0900935650,Hamden,New Haven County,total_pop,52434,0
2000,3_towns,0900935650,Hamden,New Haven County,total_pop,56913,0
2010,3_towns,0900935650,Hamden,New Haven County,total_pop,60960,0
2011,3_towns,0900935650,Hamden,New Haven County,total_pop,60547,36
2012,3_towns,0900935650,Hamden,New Haven County,total_pop,60735,60
2013,3_towns,0900935650,Hamden,New Haven County,total_pop,61468,38
2014,3_towns,0900935650,Hamden,New Haven County,total_pop,61605,66
2015,3_towns,0900935650,Hamden,New Haven County,total_pop,61523,41
2016,3_towns,0900935650,Hamden,New Haven County,total_pop,61476,31
2017,3_towns,0900935650,Hamden,New Haven County,total_pop,61493,49
2018,3_towns,0900935650,Hamden,New Haven County,total_pop,61206,55
1990,3_towns,0900944560,Madison,New Haven County,total_pop,15485,0
2000,3_towns,0900944560,Madison,New Haven County,total_pop,17858,0
2010,3_towns,0900944560,Madison,New Haven County,total_pop,18269,0
2011,3_towns,0900944560,Madison,New Haven County,total_pop,18243,34
2012,3_towns,0900944560,Madison,New Haven County,total_pop,18264,22
2013,3_towns,0900944560,Madison,New Haven County,total_pop,18289,38
2014,3_towns,0900944560,Madison,New Haven County,total_pop,18284,21
2015,3_towns,0900944560,Madison,New Haven County,total_pop,18259,40
2016,3_towns,0900944560,Madison,New Haven County,total_pop,18247,21
2017,3_towns,0900944560,Madison,New Haven County,total_pop,18247,20
2018,3_towns,0900944560,Madison,New Haven County,total_pop,18183,83
1990,3_towns,0900946520,Meriden,New Haven County,total_pop,59479,0
2000,3_towns,0900946520,Meriden,New Haven County,total_pop,58244,0
2010,3_towns,0900946520,Meriden,New Haven County,total_pop,60868,0
2011,3_towns,0900946520,Meriden,New Haven County,total_pop,60608,37
2012,3_towns,0900946520,Meriden,New Haven County,total_pop,60674,38
2013,3_towns,0900946520,Meriden,New Haven County,total_pop,60691,71
2014,3_towns,0900946520,Meriden,New Haven County,total_pop,60616,33
2015,3_towns,0900946520,Meriden,New Haven County,total_pop,60439,42
2016,3_towns,0900946520,Meriden,New Haven County,total_pop,60203,38
2017,3_towns,0900946520,Meriden,New Haven County,total_pop,60241,33
2018,3_towns,0900946520,Meriden,New Haven County,total_pop,59864,85
1990,3_towns,0900946940,Middlebury,New Haven County,total_pop,6145,0
2000,3_towns,0900946940,Middlebury,New Haven County,total_pop,6531,0
2010,3_towns,0900946940,Middlebury,New Haven County,total_pop,7575,0
2011,3_towns,0900946940,Middlebury,New Haven County,total_pop,7459,18
2012,3_towns,0900946940,Middlebury,New Haven County,total_pop,7522,20
2013,3_towns,0900946940,Middlebury,New Haven County,total_pop,7550,38
2014,3_towns,0900946940,Middlebury,New Haven County,total_pop,7575,26
2015,3_towns,0900946940,Middlebury,New Haven County,total_pop,7597,32
2016,3_towns,0900946940,Middlebury,New Haven County,total_pop,7606,22
2017,3_towns,0900946940,Middlebury,New Haven County,total_pop,7658,34
2018,3_towns,0900946940,Middlebury,New Haven County,total_pop,7661,23
1990,3_towns,0900947535,Milford,New Haven County,total_pop,49938,0
2000,3_towns,0900947535,Milford,New Haven County,total_pop,52305,0
2010,3_towns,0900947535,Milford,New Haven County,total_pop,52759,0
2011,3_towns,0900947535,Milford,New Haven County,total_pop,52732,31
2012,3_towns,0900947535,Milford,New Haven County,total_pop,52826,30
2013,3_towns,0900947535,Milford,New Haven County,total_pop,52894,44
2014,3_towns,0900947535,Milford,New Haven County,total_pop,53039,33
2015,3_towns,0900947535,Milford,New Haven County,total_pop,53206,42
2016,3_towns,0900947535,Milford,New Haven County,total_pop,53430,46
2017,3_towns,0900947535,Milford,New Haven County,total_pop,53867,29
2018,3_towns,0900947535,Milford,New Haven County,total_pop,54047,34
1990,3_towns,0900949950,Naugatuck,New Haven County,total_pop,30625,0
2000,3_towns,0900949950,Naugatuck,New Haven County,total_pop,30989,0
2010,3_towns,0900949950,Naugatuck,New Haven County,total_pop,31862,0
2011,3_towns,0900949950,Naugatuck,New Haven County,total_pop,31778,26
2012,3_towns,0900949950,Naugatuck,New Haven County,total_pop,31795,28
2013,3_towns,0900949950,Naugatuck,New Haven County,total_pop,31786,23
2014,3_towns,0900949950,Naugatuck,New Haven County,total_pop,31790,26
2015,3_towns,0900949950,Naugatuck,New Haven County,total_pop,31722,28
2016,3_towns,0900949950,Naugatuck,New Haven County,total_pop,31625,45
2017,3_towns,0900949950,Naugatuck,New Haven County,total_pop,31649,41
2018,3_towns,0900949950,Naugatuck,New Haven County,total_pop,31481,30
1990,3_towns,0900952070,New Haven,New Haven County,total_pop,130474,0
2000,3_towns,0900952070,New Haven,New Haven County,total_pop,123626,0
2010,3_towns,0900952070,New Haven,New Haven County,total_pop,129779,0
2011,3_towns,0900952070,New Haven,New Haven County,total_pop,129213,51
2012,3_towns,0900952070,New Haven,New Haven County,total_pop,129898,57
2013,3_towns,0900952070,New Haven,New Haven County,total_pop,130338,89
2014,3_towns,0900952070,New Haven,New Haven County,total_pop,130553,48
2015,3_towns,0900952070,New Haven,New Haven County,total_pop,130612,50
2016,3_towns,0900952070,New Haven,New Haven County,total_pop,130405,60
2017,3_towns,0900952070,New Haven,New Haven County,total_pop,130884,56
2018,3_towns,0900952070,New Haven,New Haven County,total_pop,130529,108
1990,3_towns,0900953890,North Branford,New Haven County,total_pop,12996,0
2000,3_towns,0900953890,North Branford,New Haven County,total_pop,13906,0
2010,3_towns,0900953890,North Branford,New Haven County,total_pop,14407,0
2011,3_towns,0900953890,North Branford,New Haven County,total_pop,14356,20
2012,3_towns,0900953890,North Branford,New Haven County,total_pop,14369,27
2013,3_towns,0900953890,North Branford,New Haven County,total_pop,14383,21
2014,3_towns,0900953890,North Branford,New Haven County,total_pop,14387,41
2015,3_towns,0900953890,North Branford,New Haven County,total_pop,14354,37
2016,3_towns,0900953890,North Branford,New Haven County,total_pop,14310,23
2017,3_towns,0900953890,North Branford,New Haven County,total_pop,14275,33
2018,3_towns,0900953890,North Branford,New Haven County,total_pop,14208,25
1990,3_towns,0900954870,North Haven,New Haven County,total_pop,22247,0
2000,3_towns,0900954870,North Haven,New Haven County,total_pop,23035,0
2010,3_towns,0900954870,North Haven,New Haven County,total_pop,24093,0
2011,3_towns,0900954870,North Haven,New Haven County,total_pop,23981,38
2012,3_towns,0900954870,North Haven,New Haven County,total_pop,24037,42
2013,3_towns,0900954870,North Haven,New Haven County,total_pop,24011,27
2014,3_towns,0900954870,North Haven,New Haven County,total_pop,23997,29
2015,3_towns,0900954870,North Haven,New Haven County,total_pop,23937,24
2016,3_towns,0900954870,North Haven,New Haven County,total_pop,23888,59
2017,3_towns,0900954870,North Haven,New Haven County,total_pop,23877,28
2018,3_towns,0900954870,North Haven,New Haven County,total_pop,23786,62
1990,3_towns,0900957600,Orange,New Haven County,total_pop,12830,0
2000,3_towns,0900957600,Orange,New Haven County,total_pop,13233,0
2010,3_towns,0900957600,Orange,New Haven County,total_pop,13956,0
2011,3_towns,0900957600,Orange,New Haven County,total_pop,13884,26
2012,3_towns,0900957600,Orange,New Haven County,total_pop,13919,27
2013,3_towns,0900957600,Orange,New Haven County,total_pop,13934,37
2014,3_towns,0900957600,Orange,New Haven County,total_pop,13947,33
2015,3_towns,0900957600,Orange,New Haven County,total_pop,13946,29
2016,3_towns,0900957600,Orange,New Haven County,total_pop,13941,24
2017,3_towns,0900957600,Orange,New Haven County,total_pop,13981,26
2018,3_towns,0900957600,Orange,New Haven County,total_pop,13937,37
1990,3_towns,0900958300,Oxford,New Haven County,total_pop,8685,0
2000,3_towns,0900958300,Oxford,New Haven County,total_pop,9821,0
2010,3_towns,0900958300,Oxford,New Haven County,total_pop,12683,0
2011,3_towns,0900958300,Oxford,New Haven County,total_pop,12384,25
2012,3_towns,0900958300,Oxford,New Haven County,total_pop,12602,21
2013,3_towns,0900958300,Oxford,New Haven County,total_pop,12736,19
2014,3_towns,0900958300,Oxford,New Haven County,total_pop,12831,26
2015,3_towns,0900958300,Oxford,New Haven County,total_pop,12874,42
2016,3_towns,0900958300,Oxford,New Haven County,total_pop,12916,36
2017,3_towns,0900958300,Oxford,New Haven County,total_pop,12972,22
2018,3_towns,0900958300,Oxford,New Haven County,total_pop,13022,23
1990,3_towns,0900962290,Prospect,New Haven County,total_pop,7775,0
2000,3_towns,0900962290,Prospect,New Haven County,total_pop,8707,0
2010,3_towns,0900962290,Prospect,New Haven County,total_pop,9405,0
2011,3_towns,0900962290,Prospect,New Haven County,total_pop,9335,20
2012,3_towns,0900962290,Prospect,New Haven County,total_pop,9450,22
2013,3_towns,0900962290,Prospect,New Haven County,total_pop,9520,23
2014,3_towns,0900962290,Prospect,New Haven County,total_pop,9615,21
2015,3_towns,0900962290,Prospect,New Haven County,total_pop,9678,34
2016,3_towns,0900962290,Prospect,New Haven County,total_pop,9720,36
2017,3_towns,0900962290,Prospect,New Haven County,total_pop,9748,23
2018,3_towns,0900962290,Prospect,New Haven County,total_pop,9736,31
1990,3_towns,0900967610,Seymour,New Haven County,total_pop,14288,0
2000,3_towns,0900967610,Seymour,New Haven County,total_pop,15454,0
2010,3_towns,0900967610,Seymour,New Haven County,total_pop,16540,0
2011,3_towns,0900967610,Seymour,New Haven County,total_pop,16442,36
2012,3_towns,0900967610,Seymour,New Haven County,total_pop,16487,38
2013,3_towns,0900967610,Seymour,New Haven County,total_pop,16535,24
2014,3_towns,0900967610,Seymour,New Haven County,total_pop,16551,28
2015,3_towns,0900967610,Seymour,New Haven County,total_pop,16545,27
2016,3_towns,0900967610,Seymour,New Haven County,total_pop,16540,26
2017,3_towns,0900967610,Seymour,New Haven County,total_pop,16579,26
2018,3_towns,0900967610,Seymour,New Haven County,total_pop,16522,36
1990,3_towns,0900969640,Southbury,New Haven County,total_pop,15818,0
2000,3_towns,0900969640,Southbury,New Haven County,total_pop,18567,0
2010,3_towns,0900969640,Southbury,New Haven County,total_pop,19904,0
2011,3_towns,0900969640,Southbury,New Haven County,total_pop,19778,36
2012,3_towns,0900969640,Southbury,New Haven County,total_pop,19841,34
2013,3_towns,0900969640,Southbury,New Haven County,total_pop,19864,26
2014,3_towns,0900969640,Southbury,New Haven County,total_pop,19876,35
2015,3_towns,0900969640,Southbury,New Haven County,total_pop,19790,30
2016,3_towns,0900969640,Southbury,New Haven County,total_pop,19727,27
2017,3_towns,0900969640,Southbury,New Haven County,total_pop,19675,34
2018,3_towns,0900969640,Southbury,New Haven County,total_pop,19754,40
1990,3_towns,0900978740,Wallingford,New Haven County,total_pop,40822,0
2000,3_towns,0900978740,Wallingford,New Haven County,total_pop,43026,0
2010,3_towns,0900978740,Wallingford,New Haven County,total_pop,45135,0
2011,3_towns,0900978740,Wallingford,New Haven County,total_pop,44929,39
2012,3_towns,0900978740,Wallingford,New Haven County,total_pop,45047,37
2013,3_towns,0900978740,Wallingford,New Haven County,total_pop,45112,43
2014,3_towns,0900978740,Wallingford,New Haven County,total_pop,45154,33
2015,3_towns,0900978740,Wallingford,New Haven County,total_pop,45089,34
2016,3_towns,0900978740,Wallingford,New Haven County,total_pop,44989,44
2017,3_towns,0900978740,Wallingford,New Haven County,total_pop,44991,31
2018,3_towns,0900978740,Wallingford,New Haven County,total_pop,44771,35
1990,3_towns,0900980070,Waterbury,New Haven County,total_pop,108961,0
2000,3_towns,0900980070,Waterbury,New Haven County,total_pop,107271,0
2010,3_towns,0900980070,Waterbury,New Haven County,total_pop,110366,0
2011,3_towns,0900980070,Waterbury,New Haven County,total_pop,110075,39
2012,3_towns,0900980070,Waterbury,New Haven County,total_pop,110074,59
2013,3_towns,0900980070,Waterbury,New Haven County,total_pop,110052,40
2014,3_towns,0900980070,Waterbury,New Haven County,total_pop,109887,44
2015,3_towns,0900980070,Waterbury,New Haven County,total_pop,109551,44
2016,3_towns,0900980070,Waterbury,New Haven County,total_pop,109211,55
2017,3_towns,0900980070,Waterbury,New Haven County,total_pop,109250,42
2018,3_towns,0900980070,Waterbury,New Haven County,total_pop,108672,53
1990,3_towns,0900982870,West Haven,New Haven County,total_pop,54021,0
2000,3_towns,0900982870,West Haven,New Haven County,total_pop,52360,0
2010,3_towns,0900982870,West Haven,New Haven County,total_pop,55564,0
2011,3_towns,0900982870,West Haven,New Haven County,total_pop,55249,43
2012,3_towns,0900982870,West Haven,New Haven County,total_pop,55386,54
2013,3_towns,0900982870,West Haven,New Haven County,total_pop,55349,67
2014,3_towns,0900982870,West Haven,New Haven County,total_pop,55290,76
2015,3_towns,0900982870,West Haven,New Haven County,total_pop,55189,43
2016,3_towns,0900982870,West Haven,New Haven County,total_pop,54972,42
2017,3_towns,0900982870,West Haven,New Haven County,total_pop,55044,35
2018,3_towns,0900982870,West Haven,New Haven County,total_pop,54918,54
1990,3_towns,0900987560,Wolcott,New Haven County,total_pop,13700,0
2000,3_towns,0900987560,Wolcott,New Haven County,total_pop,15215,0
2010,3_towns,0900987560,Wolcott,New Haven County,total_pop,16680,0
2011,3_towns,0900987560,Wolcott,New Haven County,total_pop,16532,38
2012,3_towns,0900987560,Wolcott,New Haven County,total_pop,16638,26
2013,3_towns,0900987560,Wolcott,New Haven County,total_pop,16688,24
2014,3_towns,0900987560,Wolcott,New Haven County,total_pop,16724,29
2015,3_towns,0900987560,Wolcott,New Haven County,total_pop,16717,23
2016,3_towns,0900987560,Wolcott,New Haven County,total_pop,16707,26
2017,3_towns,0900987560,Wolcott,New Haven County,total_pop,16696,31
2018,3_towns,0900987560,Wolcott,New Haven County,total_pop,16652,30
1990,3_towns,0900987700,Woodbridge,New Haven County,total_pop,7924,0
2000,3_towns,0900987700,Woodbridge,New Haven County,total_pop,8983,0
2010,3_towns,0900987700,Woodbridge,New Haven County,total_pop,8990,0
2011,3_towns,0900987700,Woodbridge,New Haven County,total_pop,8992,20
2012,3_towns,0900987700,Woodbridge,New Haven County,total_pop,8990,25
2013,3_towns,0900987700,Woodbridge,New Haven County,total_pop,8981,24
2014,3_towns,0900987700,Woodbridge,New Haven County,total_pop,8969,23
2015,3_towns,0900987700,Woodbridge,New Haven County,total_pop,8939,23
2016,3_towns,0900987700,Woodbridge,New Haven County,total_pop,8925,33
2017,3_towns,0900987700,Woodbridge,New Haven County,total_pop,8907,24
2018,3_towns,0900987700,Woodbridge,New Haven County,total_pop,8868,31
1990,3_towns,0901106820,Bozrah,New London County,total_pop,2297,0
2000,3_towns,0901106820,Bozrah,New London County,total_pop,2357,0
2010,3_towns,0901106820,Bozrah,New London County,total_pop,2627,0
2011,3_towns,0901106820,Bozrah,New London County,total_pop,2603,20
2012,3_towns,0901106820,Bozrah,New London County,total_pop,2605,45
2013,3_towns,0901106820,Bozrah,New London County,total_pop,2618,42
2014,3_towns,0901106820,Bozrah,New London County,total_pop,2631,19
2015,3_towns,0901106820,Bozrah,New London County,total_pop,2620,25
2016,3_towns,0901106820,Bozrah,New London County,total_pop,2607,19
2017,3_towns,0901106820,Bozrah,New London County,total_pop,2587,20
2018,3_towns,0901106820,Bozrah,New London County,total_pop,2567,17
1990,3_towns,0901115910,Colchester,New London County,total_pop,10980,0
2000,3_towns,0901115910,Colchester,New London County,total_pop,14551,0
2010,3_towns,0901115910,Colchester,New London County,total_pop,16068,0
2011,3_towns,0901115910,Colchester,New London County,total_pop,15929,20
2012,3_towns,0901115910,Colchester,New London County,total_pop,16044,20
2013,3_towns,0901115910,Colchester,New London County,total_pop,16119,21
2014,3_towns,0901115910,Colchester,New London County,total_pop,16143,24
2015,3_towns,0901115910,Colchester,New London County,total_pop,16142,25
2016,3_towns,0901115910,Colchester,New London County,total_pop,16112,19
2017,3_towns,0901115910,Colchester,New London County,total_pop,16015,21
2018,3_towns,0901115910,Colchester,New London County,total_pop,15927,20
1990,3_towns,0901123400,East Lyme,New London County,total_pop,15340,0
2000,3_towns,0901123400,East Lyme,New London County,total_pop,18118,0
2010,3_towns,0901123400,East Lyme,New London County,total_pop,19159,0
2011,3_towns,0901123400,East Lyme,New London County,total_pop,19080,53
2012,3_towns,0901123400,East Lyme,New London County,total_pop,19168,71
2013,3_towns,0901123400,East Lyme,New London County,total_pop,19119,33
2014,3_towns,0901123400,East Lyme,New London County,total_pop,19118,32
2015,3_towns,0901123400,East Lyme,New London County,total_pop,18876,45
2016,3_towns,0901123400,East Lyme,New London County,total_pop,18929,32
2017,3_towns,0901123400,East Lyme,New London County,total_pop,18883,64
2018,3_towns,0901123400,East Lyme,New London County,total_pop,18766,64
1990,3_towns,0901129910,Franklin,New London County,total_pop,1810,0
2000,3_towns,0901129910,Franklin,New London County,total_pop,1835,0
2010,3_towns,0901129910,Franklin,New London County,total_pop,1922,0
2011,3_towns,0901129910,Franklin,New London County,total_pop,1958,121
2012,3_towns,0901129910,Franklin,New London County,total_pop,1984,122
2013,3_towns,0901129910,Franklin,New London County,total_pop,1950,107
2014,3_towns,0901129910,Franklin,New London County,total_pop,1993,98
2015,3_towns,0901129910,Franklin,New London County,total_pop,1931,100
