level,name,year,tenure,hhlds,value
3_towns,Granby,2018,owner,p4_or_more,1059
3_towns,Granby,2018,renter,total,416
3_towns,Granby,2018,renter,p1,246
3_towns,Granby,2018,renter,p2,107
3_towns,Granby,2018,renter,p3,51
3_towns,Granby,2018,renter,p4_or_more,12
3_towns,Greenwich,2010,total,total,22483
3_towns,Greenwich,2010,owner,total,16438
3_towns,Greenwich,2010,owner,p1,3335
3_towns,Greenwich,2010,owner,p2,5196
3_towns,Greenwich,2010,owner,p3,2952
3_towns,Greenwich,2010,owner,p4_or_more,4955
3_towns,Greenwich,2010,renter,total,6045
3_towns,Greenwich,2010,renter,p1,2252
3_towns,Greenwich,2010,renter,p2,1443
3_towns,Greenwich,2010,renter,p3,757
3_towns,Greenwich,2010,renter,p4_or_more,1593
3_towns,Greenwich,2018,total,total,22251
3_towns,Greenwich,2018,owner,total,14601
3_towns,Greenwich,2018,owner,p1,2605
3_towns,Greenwich,2018,owner,p2,4824
3_towns,Greenwich,2018,owner,p3,2679
3_towns,Greenwich,2018,owner,p4_or_more,4493
3_towns,Greenwich,2018,renter,total,7650
3_towns,Greenwich,2018,renter,p1,2535
3_towns,Greenwich,2018,renter,p2,2033
3_towns,Greenwich,2018,renter,p3,1338
3_towns,Greenwich,2018,renter,p4_or_more,1744
3_towns,Griswold,2010,total,total,4901
3_towns,Griswold,2010,owner,total,3614
3_towns,Griswold,2010,owner,p1,714
3_towns,Griswold,2010,owner,p2,1473
3_towns,Griswold,2010,owner,p3,523
3_towns,Griswold,2010,owner,p4_or_more,904
3_towns,Griswold,2010,renter,total,1287
3_towns,Griswold,2010,renter,p1,765
3_towns,Griswold,2010,renter,p2,174
3_towns,Griswold,2010,renter,p3,217
3_towns,Griswold,2010,renter,p4_or_more,131
3_towns,Griswold,2018,total,total,4564
3_towns,Griswold,2018,owner,total,3369
3_towns,Griswold,2018,owner,p1,743
3_towns,Griswold,2018,owner,p2,1359
3_towns,Griswold,2018,owner,p3,575
3_towns,Griswold,2018,owner,p4_or_more,692
3_towns,Griswold,2018,renter,total,1195
3_towns,Griswold,2018,renter,p1,326
3_towns,Griswold,2018,renter,p2,346
3_towns,Griswold,2018,renter,p3,271
3_towns,Griswold,2018,renter,p4_or_more,252
3_towns,Groton,2010,total,total,15955
3_towns,Groton,2010,owner,total,8271
3_towns,Groton,2010,owner,p1,2170
3_towns,Groton,2010,owner,p2,3062
3_towns,Groton,2010,owner,p3,1222
3_towns,Groton,2010,owner,p4_or_more,1817
3_towns,Groton,2010,renter,total,7684
3_towns,Groton,2010,renter,p1,2653
3_towns,Groton,2010,renter,p2,2131
3_towns,Groton,2010,renter,p3,1536
3_towns,Groton,2010,renter,p4_or_more,1364
3_towns,Groton,2018,total,total,15703
3_towns,Groton,2018,owner,total,7614
3_towns,Groton,2018,owner,p1,2344
3_towns,Groton,2018,owner,p2,2987
3_towns,Groton,2018,owner,p3,1097
3_towns,Groton,2018,owner,p4_or_more,1186
3_towns,Groton,2018,renter,total,8089
3_towns,Groton,2018,renter,p1,3056
3_towns,Groton,2018,renter,p2,2029
3_towns,Groton,2018,renter,p3,1577
3_towns,Groton,2018,renter,p4_or_more,1427
3_towns,Guilford,2010,total,total,8766
3_towns,Guilford,2010,owner,total,7701
3_towns,Guilford,2010,owner,p1,1509
3_towns,Guilford,2010,owner,p2,2825
3_towns,Guilford,2010,owner,p3,1290
3_towns,Guilford,2010,owner,p4_or_more,2077
3_towns,Guilford,2010,renter,total,1065
3_towns,Guilford,2010,renter,p1,588
3_towns,Guilford,2010,renter,p2,243
3_towns,Guilford,2010,renter,p3,123
3_towns,Guilford,2010,renter,p4_or_more,111
3_towns,Guilford,2018,total,total,8314
3_towns,Guilford,2018,owner,total,7167
3_towns,Guilford,2018,owner,p1,1440
3_towns,Guilford,2018,owner,p2,2757
3_towns,Guilford,2018,owner,p3,1261
3_towns,Guilford,2018,owner,p4_or_more,1709
3_towns,Guilford,2018,renter,total,1147
3_towns,Guilford,2018,renter,p1,466
3_towns,Guilford,2018,renter,p2,408
3_towns,Guilford,2018,renter,p3,139
3_towns,Guilford,2018,renter,p4_or_more,134
3_towns,Haddam,2010,total,total,3038
3_towns,Haddam,2010,owner,total,2752
3_towns,Haddam,2010,owner,p1,597
3_towns,Haddam,2010,owner,p2,830
3_towns,Haddam,2010,owner,p3,402
3_towns,Haddam,2010,owner,p4_or_more,923
3_towns,Haddam,2010,renter,total,286
3_towns,Haddam,2010,renter,p1,57
3_towns,Haddam,2010,renter,p2,192
3_towns,Haddam,2010,renter,p3,37
3_towns,Haddam,2010,renter,p4_or_more,0
3_towns,Haddam,2018,total,total,3209
3_towns,Haddam,2018,owner,total,2651
3_towns,Haddam,2018,owner,p1,329
3_towns,Haddam,2018,owner,p2,1367
3_towns,Haddam,2018,owner,p3,437
3_towns,Haddam,2018,owner,p4_or_more,518
3_towns,Haddam,2018,renter,total,558
3_towns,Haddam,2018,renter,p1,219
3_towns,Haddam,2018,renter,p2,151
3_towns,Haddam,2018,renter,p3,41
3_towns,Haddam,2018,renter,p4_or_more,147
3_towns,Hamden,2010,total,total,24099
3_towns,Hamden,2010,owner,total,16371
3_towns,Hamden,2010,owner,p1,4278
3_towns,Hamden,2010,owner,p2,5399
3_towns,Hamden,2010,owner,p3,3147
3_towns,Hamden,2010,owner,p4_or_more,3547
3_towns,Hamden,2010,renter,total,7728
3_towns,Hamden,2010,renter,p1,3280
3_towns,Hamden,2010,renter,p2,2489
3_towns,Hamden,2010,renter,p3,971
3_towns,Hamden,2010,renter,p4_or_more,988
3_towns,Hamden,2018,total,total,22945
3_towns,Hamden,2018,owner,total,14698
3_towns,Hamden,2018,owner,p1,3754
3_towns,Hamden,2018,owner,p2,5470
3_towns,Hamden,2018,owner,p3,2383
3_towns,Hamden,2018,owner,p4_or_more,3091
3_towns,Hamden,2018,renter,total,8247
3_towns,Hamden,2018,renter,p1,3660
3_towns,Hamden,2018,renter,p2,2461
3_towns,Hamden,2018,renter,p3,1219
3_towns,Hamden,2018,renter,p4_or_more,907
3_towns,Hampton,2010,total,total,733
3_towns,Hampton,2010,owner,total,670
3_towns,Hampton,2010,owner,p1,93
3_towns,Hampton,2010,owner,p2,315
3_towns,Hampton,2010,owner,p3,130
3_towns,Hampton,2010,owner,p4_or_more,132
3_towns,Hampton,2010,renter,total,63
3_towns,Hampton,2010,renter,p1,28
3_towns,Hampton,2010,renter,p2,11
3_towns,Hampton,2010,renter,p3,8
3_towns,Hampton,2010,renter,p4_or_more,16
3_towns,Hampton,2018,total,total,773
3_towns,Hampton,2018,owner,total,672
3_towns,Hampton,2018,owner,p1,164
3_towns,Hampton,2018,owner,p2,282
3_towns,Hampton,2018,owner,p3,125
3_towns,Hampton,2018,owner,p4_or_more,101
3_towns,Hampton,2018,renter,total,101
3_towns,Hampton,2018,renter,p1,34
3_towns,Hampton,2018,renter,p2,42
3_towns,Hampton,2018,renter,p3,11
3_towns,Hampton,2018,renter,p4_or_more,14
3_towns,Hartford,2010,total,total,46073
3_towns,Hartford,2010,owner,total,11890
3_towns,Hartford,2010,owner,p1,3342
3_towns,Hartford,2010,owner,p2,3386
3_towns,Hartford,2010,owner,p3,2287
3_towns,Hartford,2010,owner,p4_or_more,2875
3_towns,Hartford,2010,renter,total,34183
3_towns,Hartford,2010,renter,p1,12686
3_towns,Hartford,2010,renter,p2,8375
3_towns,Hartford,2010,renter,p3,5605
3_towns,Hartford,2010,renter,p4_or_more,7517
3_towns,Hartford,2018,total,total,45879
3_towns,Hartford,2018,owner,total,10933
3_towns,Hartford,2018,owner,p1,2897
3_towns,Hartford,2018,owner,p2,3211
3_towns,Hartford,2018,owner,p3,1973
3_towns,Hartford,2018,owner,p4_or_more,2852
3_towns,Hartford,2018,renter,total,34946
3_towns,Hartford,2018,renter,p1,13538
3_towns,Hartford,2018,renter,p2,9060
3_towns,Hartford,2018,renter,p3,5147
3_towns,Hartford,2018,renter,p4_or_more,7201
3_towns,Hartland,2010,total,total,726
3_towns,Hartland,2010,owner,total,674
3_towns,Hartland,2010,owner,p1,68
3_towns,Hartland,2010,owner,p2,307
3_towns,Hartland,2010,owner,p3,104
3_towns,Hartland,2010,owner,p4_or_more,195
3_towns,Hartland,2010,renter,total,52
3_towns,Hartland,2010,renter,p1,27
3_towns,Hartland,2010,renter,p2,15
3_towns,Hartland,2010,renter,p3,10
3_towns,Hartland,2010,renter,p4_or_more,0
3_towns,Hartland,2018,total,total,782
3_towns,Hartland,2018,owner,total,734
3_towns,Hartland,2018,owner,p1,169
3_towns,Hartland,2018,owner,p2,308
3_towns,Hartland,2018,owner,p3,106
3_towns,Hartland,2018,owner,p4_or_more,151
3_towns,Hartland,2018,renter,total,48
3_towns,Hartland,2018,renter,p1,31
3_towns,Hartland,2018,renter,p2,14
3_towns,Hartland,2018,renter,p3,0
3_towns,Hartland,2018,renter,p4_or_more,3
3_towns,Harwinton,2010,total,total,2097
3_towns,Harwinton,2010,owner,total,2028
3_towns,Harwinton,2010,owner,p1,347
3_towns,Harwinton,2010,owner,p2,780
3_towns,Harwinton,2010,owner,p3,256
3_towns,Harwinton,2010,owner,p4_or_more,645
3_towns,Harwinton,2010,renter,total,69
3_towns,Harwinton,2010,renter,p1,36
3_towns,Harwinton,2010,renter,p2,15
3_towns,Harwinton,2010,renter,p3,0
3_towns,Harwinton,2010,renter,p4_or_more,18
3_towns,Harwinton,2018,total,total,1937
3_towns,Harwinton,2018,owner,total,1890
3_towns,Harwinton,2018,owner,p1,202
3_towns,Harwinton,2018,owner,p2,850
3_towns,Harwinton,2018,owner,p3,376
3_towns,Harwinton,2018,owner,p4_or_more,462
3_towns,Harwinton,2018,renter,total,47
3_towns,Harwinton,2018,renter,p1,24
3_towns,Harwinton,2018,renter,p2,23
3_towns,Harwinton,2018,renter,p3,0
3_towns,Harwinton,2018,renter,p4_or_more,0
3_towns,Hebron,2010,total,total,3276
3_towns,Hebron,2010,owner,total,3070
3_towns,Hebron,2010,owner,p1,243
3_towns,Hebron,2010,owner,p2,1092
3_towns,Hebron,2010,owner,p3,589
3_towns,Hebron,2010,owner,p4_or_more,1146
3_towns,Hebron,2010,renter,total,206
3_towns,Hebron,2010,renter,p1,73
3_towns,Hebron,2010,renter,p2,22
3_towns,Hebron,2010,renter,p3,54
3_towns,Hebron,2010,renter,p4_or_more,57
3_towns,Hebron,2018,total,total,3476
3_towns,Hebron,2018,owner,total,3318
3_towns,Hebron,2018,owner,p1,547
3_towns,Hebron,2018,owner,p2,1335
3_towns,Hebron,2018,owner,p3,608
3_towns,Hebron,2018,owner,p4_or_more,828
3_towns,Hebron,2018,renter,total,158
3_towns,Hebron,2018,renter,p1,65
3_towns,Hebron,2018,renter,p2,65
3_towns,Hebron,2018,renter,p3,7
3_towns,Hebron,2018,renter,p4_or_more,21
3_towns,Kent,2010,total,total,1299
3_towns,Kent,2010,owner,total,945
3_towns,Kent,2010,owner,p1,225
3_towns,Kent,2010,owner,p2,480
3_towns,Kent,2010,owner,p3,81
3_towns,Kent,2010,owner,p4_or_more,159
3_towns,Kent,2010,renter,total,354
3_towns,Kent,2010,renter,p1,126
3_towns,Kent,2010,renter,p2,146
3_towns,Kent,2010,renter,p3,34
3_towns,Kent,2010,renter,p4_or_more,48
3_towns,Kent,2018,total,total,1138
3_towns,Kent,2018,owner,total,885
3_towns,Kent,2018,owner,p1,257
3_towns,Kent,2018,owner,p2,454
3_towns,Kent,2018,owner,p3,72
3_towns,Kent,2018,owner,p4_or_more,102
3_towns,Kent,2018,renter,total,253
3_towns,Kent,2018,renter,p1,92
3_towns,Kent,2018,renter,p2,70
3_towns,Kent,2018,renter,p3,30
3_towns,Kent,2018,renter,p4_or_more,61
3_towns,Killingly,2010,total,total,6858
3_towns,Killingly,2010,owner,total,4751
3_towns,Killingly,2010,owner,p1,851
3_towns,Killingly,2010,owner,p2,1689
3_towns,Killingly,2010,owner,p3,1083
3_towns,Killingly,2010,owner,p4_or_more,1128
3_towns,Killingly,2010,renter,total,2107
3_towns,Killingly,2010,renter,p1,990
3_towns,Killingly,2010,renter,p2,619
3_towns,Killingly,2010,renter,p3,192
3_towns,Killingly,2010,renter,p4_or_more,306
3_towns,Killingly,2018,total,total,6875
3_towns,Killingly,2018,owner,total,4715
3_towns,Killingly,2018,owner,p1,1268
3_towns,Killingly,2018,owner,p2,1705
3_towns,Killingly,2018,owner,p3,907
3_towns,Killingly,2018,owner,p4_or_more,835
3_towns,Killingly,2018,renter,total,2160
3_towns,Killingly,2018,renter,p1,830
3_towns,Killingly,2018,renter,p2,595
3_towns,Killingly,2018,renter,p3,382
3_towns,Killingly,2018,renter,p4_or_more,353
3_towns,Killingworth,2010,total,total,2430
3_towns,Killingworth,2010,owner,total,2377
3_towns,Killingworth,2010,owner,p1,348
3_towns,Killingworth,2010,owner,p2,900
3_towns,Killingworth,2010,owner,p3,363
3_towns,Killingworth,2010,owner,p4_or_more,766
3_towns,Killingworth,2010,renter,total,53
3_towns,Killingworth,2010,renter,p1,24
3_towns,Killingworth,2010,renter,p2,13
3_towns,Killingworth,2010,renter,p3,16
3_towns,Killingworth,2010,renter,p4_or_more,0
3_towns,Killingworth,2018,total,total,2305
3_towns,Killingworth,2018,owner,total,2141
3_towns,Killingworth,2018,owner,p1,333
3_towns,Killingworth,2018,owner,p2,821
3_towns,Killingworth,2018,owner,p3,390
3_towns,Killingworth,2018,owner,p4_or_more,597
3_towns,Killingworth,2018,renter,total,164
3_towns,Killingworth,2018,renter,p1,49
3_towns,Killingworth,2018,renter,p2,64
3_towns,Killingworth,2018,renter,p3,0
3_towns,Killingworth,2018,renter,p4_or_more,51
3_towns,Lebanon,2010,total,total,2801
3_towns,Lebanon,2010,owner,total,2438
3_towns,Lebanon,2010,owner,p1,437
3_towns,Lebanon,2010,owner,p2,1031
3_towns,Lebanon,2010,owner,p3,328
3_towns,Lebanon,2010,owner,p4_or_more,642
3_towns,Lebanon,2010,renter,total,363
3_towns,Lebanon,2010,renter,p1,207
3_towns,Lebanon,2010,renter,p2,89
3_towns,Lebanon,2010,renter,p3,17
3_towns,Lebanon,2010,renter,p4_or_more,50
3_towns,Lebanon,2018,total,total,2847
3_towns,Lebanon,2018,owner,total,2590
3_towns,Lebanon,2018,owner,p1,369
3_towns,Lebanon,2018,owner,p2,1199
3_towns,Lebanon,2018,owner,p3,535
3_towns,Lebanon,2018,owner,p4_or_more,487
3_towns,Lebanon,2018,renter,total,257
3_towns,Lebanon,2018,renter,p1,106
3_towns,Lebanon,2018,renter,p2,104
3_towns,Lebanon,2018,renter,p3,32
3_towns,Lebanon,2018,renter,p4_or_more,15
3_towns,Ledyard,2010,total,total,5584
3_towns,Ledyard,2010,owner,total,4716
3_towns,Ledyard,2010,owner,p1,806
3_towns,Ledyard,2010,owner,p2,1775
3_towns,Ledyard,2010,owner,p3,785
3_towns,Ledyard,2010,owner,p4_or_more,1350
3_towns,Ledyard,2010,renter,total,868
3_towns,Ledyard,2010,renter,p1,343
3_towns,Ledyard,2010,renter,p2,215
3_towns,Ledyard,2010,renter,p3,56
3_towns,Ledyard,2010,renter,p4_or_more,254
3_towns,Ledyard,2018,total,total,5795
3_towns,Ledyard,2018,owner,total,4684
3_towns,Ledyard,2018,owner,p1,886
3_towns,Ledyard,2018,owner,p2,1951
3_towns,Ledyard,2018,owner,p3,767
3_towns,Ledyard,2018,owner,p4_or_more,1080
3_towns,Ledyard,2018,renter,total,1111
3_towns,Ledyard,2018,renter,p1,379
3_towns,Ledyard,2018,renter,p2,308
3_towns,Ledyard,2018,renter,p3,206
3_towns,Ledyard,2018,renter,p4_or_more,218
3_towns,Lisbon,2010,total,total,1620
3_towns,Lisbon,2010,owner,total,1488
3_towns,Lisbon,2010,owner,p1,280
3_towns,Lisbon,2010,owner,p2,497
3_towns,Lisbon,2010,owner,p3,266
3_towns,Lisbon,2010,owner,p4_or_more,445
3_towns,Lisbon,2010,renter,total,132
3_towns,Lisbon,2010,renter,p1,49
3_towns,Lisbon,2010,renter,p2,41
3_towns,Lisbon,2010,renter,p3,42
3_towns,Lisbon,2010,renter,p4_or_more,0
3_towns,Lisbon,2018,total,total,1682
3_towns,Lisbon,2018,owner,total,1450
3_towns,Lisbon,2018,owner,p1,279
3_towns,Lisbon,2018,owner,p2,527
3_towns,Lisbon,2018,owner,p3,264
3_towns,Lisbon,2018,owner,p4_or_more,380
3_towns,Lisbon,2018,renter,total,232
3_towns,Lisbon,2018,renter,p1,85
3_towns,Lisbon,2018,renter,p2,86
3_towns,Lisbon,2018,renter,p3,47
3_towns,Lisbon,2018,renter,p4_or_more,14
3_towns,Litchfield,2010,total,total,3514
3_towns,Litchfield,2010,owner,total,2797
3_towns,Litchfield,2010,owner,p1,470
3_towns,Litchfield,2010,owner,p2,1208
3_towns,Litchfield,2010,owner,p3,480
3_towns,Litchfield,2010,owner,p4_or_more,639
3_towns,Litchfield,2010,renter,total,717
3_towns,Litchfield,2010,renter,p1,486
3_towns,Litchfield,2010,renter,p2,127
3_towns,Litchfield,2010,renter,p3,46
3_towns,Litchfield,2010,renter,p4_or_more,58
3_towns,Litchfield,2018,total,total,3474
3_towns,Litchfield,2018,owner,total,2737
3_towns,Litchfield,2018,owner,p1,605
3_towns,Litchfield,2018,owner,p2,1254
3_towns,Litchfield,2018,owner,p3,380
3_towns,Litchfield,2018,owner,p4_or_more,498
3_towns,Litchfield,2018,renter,total,737
3_towns,Litchfield,2018,renter,p1,455
3_towns,Litchfield,2018,renter,p2,189
3_towns,Litchfield,2018,renter,p3,54
3_towns,Litchfield,2018,renter,p4_or_more,39
3_towns,Lyme,2010,total,total,990
3_towns,Lyme,2010,owner,total,865
3_towns,Lyme,2010,owner,p1,185
3_towns,Lyme,2010,owner,p2,420
3_towns,Lyme,2010,owner,p3,83
3_towns,Lyme,2010,owner,p4_or_more,177
3_towns,Lyme,2010,renter,total,125
3_towns,Lyme,2010,renter,p1,46
3_towns,Lyme,2010,renter,p2,19
3_towns,Lyme,2010,renter,p3,37
3_towns,Lyme,2010,renter,p4_or_more,23
3_towns,Lyme,2018,total,total,1060
3_towns,Lyme,2018,owner,total,921
3_towns,Lyme,2018,owner,p1,211
3_towns,Lyme,2018,owner,p2,429
3_towns,Lyme,2018,owner,p3,142
3_towns,Lyme,2018,owner,p4_or_more,139
3_towns,Lyme,2018,renter,total,139
3_towns,Lyme,2018,renter,p1,45
3_towns,Lyme,2018,renter,p2,49
3_towns,Lyme,2018,renter,p3,20
3_towns,Lyme,2018,renter,p4_or_more,25
3_towns,Madison,2010,total,total,6684
3_towns,Madison,2010,owner,total,5960
3_towns,Madison,2010,owner,p1,847
3_towns,Madison,2010,owner,p2,2330
3_towns,Madison,2010,owner,p3,962
3_towns,Madison,2010,owner,p4_or_more,1821
3_towns,Madison,2010,renter,total,724
3_towns,Madison,2010,renter,p1,345
3_towns,Madison,2010,renter,p2,171
3_towns,Madison,2010,renter,p3,128
3_towns,Madison,2010,renter,p4_or_more,80
3_towns,Madison,2018,total,total,6911
3_towns,Madison,2018,owner,total,5958
3_towns,Madison,2018,owner,p1,976
3_towns,Madison,2018,owner,p2,2592
3_towns,Madison,2018,owner,p3,1040
3_towns,Madison,2018,owner,p4_or_more,1350
3_towns,Madison,2018,renter,total,953
3_towns,Madison,2018,renter,p1,576
3_towns,Madison,2018,renter,p2,72
3_towns,Madison,2018,renter,p3,162
3_towns,Madison,2018,renter,p4_or_more,143
3_towns,Manchester,2010,total,total,24411
3_towns,Manchester,2010,owner,total,14768
3_towns,Manchester,2010,owner,p1,3920
3_towns,Manchester,2010,owner,p2,5556
3_towns,Manchester,2010,owner,p3,2203
3_towns,Manchester,2010,owner,p4_or_more,3089
3_towns,Manchester,2010,renter,total,9643
3_towns,Manchester,2010,renter,p1,3664
3_towns,Manchester,2010,renter,p2,2950
3_towns,Manchester,2010,renter,p3,1452
3_towns,Manchester,2010,renter,p4_or_more,1577
3_towns,Manchester,2018,total,total,23942
3_towns,Manchester,2018,owner,total,13538
3_towns,Manchester,2018,owner,p1,3468
3_towns,Manchester,2018,owner,p2,5248
3_towns,Manchester,2018,owner,p3,2219
3_towns,Manchester,2018,owner,p4_or_more,2603
3_towns,Manchester,2018,renter,total,10404
3_towns,Manchester,2018,renter,p1,3793
3_towns,Manchester,2018,renter,p2,2988
3_towns,Manchester,2018,renter,p3,2128
3_towns,Manchester,2018,renter,p4_or_more,1495
3_towns,Mansfield,2010,total,total,5889
3_towns,Mansfield,2010,owner,total,3920
3_towns,Mansfield,2010,owner,p1,792
3_towns,Mansfield,2010,owner,p2,1579
3_towns,Mansfield,2010,owner,p3,691
3_towns,Mansfield,2010,owner,p4_or_more,858
3_towns,Mansfield,2010,renter,total,1969
3_towns,Mansfield,2010,renter,p1,579
3_towns,Mansfield,2010,renter,p2,634
3_towns,Mansfield,2010,renter,p3,353
3_towns,Mansfield,2010,renter,p4_or_more,403
3_towns,Mansfield,2018,total,total,5514
3_towns,Mansfield,2018,owner,total,3035
3_towns,Mansfield,2018,owner,p1,685
3_towns,Mansfield,2018,owner,p2,1249
3_towns,Mansfield,2018,owner,p3,456
3_towns,Mansfield,2018,owner,p4_or_more,645
3_towns,Mansfield,2018,renter,total,2479
3_towns,Mansfield,2018,renter,p1,739
3_towns,Mansfield,2018,renter,p2,894
3_towns,Mansfield,2018,renter,p3,628
3_towns,Mansfield,2018,renter,p4_or_more,218
3_towns,Marlborough,2010,total,total,2138
3_towns,Marlborough,2010,owner,total,1994
3_towns,Marlborough,2010,owner,p1,210
3_towns,Marlborough,2010,owner,p2,761
3_towns,Marlborough,2010,owner,p3,446
3_towns,Marlborough,2010,owner,p4_or_more,577
3_towns,Marlborough,2010,renter,total,144
3_towns,Marlborough,2010,renter,p1,13
3_towns,Marlborough,2010,renter,p2,14
3_towns,Marlborough,2010,renter,p3,57
3_towns,Marlborough,2010,renter,p4_or_more,60
3_towns,Marlborough,2018,total,total,2350
3_towns,Marlborough,2018,owner,total,2113
3_towns,Marlborough,2018,owner,p1,245
3_towns,Marlborough,2018,owner,p2,947
3_towns,Marlborough,2018,owner,p3,438
3_towns,Marlborough,2018,owner,p4_or_more,483
3_towns,Marlborough,2018,renter,total,237
3_towns,Marlborough,2018,renter,p1,110
3_towns,Marlborough,2018,renter,p2,29
3_towns,Marlborough,2018,renter,p3,11
3_towns,Marlborough,2018,renter,p4_or_more,87
3_towns,Meriden,2010,total,total,23861
3_towns,Meriden,2010,owner,total,15225
3_towns,Meriden,2010,owner,p1,3507
3_towns,Meriden,2010,owner,p2,5439
3_towns,Meriden,2010,owner,p3,2913
3_towns,Meriden,2010,owner,p4_or_more,3366
3_towns,Meriden,2010,renter,total,8636
3_towns,Meriden,2010,renter,p1,3256
3_towns,Meriden,2010,renter,p2,2250
3_towns,Meriden,2010,renter,p3,1607
3_towns,Meriden,2010,renter,p4_or_more,1523
3_towns,Meriden,2018,total,total,26218
3_towns,Meriden,2018,owner,total,15411
3_towns,Meriden,2018,owner,p1,4335
3_towns,Meriden,2018,owner,p2,6090
3_towns,Meriden,2018,owner,p3,2229
3_towns,Meriden,2018,owner,p4_or_more,2757
3_towns,Meriden,2018,renter,total,10807
3_towns,Meriden,2018,renter,p1,6015
3_towns,Meriden,2018,renter,p2,2872
3_towns,Meriden,2018,renter,p3,928
3_towns,Meriden,2018,renter,p4_or_more,992
3_towns,Middlebury,2010,total,total,2666
3_towns,Middlebury,2010,owner,total,2409
3_towns,Middlebury,2010,owner,p1,302
3_towns,Middlebury,2010,owner,p2,894
3_towns,Middlebury,2010,owner,p3,421
3_towns,Middlebury,2010,owner,p4_or_more,792
3_towns,Middlebury,2010,renter,total,257
3_towns,Middlebury,2010,renter,p1,180
3_towns,Middlebury,2010,renter,p2,46
