level,name,year,tenure,hhlds,value
3_towns,Clinton,2018,renter,total,1137
3_towns,Clinton,2018,renter,p1,473
3_towns,Clinton,2018,renter,p2,332
3_towns,Clinton,2018,renter,p3,184
3_towns,Clinton,2018,renter,p4_or_more,148
3_towns,Colchester,2010,total,total,5836
3_towns,Colchester,2010,owner,total,4895
3_towns,Colchester,2010,owner,p1,612
3_towns,Colchester,2010,owner,p2,1638
3_towns,Colchester,2010,owner,p3,1013
3_towns,Colchester,2010,owner,p4_or_more,1632
3_towns,Colchester,2010,renter,total,941
3_towns,Colchester,2010,renter,p1,389
3_towns,Colchester,2010,renter,p2,202
3_towns,Colchester,2010,renter,p3,195
3_towns,Colchester,2010,renter,p4_or_more,155
3_towns,Colchester,2018,total,total,5973
3_towns,Colchester,2018,owner,total,4541
3_towns,Colchester,2018,owner,p1,847
3_towns,Colchester,2018,owner,p2,1826
3_towns,Colchester,2018,owner,p3,742
3_towns,Colchester,2018,owner,p4_or_more,1126
3_towns,Colchester,2018,renter,total,1432
3_towns,Colchester,2018,renter,p1,395
3_towns,Colchester,2018,renter,p2,436
3_towns,Colchester,2018,renter,p3,329
3_towns,Colchester,2018,renter,p4_or_more,272
3_towns,Colebrook,2010,total,total,554
3_towns,Colebrook,2010,owner,total,515
3_towns,Colebrook,2010,owner,p1,102
3_towns,Colebrook,2010,owner,p2,230
3_towns,Colebrook,2010,owner,p3,65
3_towns,Colebrook,2010,owner,p4_or_more,118
3_towns,Colebrook,2010,renter,total,39
3_towns,Colebrook,2010,renter,p1,16
3_towns,Colebrook,2010,renter,p2,17
3_towns,Colebrook,2010,renter,p3,0
3_towns,Colebrook,2010,renter,p4_or_more,6
3_towns,Colebrook,2018,total,total,588
3_towns,Colebrook,2018,owner,total,524
3_towns,Colebrook,2018,owner,p1,127
3_towns,Colebrook,2018,owner,p2,223
3_towns,Colebrook,2018,owner,p3,61
3_towns,Colebrook,2018,owner,p4_or_more,113
3_towns,Colebrook,2018,renter,total,64
3_towns,Colebrook,2018,renter,p1,11
3_towns,Colebrook,2018,renter,p2,30
3_towns,Colebrook,2018,renter,p3,0
3_towns,Colebrook,2018,renter,p4_or_more,23
3_towns,Columbia,2010,total,total,2109
3_towns,Columbia,2010,owner,total,2024
3_towns,Columbia,2010,owner,p1,348
3_towns,Columbia,2010,owner,p2,941
3_towns,Columbia,2010,owner,p3,210
3_towns,Columbia,2010,owner,p4_or_more,525
3_towns,Columbia,2010,renter,total,85
3_towns,Columbia,2010,renter,p1,21
3_towns,Columbia,2010,renter,p2,36
3_towns,Columbia,2010,renter,p3,0
3_towns,Columbia,2010,renter,p4_or_more,28
3_towns,Columbia,2018,total,total,2073
3_towns,Columbia,2018,owner,total,1918
3_towns,Columbia,2018,owner,p1,201
3_towns,Columbia,2018,owner,p2,950
3_towns,Columbia,2018,owner,p3,457
3_towns,Columbia,2018,owner,p4_or_more,310
3_towns,Columbia,2018,renter,total,155
3_towns,Columbia,2018,renter,p1,65
3_towns,Columbia,2018,renter,p2,36
3_towns,Columbia,2018,renter,p3,38
3_towns,Columbia,2018,renter,p4_or_more,16
3_towns,Cornwall,2010,total,total,678
3_towns,Cornwall,2010,owner,total,530
3_towns,Cornwall,2010,owner,p1,136
3_towns,Cornwall,2010,owner,p2,211
3_towns,Cornwall,2010,owner,p3,53
3_towns,Cornwall,2010,owner,p4_or_more,130
3_towns,Cornwall,2010,renter,total,148
3_towns,Cornwall,2010,renter,p1,64
3_towns,Cornwall,2010,renter,p2,36
3_towns,Cornwall,2010,renter,p3,30
3_towns,Cornwall,2010,renter,p4_or_more,18
3_towns,Cornwall,2018,total,total,571
3_towns,Cornwall,2018,owner,total,465
3_towns,Cornwall,2018,owner,p1,114
3_towns,Cornwall,2018,owner,p2,225
3_towns,Cornwall,2018,owner,p3,44
3_towns,Cornwall,2018,owner,p4_or_more,82
3_towns,Cornwall,2018,renter,total,106
3_towns,Cornwall,2018,renter,p1,34
3_towns,Cornwall,2018,renter,p2,40
3_towns,Cornwall,2018,renter,p3,12
3_towns,Cornwall,2018,renter,p4_or_more,20
3_towns,Coventry,2010,total,total,4767
3_towns,Coventry,2010,owner,total,4199
3_towns,Coventry,2010,owner,p1,786
3_towns,Coventry,2010,owner,p2,1375
3_towns,Coventry,2010,owner,p3,973
3_towns,Coventry,2010,owner,p4_or_more,1065
3_towns,Coventry,2010,renter,total,568
3_towns,Coventry,2010,renter,p1,131
3_towns,Coventry,2010,renter,p2,228
3_towns,Coventry,2010,renter,p3,63
3_towns,Coventry,2010,renter,p4_or_more,146
3_towns,Coventry,2018,total,total,4774
3_towns,Coventry,2018,owner,total,4246
3_towns,Coventry,2018,owner,p1,817
3_towns,Coventry,2018,owner,p2,1791
3_towns,Coventry,2018,owner,p3,600
3_towns,Coventry,2018,owner,p4_or_more,1038
3_towns,Coventry,2018,renter,total,528
3_towns,Coventry,2018,renter,p1,204
3_towns,Coventry,2018,renter,p2,226
3_towns,Coventry,2018,renter,p3,64
3_towns,Coventry,2018,renter,p4_or_more,34
3_towns,Cromwell,2010,total,total,5449
3_towns,Cromwell,2010,owner,total,4387
3_towns,Cromwell,2010,owner,p1,948
3_towns,Cromwell,2010,owner,p2,1596
3_towns,Cromwell,2010,owner,p3,772
3_towns,Cromwell,2010,owner,p4_or_more,1071
3_towns,Cromwell,2010,renter,total,1062
3_towns,Cromwell,2010,renter,p1,572
3_towns,Cromwell,2010,renter,p2,339
3_towns,Cromwell,2010,renter,p3,121
3_towns,Cromwell,2010,renter,p4_or_more,30
3_towns,Cromwell,2018,total,total,5819
3_towns,Cromwell,2018,owner,total,4449
3_towns,Cromwell,2018,owner,p1,1259
3_towns,Cromwell,2018,owner,p2,1488
3_towns,Cromwell,2018,owner,p3,687
3_towns,Cromwell,2018,owner,p4_or_more,1015
3_towns,Cromwell,2018,renter,total,1370
3_towns,Cromwell,2018,renter,p1,719
3_towns,Cromwell,2018,renter,p2,376
3_towns,Cromwell,2018,renter,p3,166
3_towns,Cromwell,2018,renter,p4_or_more,109
3_towns,Danbury,2010,total,total,29552
3_towns,Danbury,2010,owner,total,18544
3_towns,Danbury,2010,owner,p1,4757
3_towns,Danbury,2010,owner,p2,6082
3_towns,Danbury,2010,owner,p3,3196
3_towns,Danbury,2010,owner,p4_or_more,4509
3_towns,Danbury,2010,renter,total,11008
3_towns,Danbury,2010,renter,p1,3522
3_towns,Danbury,2010,renter,p2,2622
3_towns,Danbury,2010,renter,p3,2168
3_towns,Danbury,2010,renter,p4_or_more,2696
3_towns,Danbury,2018,total,total,29736
3_towns,Danbury,2018,owner,total,17294
3_towns,Danbury,2018,owner,p1,4350
3_towns,Danbury,2018,owner,p2,5769
3_towns,Danbury,2018,owner,p3,2915
3_towns,Danbury,2018,owner,p4_or_more,4260
3_towns,Danbury,2018,renter,total,12442
3_towns,Danbury,2018,renter,p1,3668
3_towns,Danbury,2018,renter,p2,2922
3_towns,Danbury,2018,renter,p3,2278
3_towns,Danbury,2018,renter,p4_or_more,3574
3_towns,Darien,2010,total,total,6713
3_towns,Darien,2010,owner,total,5898
3_towns,Darien,2010,owner,p1,781
3_towns,Darien,2010,owner,p2,1715
3_towns,Darien,2010,owner,p3,918
3_towns,Darien,2010,owner,p4_or_more,2484
3_towns,Darien,2010,renter,total,815
3_towns,Darien,2010,renter,p1,383
3_towns,Darien,2010,renter,p2,205
3_towns,Darien,2010,renter,p3,60
3_towns,Darien,2010,renter,p4_or_more,167
3_towns,Darien,2018,total,total,6858
3_towns,Darien,2018,owner,total,5848
3_towns,Darien,2018,owner,p1,686
3_towns,Darien,2018,owner,p2,1543
3_towns,Darien,2018,owner,p3,1098
3_towns,Darien,2018,owner,p4_or_more,2521
3_towns,Darien,2018,renter,total,1010
3_towns,Darien,2018,renter,p1,345
3_towns,Darien,2018,renter,p2,285
3_towns,Darien,2018,renter,p3,116
3_towns,Darien,2018,renter,p4_or_more,264
3_towns,Deep River,2010,total,total,1893
3_towns,Deep River,2010,owner,total,1458
3_towns,Deep River,2010,owner,p1,317
3_towns,Deep River,2010,owner,p2,566
3_towns,Deep River,2010,owner,p3,207
3_towns,Deep River,2010,owner,p4_or_more,368
3_towns,Deep River,2010,renter,total,435
3_towns,Deep River,2010,renter,p1,124
3_towns,Deep River,2010,renter,p2,68
3_towns,Deep River,2010,renter,p3,142
3_towns,Deep River,2010,renter,p4_or_more,101
3_towns,Deep River,2018,total,total,1892
3_towns,Deep River,2018,owner,total,1390
3_towns,Deep River,2018,owner,p1,262
3_towns,Deep River,2018,owner,p2,597
3_towns,Deep River,2018,owner,p3,284
3_towns,Deep River,2018,owner,p4_or_more,247
3_towns,Deep River,2018,renter,total,502
3_towns,Deep River,2018,renter,p1,250
3_towns,Deep River,2018,renter,p2,92
3_towns,Deep River,2018,renter,p3,141
3_towns,Deep River,2018,renter,p4_or_more,19
3_towns,Derby,2010,total,total,4974
3_towns,Derby,2010,owner,total,2914
3_towns,Derby,2010,owner,p1,798
3_towns,Derby,2010,owner,p2,928
3_towns,Derby,2010,owner,p3,502
3_towns,Derby,2010,owner,p4_or_more,686
3_towns,Derby,2010,renter,total,2060
3_towns,Derby,2010,renter,p1,813
3_towns,Derby,2010,renter,p2,527
3_towns,Derby,2010,renter,p3,249
3_towns,Derby,2010,renter,p4_or_more,471
3_towns,Derby,2018,total,total,5011
3_towns,Derby,2018,owner,total,2891
3_towns,Derby,2018,owner,p1,784
3_towns,Derby,2018,owner,p2,1082
3_towns,Derby,2018,owner,p3,435
3_towns,Derby,2018,owner,p4_or_more,590
3_towns,Derby,2018,renter,total,2120
3_towns,Derby,2018,renter,p1,915
3_towns,Derby,2018,renter,p2,577
3_towns,Derby,2018,renter,p3,373
3_towns,Derby,2018,renter,p4_or_more,255
3_towns,Durham,2010,total,total,2560
3_towns,Durham,2010,owner,total,2423
3_towns,Durham,2010,owner,p1,297
3_towns,Durham,2010,owner,p2,803
3_towns,Durham,2010,owner,p3,530
3_towns,Durham,2010,owner,p4_or_more,793
3_towns,Durham,2010,renter,total,137
3_towns,Durham,2010,renter,p1,46
3_towns,Durham,2010,renter,p2,49
3_towns,Durham,2010,renter,p3,0
3_towns,Durham,2010,renter,p4_or_more,42
3_towns,Durham,2018,total,total,2665
3_towns,Durham,2018,owner,total,2412
3_towns,Durham,2018,owner,p1,388
3_towns,Durham,2018,owner,p2,1040
3_towns,Durham,2018,owner,p3,412
3_towns,Durham,2018,owner,p4_or_more,572
3_towns,Durham,2018,renter,total,253
3_towns,Durham,2018,renter,p1,100
3_towns,Durham,2018,renter,p2,29
3_towns,Durham,2018,renter,p3,16
3_towns,Durham,2018,renter,p4_or_more,108
3_towns,East Granby,2010,total,total,2005
3_towns,East Granby,2010,owner,total,1671
3_towns,East Granby,2010,owner,p1,310
3_towns,East Granby,2010,owner,p2,643
3_towns,East Granby,2010,owner,p3,252
3_towns,East Granby,2010,owner,p4_or_more,466
3_towns,East Granby,2010,renter,total,334
3_towns,East Granby,2010,renter,p1,124
3_towns,East Granby,2010,renter,p2,117
3_towns,East Granby,2010,renter,p3,10
3_towns,East Granby,2010,renter,p4_or_more,83
3_towns,East Granby,2018,total,total,2125
3_towns,East Granby,2018,owner,total,1719
3_towns,East Granby,2018,owner,p1,318
3_towns,East Granby,2018,owner,p2,601
3_towns,East Granby,2018,owner,p3,431
3_towns,East Granby,2018,owner,p4_or_more,369
3_towns,East Granby,2018,renter,total,406
3_towns,East Granby,2018,renter,p1,178
3_towns,East Granby,2018,renter,p2,195
3_towns,East Granby,2018,renter,p3,0
3_towns,East Granby,2018,renter,p4_or_more,33
3_towns,East Haddam,2010,total,total,3600
3_towns,East Haddam,2010,owner,total,3090
3_towns,East Haddam,2010,owner,p1,485
3_towns,East Haddam,2010,owner,p2,1278
3_towns,East Haddam,2010,owner,p3,592
3_towns,East Haddam,2010,owner,p4_or_more,735
3_towns,East Haddam,2010,renter,total,510
3_towns,East Haddam,2010,renter,p1,251
3_towns,East Haddam,2010,renter,p2,134
3_towns,East Haddam,2010,renter,p3,110
3_towns,East Haddam,2010,renter,p4_or_more,15
3_towns,East Haddam,2018,total,total,3683
3_towns,East Haddam,2018,owner,total,3130
3_towns,East Haddam,2018,owner,p1,623
3_towns,East Haddam,2018,owner,p2,1348
3_towns,East Haddam,2018,owner,p3,591
3_towns,East Haddam,2018,owner,p4_or_more,568
3_towns,East Haddam,2018,renter,total,553
3_towns,East Haddam,2018,renter,p1,257
3_towns,East Haddam,2018,renter,p2,174
3_towns,East Haddam,2018,renter,p3,87
3_towns,East Haddam,2018,renter,p4_or_more,35
3_towns,East Hampton,2010,total,total,4506
3_towns,East Hampton,2010,owner,total,4015
3_towns,East Hampton,2010,owner,p1,611
3_towns,East Hampton,2010,owner,p2,1677
3_towns,East Hampton,2010,owner,p3,550
3_towns,East Hampton,2010,owner,p4_or_more,1177
3_towns,East Hampton,2010,renter,total,491
3_towns,East Hampton,2010,renter,p1,271
3_towns,East Hampton,2010,renter,p2,116
3_towns,East Hampton,2010,renter,p3,14
3_towns,East Hampton,2010,renter,p4_or_more,90
3_towns,East Hampton,2018,total,total,4975
3_towns,East Hampton,2018,owner,total,4350
3_towns,East Hampton,2018,owner,p1,875
3_towns,East Hampton,2018,owner,p2,1635
3_towns,East Hampton,2018,owner,p3,742
3_towns,East Hampton,2018,owner,p4_or_more,1098
3_towns,East Hampton,2018,renter,total,625
3_towns,East Hampton,2018,renter,p1,239
3_towns,East Hampton,2018,renter,p2,147
3_towns,East Hampton,2018,renter,p3,78
3_towns,East Hampton,2018,renter,p4_or_more,161
3_towns,East Hartford,2010,total,total,20201
3_towns,East Hartford,2010,owner,total,11657
3_towns,East Hartford,2010,owner,p1,2878
3_towns,East Hartford,2010,owner,p2,4295
3_towns,East Hartford,2010,owner,p3,2010
3_towns,East Hartford,2010,owner,p4_or_more,2474
3_towns,East Hartford,2010,renter,total,8544
3_towns,East Hartford,2010,renter,p1,2949
3_towns,East Hartford,2010,renter,p2,2303
3_towns,East Hartford,2010,renter,p3,1751
3_towns,East Hartford,2010,renter,p4_or_more,1541
3_towns,East Hartford,2018,total,total,19060
3_towns,East Hartford,2018,owner,total,11321
3_towns,East Hartford,2018,owner,p1,2735
3_towns,East Hartford,2018,owner,p2,3869
3_towns,East Hartford,2018,owner,p3,2065
3_towns,East Hartford,2018,owner,p4_or_more,2652
3_towns,East Hartford,2018,renter,total,7739
3_towns,East Hartford,2018,renter,p1,2793
3_towns,East Hartford,2018,renter,p2,1816
3_towns,East Hartford,2018,renter,p3,1384
3_towns,East Hartford,2018,renter,p4_or_more,1746
3_towns,East Haven,2010,total,total,11506
3_towns,East Haven,2010,owner,total,8861
3_towns,East Haven,2010,owner,p1,2122
3_towns,East Haven,2010,owner,p2,2890
3_towns,East Haven,2010,owner,p3,1616
3_towns,East Haven,2010,owner,p4_or_more,2233
3_towns,East Haven,2010,renter,total,2645
3_towns,East Haven,2010,renter,p1,1160
3_towns,East Haven,2010,renter,p2,797
3_towns,East Haven,2010,renter,p3,331
3_towns,East Haven,2010,renter,p4_or_more,357
3_towns,East Haven,2018,total,total,11113
3_towns,East Haven,2018,owner,total,7871
3_towns,East Haven,2018,owner,p1,1984
3_towns,East Haven,2018,owner,p2,2774
3_towns,East Haven,2018,owner,p3,1149
3_towns,East Haven,2018,owner,p4_or_more,1964
3_towns,East Haven,2018,renter,total,3242
3_towns,East Haven,2018,renter,p1,1588
3_towns,East Haven,2018,renter,p2,882
3_towns,East Haven,2018,renter,p3,339
3_towns,East Haven,2018,renter,p4_or_more,433
3_towns,East Lyme,2010,total,total,7042
3_towns,East Lyme,2010,owner,total,5873
3_towns,East Lyme,2010,owner,p1,1129
3_towns,East Lyme,2010,owner,p2,2614
3_towns,East Lyme,2010,owner,p3,812
3_towns,East Lyme,2010,owner,p4_or_more,1318
3_towns,East Lyme,2010,renter,total,1169
3_towns,East Lyme,2010,renter,p1,576
3_towns,East Lyme,2010,renter,p2,323
3_towns,East Lyme,2010,renter,p3,144
3_towns,East Lyme,2010,renter,p4_or_more,126
3_towns,East Lyme,2018,total,total,7287
3_towns,East Lyme,2018,owner,total,5687
3_towns,East Lyme,2018,owner,p1,1127
3_towns,East Lyme,2018,owner,p2,2727
3_towns,East Lyme,2018,owner,p3,753
3_towns,East Lyme,2018,owner,p4_or_more,1080
3_towns,East Lyme,2018,renter,total,1600
3_towns,East Lyme,2018,renter,p1,801
3_towns,East Lyme,2018,renter,p2,465
3_towns,East Lyme,2018,renter,p3,192
3_towns,East Lyme,2018,renter,p4_or_more,142
3_towns,East Windsor,2010,total,total,4442
3_towns,East Windsor,2010,owner,total,3034
3_towns,East Windsor,2010,owner,p1,783
3_towns,East Windsor,2010,owner,p2,1188
3_towns,East Windsor,2010,owner,p3,403
3_towns,East Windsor,2010,owner,p4_or_more,660
3_towns,East Windsor,2010,renter,total,1408
3_towns,East Windsor,2010,renter,p1,454
3_towns,East Windsor,2010,renter,p2,353
3_towns,East Windsor,2010,renter,p3,355
3_towns,East Windsor,2010,renter,p4_or_more,246
3_towns,East Windsor,2018,total,total,4802
3_towns,East Windsor,2018,owner,total,3369
3_towns,East Windsor,2018,owner,p1,978
3_towns,East Windsor,2018,owner,p2,1260
3_towns,East Windsor,2018,owner,p3,593
3_towns,East Windsor,2018,owner,p4_or_more,538
3_towns,East Windsor,2018,renter,total,1433
3_towns,East Windsor,2018,renter,p1,600
3_towns,East Windsor,2018,renter,p2,466
3_towns,East Windsor,2018,renter,p3,166
3_towns,East Windsor,2018,renter,p4_or_more,201
3_towns,Eastford,2010,total,total,640
3_towns,Eastford,2010,owner,total,584
3_towns,Eastford,2010,owner,p1,86
3_towns,Eastford,2010,owner,p2,277
3_towns,Eastford,2010,owner,p3,103
3_towns,Eastford,2010,owner,p4_or_more,118
3_towns,Eastford,2010,renter,total,56
3_towns,Eastford,2010,renter,p1,23
3_towns,Eastford,2010,renter,p2,14
3_towns,Eastford,2010,renter,p3,12
3_towns,Eastford,2010,renter,p4_or_more,7
3_towns,Eastford,2018,total,total,698
3_towns,Eastford,2018,owner,total,570
3_towns,Eastford,2018,owner,p1,82
3_towns,Eastford,2018,owner,p2,275
3_towns,Eastford,2018,owner,p3,88
3_towns,Eastford,2018,owner,p4_or_more,125
3_towns,Eastford,2018,renter,total,128
3_towns,Eastford,2018,renter,p1,71
3_towns,Eastford,2018,renter,p2,39
3_towns,Eastford,2018,renter,p3,5
3_towns,Eastford,2018,renter,p4_or_more,13
3_towns,Easton,2010,total,total,2438
3_towns,Easton,2010,owner,total,2382
3_towns,Easton,2010,owner,p1,308
3_towns,Easton,2010,owner,p2,746
3_towns,Easton,2010,owner,p3,331
3_towns,Easton,2010,owner,p4_or_more,997
3_towns,Easton,2010,renter,total,56
3_towns,Easton,2010,renter,p1,10
3_towns,Easton,2010,renter,p2,17
3_towns,Easton,2010,renter,p3,18
3_towns,Easton,2010,renter,p4_or_more,11
3_towns,Easton,2018,total,total,2805
3_towns,Easton,2018,owner,total,2665
3_towns,Easton,2018,owner,p1,487
3_towns,Easton,2018,owner,p2,964
3_towns,Easton,2018,owner,p3,467
3_towns,Easton,2018,owner,p4_or_more,747
3_towns,Easton,2018,renter,total,140
3_towns,Easton,2018,renter,p1,21
3_towns,Easton,2018,renter,p2,52
3_towns,Easton,2018,renter,p3,46
3_towns,Easton,2018,renter,p4_or_more,21
3_towns,Ellington,2010,total,total,5959
3_towns,Ellington,2010,owner,total,4078
3_towns,Ellington,2010,owner,p1,558
3_towns,Ellington,2010,owner,p2,1415
3_towns,Ellington,2010,owner,p3,786
3_towns,Ellington,2010,owner,p4_or_more,1319
3_towns,Ellington,2010,renter,total,1881
3_towns,Ellington,2010,renter,p1,812
3_towns,Ellington,2010,renter,p2,773
3_towns,Ellington,2010,renter,p3,136
3_towns,Ellington,2010,renter,p4_or_more,160
3_towns,Ellington,2018,total,total,7141
3_towns,Ellington,2018,owner,total,4540
3_towns,Ellington,2018,owner,p1,1175
3_towns,Ellington,2018,owner,p2,1535
3_towns,Ellington,2018,owner,p3,989
3_towns,Ellington,2018,owner,p4_or_more,841
3_towns,Ellington,2018,renter,total,2601
3_towns,Ellington,2018,renter,p1,1468
3_towns,Ellington,2018,renter,p2,620
3_towns,Ellington,2018,renter,p3,154
3_towns,Ellington,2018,renter,p4_or_more,359
3_towns,Enfield,2010,total,total,16396
3_towns,Enfield,2010,owner,total,12633
3_towns,Enfield,2010,owner,p1,2685
3_towns,Enfield,2010,owner,p2,4752
3_towns,Enfield,2010,owner,p3,2289
3_towns,Enfield,2010,owner,p4_or_more,2907
3_towns,Enfield,2010,renter,total,3763
3_towns,Enfield,2010,renter,p1,1541
3_towns,Enfield,2010,renter,p2,884
3_towns,Enfield,2010,renter,p3,688
3_towns,Enfield,2010,renter,p4_or_more,650
3_towns,Enfield,2018,total,total,16472
3_towns,Enfield,2018,owner,total,12464
3_towns,Enfield,2018,owner,p1,2998
3_towns,Enfield,2018,owner,p2,4716
3_towns,Enfield,2018,owner,p3,2117
3_towns,Enfield,2018,owner,p4_or_more,2633
3_towns,Enfield,2018,renter,total,4008
3_towns,Enfield,2018,renter,p1,1621
3_towns,Enfield,2018,renter,p2,1162
3_towns,Enfield,2018,renter,p3,507
3_towns,Enfield,2018,renter,p4_or_more,718
3_towns,Essex,2010,total,total,3003
3_towns,Essex,2010,owner,total,2391
3_towns,Essex,2010,owner,p1,498
3_towns,Essex,2010,owner,p2,1113
3_towns,Essex,2010,owner,p3,299
3_towns,Essex,2010,owner,p4_or_more,481
3_towns,Essex,2010,renter,total,612
3_towns,Essex,2010,renter,p1,262
3_towns,Essex,2010,renter,p2,226
3_towns,Essex,2010,renter,p3,33
3_towns,Essex,2010,renter,p4_or_more,91
3_towns,Essex,2018,total,total,3010
3_towns,Essex,2018,owner,total,2290
3_towns,Essex,2018,owner,p1,496
3_towns,Essex,2018,owner,p2,1235
3_towns,Essex,2018,owner,p3,211
3_towns,Essex,2018,owner,p4_or_more,348
3_towns,Essex,2018,renter,total,720
3_towns,Essex,2018,renter,p1,426
3_towns,Essex,2018,renter,p2,187
3_towns,Essex,2018,renter,p3,12
3_towns,Essex,2018,renter,p4_or_more,95
3_towns,Fairfield,2010,total,total,19220
3_towns,Fairfield,2010,owner,total,16409
3_towns,Fairfield,2010,owner,p1,2895
3_towns,Fairfield,2010,owner,p2,5207
3_towns,Fairfield,2010,owner,p3,3083
3_towns,Fairfield,2010,owner,p4_or_more,5224
3_towns,Fairfield,2010,renter,total,2811
3_towns,Fairfield,2010,renter,p1,1288
3_towns,Fairfield,2010,renter,p2,777
3_towns,Fairfield,2010,renter,p3,371
3_towns,Fairfield,2010,renter,p4_or_more,375
3_towns,Fairfield,2018,total,total,20595
3_towns,Fairfield,2018,owner,total,17198
3_towns,Fairfield,2018,owner,p1,3185
3_towns,Fairfield,2018,owner,p2,6041
3_towns,Fairfield,2018,owner,p3,2813
3_towns,Fairfield,2018,owner,p4_or_more,5159
3_towns,Fairfield,2018,renter,total,3397
3_towns,Fairfield,2018,renter,p1,1152
3_towns,Fairfield,2018,renter,p2,853
3_towns,Fairfield,2018,renter,p3,654
3_towns,Fairfield,2018,renter,p4_or_more,738
3_towns,Farmington,2010,total,total,10354
3_towns,Farmington,2010,owner,total,8020
3_towns,Farmington,2010,owner,p1,1986
3_towns,Farmington,2010,owner,p2,2853
3_towns,Farmington,2010,owner,p3,1094
3_towns,Farmington,2010,owner,p4_or_more,2087
3_towns,Farmington,2010,renter,total,2334
3_towns,Farmington,2010,renter,p1,1128
3_towns,Farmington,2010,renter,p2,601
3_towns,Farmington,2010,renter,p3,241
3_towns,Farmington,2010,renter,p4_or_more,364
3_towns,Farmington,2018,total,total,10455
3_towns,Farmington,2018,owner,total,7503
3_towns,Farmington,2018,owner,p1,1656
3_towns,Farmington,2018,owner,p2,2762
3_towns,Farmington,2018,owner,p3,1161
3_towns,Farmington,2018,owner,p4_or_more,1924
3_towns,Farmington,2018,renter,total,2952
3_towns,Farmington,2018,renter,p1,1635
3_towns,Farmington,2018,renter,p2,683
3_towns,Farmington,2018,renter,p3,322
3_towns,Farmington,2018,renter,p4_or_more,312
3_towns,Franklin,2010,total,total,759
3_towns,Franklin,2010,owner,total,663
3_towns,Franklin,2010,owner,p1,114
3_towns,Franklin,2010,owner,p2,261
3_towns,Franklin,2010,owner,p3,117
3_towns,Franklin,2010,owner,p4_or_more,171
3_towns,Franklin,2010,renter,total,96
3_towns,Franklin,2010,renter,p1,45
3_towns,Franklin,2010,renter,p2,29
3_towns,Franklin,2010,renter,p3,0
3_towns,Franklin,2010,renter,p4_or_more,22
3_towns,Franklin,2018,total,total,722
3_towns,Franklin,2018,owner,total,619
3_towns,Franklin,2018,owner,p1,117
3_towns,Franklin,2018,owner,p2,250
3_towns,Franklin,2018,owner,p3,103
3_towns,Franklin,2018,owner,p4_or_more,149
3_towns,Franklin,2018,renter,total,103
3_towns,Franklin,2018,renter,p1,68
3_towns,Franklin,2018,renter,p2,19
3_towns,Franklin,2018,renter,p3,11
3_towns,Franklin,2018,renter,p4_or_more,5
3_towns,Glastonbury,2010,total,total,12881
3_towns,Glastonbury,2010,owner,total,10905
3_towns,Glastonbury,2010,owner,p1,1969
3_towns,Glastonbury,2010,owner,p2,3875
3_towns,Glastonbury,2010,owner,p3,1858
3_towns,Glastonbury,2010,owner,p4_or_more,3203
3_towns,Glastonbury,2010,renter,total,1976
3_towns,Glastonbury,2010,renter,p1,829
3_towns,Glastonbury,2010,renter,p2,662
3_towns,Glastonbury,2010,renter,p3,261
3_towns,Glastonbury,2010,renter,p4_or_more,224
3_towns,Glastonbury,2018,total,total,13562
3_towns,Glastonbury,2018,owner,total,10869
3_towns,Glastonbury,2018,owner,p1,2070
3_towns,Glastonbury,2018,owner,p2,4298
3_towns,Glastonbury,2018,owner,p3,1689
3_towns,Glastonbury,2018,owner,p4_or_more,2812
3_towns,Glastonbury,2018,renter,total,2693
3_towns,Glastonbury,2018,renter,p1,1359
3_towns,Glastonbury,2018,renter,p2,690
3_towns,Glastonbury,2018,renter,p3,240
3_towns,Glastonbury,2018,renter,p4_or_more,404
3_towns,Goshen,2010,total,total,1223
3_towns,Goshen,2010,owner,total,1095
3_towns,Goshen,2010,owner,p1,214
3_towns,Goshen,2010,owner,p2,508
3_towns,Goshen,2010,owner,p3,181
3_towns,Goshen,2010,owner,p4_or_more,192
3_towns,Goshen,2010,renter,total,128
3_towns,Goshen,2010,renter,p1,51
3_towns,Goshen,2010,renter,p2,15
3_towns,Goshen,2010,renter,p3,53
3_towns,Goshen,2010,renter,p4_or_more,9
3_towns,Goshen,2018,total,total,1095
3_towns,Goshen,2018,owner,total,1053
3_towns,Goshen,2018,owner,p1,243
3_towns,Goshen,2018,owner,p2,359
3_towns,Goshen,2018,owner,p3,204
3_towns,Goshen,2018,owner,p4_or_more,247
3_towns,Goshen,2018,renter,total,42
3_towns,Goshen,2018,renter,p1,19
3_towns,Goshen,2018,renter,p2,10
3_towns,Goshen,2018,renter,p3,13
3_towns,Goshen,2018,renter,p4_or_more,0
3_towns,Granby,2010,total,total,4288
3_towns,Granby,2010,owner,total,3881
3_towns,Granby,2010,owner,p1,716
3_towns,Granby,2010,owner,p2,1565
3_towns,Granby,2010,owner,p3,514
3_towns,Granby,2010,owner,p4_or_more,1086
3_towns,Granby,2010,renter,total,407
3_towns,Granby,2010,renter,p1,149
3_towns,Granby,2010,renter,p2,93
3_towns,Granby,2010,renter,p3,99
3_towns,Granby,2010,renter,p4_or_more,66
3_towns,Granby,2018,total,total,4193
3_towns,Granby,2018,owner,total,3777
3_towns,Granby,2018,owner,p1,558
3_towns,Granby,2018,owner,p2,1400
3_towns,Granby,2018,owner,p3,760
