"hhwt","name","minc","inc_band","hcost","cost_band"
21,"Fairfield County",95645,"High",2398,"Mid-high"
15,"New Haven County",69905,"High",1089,"Mid-low"
11,"Fairfield County",95645,"Very low",992,"Low"
20,"New London County",73490,"High",1239,"Mid-low"
13,"Hartford County",75148,"Mid-high",2312,"High"
15,"Litchfield County",79906,"High",2477,"High"
11,"New London County",73490,"High",1291,"Mid-low"
13,"Fairfield County",95645,"High",1737,"Mid-low"
18,"Windham County",66550,"Mid-low",1021,"Mid-low"
14,"Hartford County",75148,"Mid-low",957,"Mid-low"
15,"Windham County",66550,"High",2597,"High"
13,"New Haven County",69905,"Mid-high",1215,"Mid-low"
10,"New Haven County",69905,"High",658,"Low"
21,"Fairfield County",95645,"Mid-low",5879,"High"
25,"New Haven County",69905,"High",727,"Low"
14,"New Haven County",69905,"High",928,"Mid-low"
11,"New Haven County",69905,"Very low",776,"Low"
10,"Litchfield County",79906,"Mid-high",1511,"Mid-low"
23,"New Haven County",69905,"Mid-high",1634,"Mid-high"
17,"Middlesex County",85898,"Mid-high",1644,"Mid-low"
19,"Fairfield County",95645,"Very low",1129,"Low"
9,"New Haven County",69905,"High",2883,"High"
23,"New London County",73490,"Mid-high",839,"Low"
13,"New Haven County",69905,"Very low",836,"Low"
16,"Windham County",66550,"High",668,"Low"
13,"Hartford County",75148,"High",1746,"Mid-high"
13,"Fairfield County",95645,"High",2100,"Mid-high"
23,"Windham County",66550,"High",1917,"Mid-high"
28,"New Haven County",69905,"High",1909,"Mid-high"
14,"New London County",73490,"High",5076,"High"
14,"Fairfield County",95645,"Mid-low",1602,"Mid-low"
11,"Hartford County",75148,"Mid-high",713,"Low"
16,"Hartford County",75148,"Very low",2282,"High"
12,"New London County",73490,"Mid-high",2010,"Mid-high"
22,"New Haven County",69905,"High",2959,"High"
16,"Hartford County",75148,"Mid-high",1754,"Mid-high"
25,"Windham County",66550,"High",1334,"Mid-high"
20,"Hartford County",75148,"Mid-high",1814,"Mid-high"
15,"Fairfield County",95645,"Mid-high",701,"Very low"
10,"Hartford County",75148,"Low",2116,"Mid-high"
15,"New Haven County",69905,"High",1578,"Mid-high"
14,"Windham County",66550,"High",1864,"Mid-high"
14,"Middlesex County",85898,"High",782,"Low"
21,"Hartford County",75148,"High",1578,"Mid-high"
19,"New London County",73490,"High",909,"Low"
14,"New London County",73490,"High",779,"Low"
14,"Hartford County",75148,"High",1320,"Mid-low"
16,"Hartford County",75148,"Mid-high",1899,"Mid-high"
24,"Hartford County",75148,"High",994,"Mid-low"
12,"Hartford County",75148,"High",919,"Low"
9,"Fairfield County",95645,"High",6488,"High"
12,"Hartford County",75148,"High",694,"Low"
15,"New London County",73490,"Low",1214,"Mid-low"
13,"Hartford County",75148,"High",3936,"High"
13,"Fairfield County",95645,"High",6276,"High"
22,"Hartford County",75148,"High",2025,"Mid-high"
25,"Tolland County",87069,"High",2084,"Mid-high"
23,"Fairfield County",95645,"Mid-low",6876,"High"
10,"Middlesex County",85898,"Very low",605,"Very low"
25,"Windham County",66550,"High",1175,"Mid-low"
14,"Fairfield County",95645,"Low",1060,"Low"
13,"Fairfield County",95645,"Very low",3235,"High"
24,"New Haven County",69905,"High",1008,"Mid-low"
14,"Tolland County",87069,"High",2553,"Mid-high"
21,"Hartford County",75148,"High",603,"Low"
36,"New London County",73490,"High",1395,"Mid-low"
12,"New Haven County",69905,"Low",1017,"Mid-low"
14,"Hartford County",75148,"High",2150,"Mid-high"
20,"Litchfield County",79906,"High",1707,"Mid-high"
12,"New London County",73490,"High",1397,"Mid-low"
12,"New Haven County",69905,"Mid-high",1760,"Mid-high"
26,"Fairfield County",95645,"Very low",3420,"High"
11,"Litchfield County",79906,"Low",4382,"High"
15,"Fairfield County",95645,"High",2899,"High"
19,"New Haven County",69905,"High",1781,"Mid-high"
14,"Fairfield County",95645,"High",3420,"High"
19,"Fairfield County",95645,"High",2276,"Mid-high"
8,"New Haven County",69905,"Mid-high",1847,"Mid-high"
49,"Litchfield County",79906,"Mid-high",1917,"Mid-high"
28,"Litchfield County",79906,"High",1247,"Mid-low"
14,"Hartford County",75148,"High",7771,"High"
16,"New London County",73490,"High",1519,"Mid-high"
14,"Fairfield County",95645,"Mid-high",6031,"High"
12,"Fairfield County",95645,"Very low",2238,"Mid-high"
16,"Fairfield County",95645,"Mid-high",2380,"Mid-high"
17,"Fairfield County",95645,"High",2095,"Mid-high"
14,"Fairfield County",95645,"High",7314,"High"
24,"Hartford County",75148,"High",3072,"High"
7,"Fairfield County",95645,"High",2604,"Mid-high"
40,"Fairfield County",95645,"Mid-low",2440,"Mid-high"
11,"Tolland County",87069,"High",1851,"Mid-high"
8,"New London County",73490,"High",2548,"High"
14,"New London County",73490,"High",1618,"Mid-high"
25,"Hartford County",75148,"High",2056,"Mid-high"
24,"Hartford County",75148,"High",2409,"High"
10,"New Haven County",69905,"High",2514,"High"
5,"Fairfield County",95645,"Mid-low",1699,"Mid-low"
6,"Hartford County",75148,"High",960,"Mid-low"
26,"Hartford County",75148,"Low",1843,"Mid-high"
14,"New Haven County",69905,"High",2490,"High"
10,"Hartford County",75148,"High",1191,"Mid-low"
12,"Hartford County",75148,"Mid-low",878,"Low"
18,"Fairfield County",95645,"Mid-high",3716,"High"
12,"Middlesex County",85898,"High",3242,"High"
21,"New London County",73490,"High",544,"Very low"
11,"Hartford County",75148,"High",1242,"Mid-low"
11,"Fairfield County",95645,"High",3388,"High"
19,"Hartford County",75148,"High",462,"Very low"
10,"Fairfield County",95645,"Mid-low",1815,"Mid-low"
13,"Hartford County",75148,"Mid-low",998,"Mid-low"
12,"Hartford County",75148,"High",2590,"High"
5,"Litchfield County",79906,"High",1208,"Mid-low"
19,"New Haven County",69905,"Mid-high",679,"Low"
12,"New Haven County",69905,"Mid-high",1683,"Mid-high"
12,"Hartford County",75148,"High",1746,"Mid-high"
13,"Fairfield County",95645,"High",2161,"Mid-high"
12,"Fairfield County",95645,"High",2255,"Mid-high"
16,"Fairfield County",95645,"Mid-high",1967,"Mid-high"
15,"Hartford County",75148,"High",3315,"High"
22,"New Haven County",69905,"High",1973,"Mid-high"
13,"Fairfield County",95645,"High",2169,"Mid-high"
12,"Fairfield County",95645,"Mid-high",5656,"High"
21,"New Haven County",69905,"Mid-high",1505,"Mid-high"
15,"New Haven County",69905,"High",1871,"Mid-high"
13,"Hartford County",75148,"Mid-low",804,"Low"
15,"New London County",73490,"Very low",930,"Mid-low"
21,"Hartford County",75148,"High",787,"Low"
23,"New Haven County",69905,"High",2140,"High"
19,"Hartford County",75148,"High",2732,"High"
13,"Litchfield County",79906,"High",581,"Very low"
8,"Hartford County",75148,"High",393,"Very low"
20,"New Haven County",69905,"High",3008,"High"
29,"Fairfield County",95645,"Mid-low",415,"Very low"
94,"New Haven County",69905,"High",1815,"Mid-high"
21,"Fairfield County",95645,"Mid-low",1922,"Mid-high"
23,"Hartford County",75148,"High",2513,"High"
12,"Fairfield County",95645,"High",679,"Very low"
11,"New Haven County",69905,"Mid-low",678,"Low"
15,"New Haven County",69905,"High",3093,"High"
25,"Hartford County",75148,"High",1269,"Mid-low"
43,"Hartford County",75148,"Mid-high",1092,"Mid-low"
26,"Fairfield County",95645,"High",8012,"High"
13,"Hartford County",75148,"Mid-high",1037,"Mid-low"
27,"Hartford County",75148,"Mid-high",1393,"Mid-low"
23,"Middlesex County",85898,"Low",1391,"Mid-low"
13,"Hartford County",75148,"High",2121,"Mid-high"
8,"Hartford County",75148,"High",2082,"Mid-high"
3,"Litchfield County",79906,"High",2820,"High"
16,"Litchfield County",79906,"High",2779,"High"
11,"Fairfield County",95645,"Mid-low",781,"Low"
12,"Hartford County",75148,"Low",642,"Low"
10,"Litchfield County",79906,"Low",897,"Low"
10,"Hartford County",75148,"High",2217,"Mid-high"
21,"Hartford County",75148,"Mid-high",591,"Low"
13,"Hartford County",75148,"High",1318,"Mid-low"
17,"New Haven County",69905,"Mid-low",1101,"Mid-low"
41,"Litchfield County",79906,"Mid-high",942,"Low"
14,"New Haven County",69905,"High",1992,"Mid-high"
4,"Windham County",66550,"Mid-low",478,"Very low"
21,"Middlesex County",85898,"High",959,"Low"
14,"Hartford County",75148,"Very low",790,"Low"
39,"New Haven County",69905,"Mid-high",4626,"High"
24,"Fairfield County",95645,"Mid-high",1662,"Mid-low"
13,"Fairfield County",95645,"High",2257,"Mid-high"
15,"Windham County",66550,"Mid-high",570,"Low"
26,"Windham County",66550,"Mid-high",1131,"Mid-low"
33,"Windham County",66550,"High",1796,"Mid-high"
17,"Fairfield County",95645,"High",1123,"Low"
12,"Hartford County",75148,"Mid-low",1878,"Mid-high"
12,"New Haven County",69905,"Low",1375,"Mid-low"
19,"New Haven County",69905,"Mid-low",3540,"High"
14,"Hartford County",75148,"Mid-high",1195,"Mid-low"
16,"Fairfield County",95645,"High",3230,"High"
7,"Litchfield County",79906,"Mid-high",889,"Low"
12,"Fairfield County",95645,"High",948,"Low"
11,"Hartford County",75148,"High",1571,"Mid-high"
22,"Hartford County",75148,"Mid-low",1330,"Mid-low"
18,"Fairfield County",95645,"High",2158,"Mid-high"
11,"Middlesex County",85898,"High",1968,"Mid-high"
12,"Fairfield County",95645,"High",1522,"Mid-low"
11,"Fairfield County",95645,"High",2229,"Mid-high"
12,"Middlesex County",85898,"Mid-high",1934,"Mid-high"
12,"New Haven County",69905,"High",1945,"Mid-high"
22,"New Haven County",69905,"High",1797,"Mid-high"
26,"Fairfield County",95645,"High",1609,"Mid-low"
14,"Fairfield County",95645,"High",3097,"High"
7,"New London County",73490,"High",1010,"Mid-low"
11,"New London County",73490,"High",721,"Low"
20,"Litchfield County",79906,"Mid-high",650,"Low"
13,"Hartford County",75148,"High",3718,"High"
21,"Fairfield County",95645,"High",3386,"High"
12,"Hartford County",75148,"High",1956,"Mid-high"
24,"Middlesex County",85898,"High",3179,"High"
9,"New Haven County",69905,"Mid-high",1454,"Mid-high"
10,"Hartford County",75148,"High",2385,"High"
13,"New London County",73490,"Mid-high",502,"Very low"
21,"New Haven County",69905,"High",899,"Mid-low"
13,"Hartford County",75148,"Mid-low",1235,"Mid-low"
20,"New Haven County",69905,"High",745,"Low"
15,"Hartford County",75148,"High",3545,"High"
23,"Hartford County",75148,"High",4071,"High"
35,"New Haven County",69905,"Mid-high",1279,"Mid-low"
24,"New Haven County",69905,"High",1718,"Mid-high"
19,"New Haven County",69905,"Mid-low",947,"Mid-low"
13,"Fairfield County",95645,"Mid-high",2369,"Mid-high"
12,"New London County",73490,"High",1839,"Mid-high"
19,"Hartford County",75148,"High",2145,"Mid-high"
12,"Litchfield County",79906,"Mid-high",502,"Very low"
22,"Hartford County",75148,"High",846,"Low"
21,"Middlesex County",85898,"High",922,"Low"
22,"Fairfield County",95645,"Very low",600,"Very low"
15,"New Haven County",69905,"High",1916,"Mid-high"
41,"Fairfield County",95645,"High",1911,"Mid-low"
7,"New London County",73490,"Mid-low",1037,"Mid-low"
18,"Fairfield County",95645,"Mid-high",1267,"Mid-low"
15,"New Haven County",69905,"Low",1396,"Mid-low"
14,"New Haven County",69905,"High",1124,"Mid-low"
18,"Fairfield County",95645,"Mid-low",1716,"Mid-low"
14,"Hartford County",75148,"High",3037,"High"
14,"New Haven County",69905,"High",3025,"High"
27,"Fairfield County",95645,"Mid-high",1967,"Mid-high"
14,"New London County",73490,"Mid-high",2697,"High"
8,"Fairfield County",95645,"Mid-low",6284,"High"
15,"Middlesex County",85898,"High",4600,"High"
8,"Hartford County",75148,"High",1568,"Mid-high"
26,"Fairfield County",95645,"High",2434,"Mid-high"
12,"Fairfield County",95645,"Very low",805,"Low"
10,"New Haven County",69905,"Low",1061,"Mid-low"
12,"New London County",73490,"Mid-high",367,"Very low"
12,"New London County",73490,"High",2437,"High"
31,"Windham County",66550,"Low",1737,"Mid-high"
19,"Hartford County",75148,"Mid-high",1062,"Mid-low"
21,"Hartford County",75148,"Mid-low",402,"Very low"
22,"Hartford County",75148,"Very low",1272,"Mid-low"
68,"New Haven County",69905,"Mid-low",862,"Low"
11,"New Haven County",69905,"Mid-low",1103,"Mid-low"
13,"Fairfield County",95645,"High",2631,"Mid-high"
13,"Hartford County",75148,"High",1299,"Mid-low"
12,"Windham County",66550,"Mid-low",1918,"Mid-high"
19,"Tolland County",87069,"Mid-low",797,"Low"
15,"Hartford County",75148,"Mid-high",1339,"Mid-low"
16,"Fairfield County",95645,"High",2610,"Mid-high"
22,"Fairfield County",95645,"High",1019,"Low"
20,"Windham County",66550,"Low",804,"Low"
8,"Fairfield County",95645,"High",1679,"Mid-low"
14,"Fairfield County",95645,"High",2417,"Mid-high"
8,"New London County",73490,"High",1685,"Mid-high"
18,"Fairfield County",95645,"Very low",287,"Very low"
19,"Hartford County",75148,"Mid-low",1781,"Mid-high"
14,"Fairfield County",95645,"High",2789,"Mid-high"
12,"Hartford County",75148,"Low",193,"Very low"
23,"New Haven County",69905,"Low",1488,"Mid-high"
12,"Hartford County",75148,"High",1991,"Mid-high"
21,"Fairfield County",95645,"High",2622,"Mid-high"
14,"Middlesex County",85898,"High",1791,"Mid-high"
11,"Fairfield County",95645,"Very low",884,"Low"
23,"Tolland County",87069,"Mid-high",893,"Low"
22,"New Haven County",69905,"High",3207,"High"
16,"New London County",73490,"High",2854,"High"
13,"New Haven County",69905,"High",1768,"Mid-high"
22,"Hartford County",75148,"Mid-low",614,"Low"
11,"New Haven County",69905,"Mid-high",1187,"Mid-low"
20,"Fairfield County",95645,"Very low",865,"Low"
14,"New Haven County",69905,"High",1778,"Mid-high"
12,"Tolland County",87069,"High",1142,"Mid-low"
16,"Litchfield County",79906,"Mid-high",2681,"High"
11,"New Haven County",69905,"Mid-low",1291,"Mid-low"
38,"New Haven County",69905,"Mid-low",690,"Low"
26,"Hartford County",75148,"High",1849,"Mid-high"
12,"Hartford County",75148,"High",3866,"High"
21,"New Haven County",69905,"Mid-high",1974,"Mid-high"
12,"Hartford County",75148,"High",2846,"High"
8,"Litchfield County",79906,"Mid-high",2428,"High"
14,"Hartford County",75148,"Mid-high",1772,"Mid-high"
68,"Hartford County",75148,"High",2271,"High"
24,"Tolland County",87069,"Mid-low",749,"Low"
21,"Fairfield County",95645,"High",622,"Very low"
27,"Hartford County",75148,"High",1413,"Mid-low"
16,"Hartford County",75148,"High",4564,"High"
13,"Fairfield County",95645,"Mid-high",2647,"Mid-high"
12,"New London County",73490,"Very low",455,"Very low"
42,"Litchfield County",79906,"Mid-high",1267,"Mid-low"
10,"Fairfield County",95645,"Very low",1832,"Mid-low"
7,"Hartford County",75148,"High",846,"Low"
21,"Fairfield County",95645,"High",1883,"Mid-low"
21,"Windham County",66550,"Mid-high",742,"Low"
13,"Hartford County",75148,"High",2139,"Mid-high"
14,"Litchfield County",79906,"Mid-low",525,"Very low"
21,"Fairfield County",95645,"High",3326,"High"
12,"New Haven County",69905,"High",4279,"High"
15,"Hartford County",75148,"High",1615,"Mid-high"
15,"New Haven County",69905,"Mid-high",1208,"Mid-low"
13,"New Haven County",69905,"Mid-low",1218,"Mid-low"
16,"New London County",73490,"Mid-high",1920,"Mid-high"
15,"Fairfield County",95645,"High",7703,"High"
12,"Middlesex County",85898,"Mid-low",1517,"Mid-low"
22,"Litchfield County",79906,"Low",1592,"Mid-low"
10,"Tolland County",87069,"Low",926,"Low"
12,"Hartford County",75148,"High",904,"Low"
24,"Windham County",66550,"Mid-high",1652,"Mid-high"
13,"New Haven County",69905,"High",2320,"High"
13,"Hartford County",75148,"Mid-high",1810,"Mid-high"
14,"New Haven County",69905,"High",1286,"Mid-low"
21,"New Haven County",69905,"High",2982,"High"
23,"Hartford County",75148,"Mid-high",762,"Low"
7,"New London County",73490,"High",2784,"High"
8,"Litchfield County",79906,"High",3327,"High"
13,"New London County",73490,"High",1081,"Mid-low"
22,"New Haven County",69905,"High",1700,"Mid-high"
13,"New London County",73490,"High",3215,"High"
23,"Fairfield County",95645,"Mid-low",1961,"Mid-high"
18,"New London County",73490,"High",2025,"Mid-high"
23,"New Haven County",69905,"High",1458,"Mid-high"
17,"New London County",73490,"High",373,"Very low"
11,"Fairfield County",95645,"High",1045,"Low"
25,"Hartford County",75148,"Mid-high",1479,"Mid-low"
14,"Hartford County",75148,"Low",1260,"Mid-low"
13,"Fairfield County",95645,"High",7326,"High"
2,"Tolland County",87069,"Very low",850,"Low"
12,"New Haven County",69905,"High",663,"Low"
7,"Fairfield County",95645,"Mid-high",3320,"High"
11,"New Haven County",69905,"High",831,"Low"
13,"New Haven County",69905,"High",2081,"Mid-high"
14,"Fairfield County",95645,"High",3061,"High"
20,"Hartford County",75148,"Mid-high",1509,"Mid-high"
12,"New Haven County",69905,"Mid-low",186,"Very low"
24,"Tolland County",87069,"High",603,"Very low"
26,"New Haven County",69905,"Mid-low",1165,"Mid-low"
17,"New London County",73490,"Mid-high",698,"Low"
25,"New Haven County",69905,"High",2734,"High"
10,"Middlesex County",85898,"Low",692,"Low"
11,"Fairfield County",95645,"Mid-high",3543,"High"
14,"Fairfield County",95645,"Mid-high",1718,"Mid-low"
22,"New Haven County",69905,"Mid-low",2126,"High"
18,"Hartford County",75148,"High",1099,"Mid-low"
14,"Litchfield County",79906,"High",1544,"Mid-low"
8,"New Haven County",69905,"Low",563,"Low"
22,"New Haven County",69905,"High",4397,"High"
14,"Hartford County",75148,"Mid-high",1629,"Mid-high"
9,"New Haven County",69905,"Mid-high",1207,"Mid-low"
12,"Hartford County",75148,"Mid-low",754,"Low"
14,"Hartford County",75148,"High",2234,"Mid-high"
17,"Hartford County",75148,"High",1682,"Mid-high"
10,"Hartford County",75148,"Mid-high",1445,"Mid-low"
16,"Hartford County",75148,"Mid-low",1493,"Mid-low"
13,"Tolland County",87069,"Mid-high",3298,"High"
8,"Hartford County",75148,"High",997,"Mid-low"
20,"New Haven County",69905,"Mid-high",1982,"Mid-high"
18,"Fairfield County",95645,"Very low",3317,"High"
14,"New Haven County",69905,"High",2726,"High"
8,"Litchfield County",79906,"Mid-low",1485,"Mid-low"
25,"Fairfield County",95645,"Low",695,"Very low"
11,"Fairfield County",95645,"Low",846,"Low"
