County,City,CityOld,ProjectID,SubsidyClass,SubsidySubclass,EndDateList,Total,UnitLower,UnitUpper,ProjectName,Latitude,Longitude,RowID,Clean_Proj,Group Flag,ProjectID2
fairfield,norwalk,Norwalk,843a11ce-0966-4100-98a5-a8ed799dc065,Section_8_NonVoucher,202/8 SR,"('2020-03-12',)",6,6.0,6.0,KEYSTONE HOUSE,41.110358500000004,-73.4203615,522,keystone house,norwalk521,263c46cd-e5e9-4c7b-926f-9b6994e5d316
fairfield,norwalk,Norwalk,37d8b9d1-ccf0-4264-a44f-8ed9c38bd651,Deed,25 years (life of loan),(),2,2.0,2.0,37d8b9d1-ccf0-4264-a44f-8ed9c38bd651,41.110381700000005,-73.4269759,523,37d8b9d1ccf04264a44f8ed9c38bd651,,b74cde16-3d82-4764-9496-498241a6cb2b
fairfield,norwalk,Norwalk,d4757a1c-fddc-454e-be31-9d5c3084b87c,Deed,in perpetuity,(),7,7.0,7.0,d4757a1c-fddc-454e-be31-9d5c3084b87c,41.1105597,-73.41428119999998,524,d4757a1cfddc454ebe319d5c3084b87c,,73f3ab47-3c33-4194-9c78-54dac8973416
fairfield,norwalk,Norwalk,fd9413a2-92f3-4583-98ee-5dfac70befd0,Deed,Perpetuity,(),25,25.0,25.0,fd9413a2-92f3-4583-98ee-5dfac70befd0,41.11098629999999,-73.39533360000001,525,fd9413a292f3458398ee5dfac70befd0,,8f07d7a5-f32e-493f-a31a-d84a99137d53
fairfield,norwalk,Norwalk,c4da7a2c-d0c4-400e-aa9a-41158601dbc3,Deed,in perpetuity,(),5,5.0,5.0,c4da7a2c-d0c4-400e-aa9a-41158601dbc3,41.1113948,-73.40646439999998,526,c4da7a2cd0c4400eaa9a41158601dbc3,,6b70fd3e-270a-4ad1-99f5-da9540cbf826
fairfield,norwalk,Norwalk,41869007-116d-45c6-84b6-293e9ced5922,Deed,25 years,(),1,1.0,1.0,41869007-116d-45c6-84b6-293e9ced5922,41.1115786,-73.3998387,527,41869007116d45c684b6293e9ced5922,,aac06c2d-ae27-460c-a74c-29cfdfeb5bfe
fairfield,norwalk,Norwalk,6ce93fed-ebfb-4502-a48b-92d6e41a9fa6,Deed,Perpetuity,(),0,0.0,0.0,6ce93fed-ebfb-4502-a48b-92d6e41a9fa6,41.11198479999999,-73.41623109999998,528,6ce93fedebfb4502a48b92d6e41a9fa6,,76bd8449-1d42-4f0a-a299-790a8725cf4b
fairfield,norwalk,Norwalk,ff51dc5e-f823-4685-8122-03976a16de72,Deed,in perpetuity,(),37,37.0,37.0,ff51dc5e-f823-4685-8122-03976a16de72,41.11198479999999,-73.41623109999998,529,ff51dc5ef8234685812203976a16de72,,47977884-7464-47e3-b405-bb5d98fa145a
fairfield,norwalk,Norwalk,ce4d1dcb-6273-4e28-b957-e5458f5e8b26,State_Subsidy,CT.SURP (Small Units Rental Program),nan,10,10.0,10.0,Bethel A M E,41.112193,-73.4129104,530,bethel a m e,,8a6037d5-b756-4ca8-a943-e2a8766c190f
fairfield,norwalk,Norwalk,8bb6dfc2-7fb5-4710-8cb8-65931e5461c4,Deed,in perpetuity,(),13,13.0,13.0,8bb6dfc2-7fb5-4710-8cb8-65931e5461c4,41.1122005,-73.4165938,531,8bb6dfc27fb547108cb865931e5461c4,,0ac0fc5e-eb43-42a2-9ece-032c43982c63
fairfield,norwalk,Norwalk,7dd1c95f-1689-4469-9448-f9d4a481e842,Deed,in perpetuity,(),13,13.0,13.0,The Berkeley,41.1122005,-73.4165938,532,the berkeley,,f3dde7db-bb33-48b0-8fb8-c0740674470f
fairfield,norwalk,Norwalk,22735168-b301-418b-a029-efce4f242691,Deed,perpetuity,(),11,11.0,11.0,22735168-b301-418b-a029-efce4f242691,41.112538,-73.4151553,533,22735168b301418ba029efce4f242691,,8ba14bc3-225e-4634-aef2-230cdbbe135d
fairfield,norwalk,Norwalk,c21150c8-2102-4b86-a3fd-1a374529be25,Deed,in perpetuity,(),1,1.0,1.0,c21150c8-2102-4b86-a3fd-1a374529be25,41.1129216,-73.42303950000002,534,c21150c821024b86a3fd1a374529be25,,1eb8ee16-85b7-4b80-8454-c5ab0e74efd1
fairfield,norwalk,Norwalk,684be6c8-6fa6-46e4-b681-1eee3577f731,Deed,indefinite,(),1,1.0,1.0,684be6c8-6fa6-46e4-b681-1eee3577f731,41.1131687,-73.4253645,535,684be6c86fa646e4b6811eee3577f731,,4cf0b260-c3d7-4ff9-a9b6-85c2ebf55099
fairfield,norwalk,Norwalk,6d3f1610-55d2-4f91-ad27-80ee5c61339d,Deed,30 years,(),1,1.0,1.0,6d3f1610-55d2-4f91-ad27-80ee5c61339d,41.113209399999995,-73.4223949,536,6d3f161055d24f91ad2780ee5c61339d,,c7abca89-aad8-4e1b-ba7f-b210748b6fd5
fairfield,norwalk,Norwalk,9402395e-e56d-4fed-a05a-c4d7cd16a4f0,State_Subsidy,CT.Affordable,nan,8,1.0,8.0,4-6 Arch Street,41.113476399999996,-73.4167434,537,46 arch street,,a21edbec-c01e-489a-97b7-4ca6de0872ea
fairfield,norwalk,Norwalk,dfd554c5-462f-4a3c-bcb9-14f8707d76df,Deed,30 years,(),1,1.0,1.0,dfd554c5-462f-4a3c-bcb9-14f8707d76df,41.1135396,-73.42762049999999,538,dfd554c5462f4a3cbcb914f8707d76df,,24db1de2-ded8-4f8b-9e64-f577ae6d2d88
