SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE
050,09,009,Connecticut,New Haven County,3,15,27805,12091,15714,11180,14427,749,1071,17,26,98,137,6,1,41,52,11768,15295,10883,14048,727,1041,17,21,97,137,3,0,41,48,323,419,297,379,22,30,0,5,1,0,3,1,0,4
050,09,009,Connecticut,New Haven County,3,16,26077,10499,15578,9854,14566,534,877,5,21,73,64,2,1,31,49,10300,15293,9679,14311,515,856,4,19,73,63,1,1,28,43,199,285,175,255,19,21,1,2,0,1,1,0,3,6
050,09,009,Connecticut,New Haven County,3,17,20142,7396,12746,7101,12146,238,486,11,12,23,50,1,4,22,48,7291,12561,7005,11980,234,469,9,12,22,50,0,3,21,47,105,185,96,166,4,17,2,0,1,0,1,1,1,1
050,09,009,Connecticut,New Haven County,3,18,17492,5048,12444,4876,11893,129,462,6,6,15,36,2,4,20,43,4952,12264,4785,11734,126,451,6,5,15,34,2,1,18,39,96,180,91,159,3,11,0,1,0,2,0,3,2,4
050,09,009,Connecticut,New Haven County,3,99,829875,398978,430897,334336,359467,47540,53609,1255,1212,10629,10961,302,275,4916,5373,354852,386926,296265,321740,43208,49106,752,773,10452,10742,135,117,4040,4448,44126,43971,38071,37727,4332,4503,503,439,177,219,167,158,876,925
050,09,009,Connecticut,New Haven County,4,0,10024,5066,4958,3821,3718,810,802,28,35,190,207,6,4,211,192,4046,3917,2952,2816,720,719,23,23,186,202,2,2,163,155,1020,1041,869,902,90,83,5,12,4,5,4,2,48,37
050,09,009,Connecticut,New Haven County,4,1,41668,21252,20416,15944,15319,3722,3432,87,69,732,837,25,25,742,734,17154,16536,12600,12123,3180,2931,38,40,713,810,8,9,615,623,4098,3880,3344,3196,542,501,49,29,19,27,17,16,127,111
050,09,009,Connecticut,New Haven County,4,2,55727,28608,27119,21906,20763,5044,4725,83,86,738,775,33,23,804,747,23539,22417,17753,16919,4378,4094,38,35,713,748,13,7,644,614,5069,4702,4153,3844,666,631,45,51,25,27,20,16,160,133
050,09,009,Connecticut,New Haven County,4,3,60453,30825,29628,24038,23038,5348,5172,106,115,661,627,28,27,644,649,25933,24881,19937,19058,4771,4625,56,59,642,612,10,10,517,517,4892,4747,4101,3980,577,547,50,56,19,15,18,17,127,132
050,09,009,Connecticut,New Haven County,4,4,57634,29667,27967,23356,22096,4840,4340,133,122,789,796,27,30,522,583,25103,23913,19507,18633,4314,3928,68,84,768,774,11,10,435,484,4564,4054,3849,3463,526,412,65,38,21,22,16,20,87,99
050,09,009,Connecticut,New Haven County,4,5,50908,25333,25575,19771,19420,3945,4329,117,103,1015,1198,50,27,435,498,20743,21380,15843,15887,3468,3849,58,55,989,1171,25,9,360,409,4590,4195,3928,3533,477,480,59,48,26,27,25,18,75,89
050,09,009,Connecticut,New Haven County,4,6,49946,24596,25350,19522,19547,3169,3862,126,93,1421,1444,30,26,328,378,20246,21027,15745,15902,2778,3357,58,42,1401,1420,13,11,251,295,4350,4323,3777,3645,391,505,68,51,20,24,17,15,77,83
050,09,009,Connecticut,New Haven County,4,7,59331,28998,30333,23459,23797,3610,4529,108,117,1468,1447,30,31,323,412,24767,26129,19738,20196,3269,4107,59,66,1454,1427,9,11,238,322,4231,4204,3721,3601,341,422,49,51,14,20,21,20,85,90
050,09,009,Connecticut,New Haven County,4,8,64581,31527,33054,26148,26788,3745,4716,126,109,1214,1084,16,22,278,335,27978,29342,23045,23561,3438,4377,73,63,1199,1065,6,11,217,265,3549,3712,3103,3227,307,339,53,46,15,19,10,11,61,70
050,09,009,Connecticut,New Haven County,4,9,68548,33626,34922,28870,29635,3550,4010,108,102,826,882,14,22,258,271,30717,31774,26304,26867,3314,3749,67,68,810,856,8,10,214,224,2909,3148,2566,2768,236,261,41,34,16,26,6,12,44,47
050,09,009,Connecticut,New Haven County,4,10,62567,30361,32206,26645,27842,2690,3350,101,101,704,664,10,14,211,235,28155,29776,24688,25708,2524,3139,66,75,696,658,7,6,174,190,2206,2430,1957,2134,166,211,35,26,8,6,3,8,37,45
050,09,009,Connecticut,New Haven County,4,11,55505,26715,28790,23693,24964,2261,3024,65,64,506,530,17,13,173,195,25072,27052,22231,23410,2141,2905,50,44,495,525,10,7,145,161,1643,1738,1462,1554,120,119,15,20,11,5,7,6,28,34
050,09,009,Connecticut,New Haven County,4,12,46829,22346,24483,20034,21560,1796,2333,47,35,340,406,10,5,119,144,21166,23123,18958,20312,1724,2251,39,26,337,402,6,5,102,127,1180,1360,1076,1248,72,82,8,9,3,4,4,0,17,17
050,09,009,Connecticut,New Haven County,4,13,32967,15417,17550,13654,15270,1387,1888,38,21,251,276,5,4,82,91,14624,16628,12946,14456,1332,1801,24,15,246,273,3,3,73,80,793,922,708,814,55,87,14,6,5,3,2,1,9,11
050,09,009,Connecticut,New Haven County,4,14,27253,12369,14884,11029,13233,1058,1344,24,24,206,208,1,2,51,73,11854,14194,10562,12594,1023,1310,18,19,204,205,1,1,46,65,515,690,467,639,35,34,6,5,2,3,0,1,5,8
050,09,009,Connecticut,New Haven County,4,15,26893,11741,15152,10788,13804,780,1133,19,23,109,133,3,2,42,57,11397,14709,10475,13400,757,1107,17,18,107,131,2,1,39,52,344,443,313,404,23,26,2,5,2,2,1,1,3,5
050,09,009,Connecticut,New Haven County,4,16,25689,10343,15346,9698,14321,538,877,8,20,59,68,2,0,38,60,10144,15026,9521,14035,522,854,7,18,59,67,1,0,34,52,199,320,177,286,16,23,1,2,0,1,1,0,4,8
050,09,009,Connecticut,New Haven County,4,17,20520,7596,12924,7278,12288,256,527,8,13,34,50,1,4,19,42,7474,12709,7168,12096,249,507,6,13,33,50,0,3,18,40,122,215,110,192,7,20,2,0,1,0,1,1,1,2
050,09,009,Connecticut,New Haven County,4,18,18056,5299,12757,5131,12197,125,468,5,3,18,38,2,5,18,46,5195,12571,5032,12028,122,459,5,2,18,37,2,2,16,43,104,186,99,169,3,9,0,1,0,1,0,3,2,3
050,09,009,Connecticut,New Haven County,4,99,835099,401685,433414,334785,359600,48674,54861,1337,1255,11281,11670,310,286,5298,5742,355307,387104,295005,320001,44024,50069,770,765,11070,11433,137,118,4301,4718,46378,46310,39780,39599,4650,4792,567,490,211,237,173,168,997,1024
050,09,009,Connecticut,New Haven County,5,0,10287,5252,5035,3906,3781,847,794,50,49,219,204,9,4,221,203,4143,3981,2975,2886,748,702,35,33,213,200,2,1,170,159,1109,1054,931,895,99,92,15,16,6,4,7,3,51,44
050,09,009,Connecticut,New Haven County,5,1,41174,21086,20088,15904,15055,3507,3243,86,73,787,866,25,23,777,828,16900,16111,12443,11728,3019,2812,45,42,753,840,10,6,630,683,4186,3977,3461,3327,488,431,41,31,34,26,15,17,147,145
050,09,009,Connecticut,New Haven County,5,2,54808,27990,26818,21253,20370,4977,4689,84,94,832,860,27,27,817,778,22905,22000,17090,16457,4315,4018,34,37,808,834,10,7,648,647,5085,4818,4163,3913,662,671,50,57,24,26,17,20,169,131
050,09,009,Connecticut,New Haven County,5,3,60839,31096,29743,24021,23018,5500,5275,108,117,719,625,27,24,721,684,25866,24739,19666,18836,4859,4695,54,51,697,612,10,7,580,538,5230,5004,4355,4182,641,580,54,66,22,13,17,17,141,146
050,09,009,Connecticut,New Haven County,5,4,58999,30222,28777,23697,22515,5009,4603,128,140,798,843,24,31,566,645,25427,24482,19674,18886,4453,4147,59,83,768,818,10,11,463,537,4795,4295,4023,3629,556,456,69,57,30,25,14,20,103,108
050,09,009,Connecticut,New Haven County,5,5,51972,25977,25995,20239,19792,4067,4307,124,102,1035,1214,47,28,465,552,21251,21738,16200,16204,3569,3836,69,56,1011,1186,28,14,374,442,4726,4257,4039,3588,498,471,55,46,24,28,19,14,91,110
050,09,009,Connecticut,New Haven County,5,6,51041,25149,25892,19887,19843,3252,3934,125,113,1489,1545,41,31,355,426,20572,21344,15918,16038,2856,3398,51,54,1465,1519,17,10,265,325,4577,4548,3969,3805,396,536,74,59,24,26,24,21,90,101
050,09,009,Connecticut,New Haven County,5,7,57750,28023,29727,22494,23057,3482,4468,107,131,1545,1606,32,28,363,437,23650,25349,18708,19356,3098,3990,51,76,1525,1577,9,11,259,339,4373,4378,3786,3701,384,478,56,55,20,29,23,17,104,98
050,09,009,Connecticut,New Haven County,5,8,63575,31144,32431,25631,25974,3785,4767,118,103,1297,1213,24,28,289,346,27368,28574,22326,22631,3467,4407,67,55,1281,1200,7,12,220,269,3776,3857,3305,3343,318,360,51,48,16,13,17,16,69,77
050,09,009,Connecticut,New Haven County,5,9,68204,33231,34973,28292,29368,3597,4258,117,118,935,908,16,24,274,297,30146,31571,25567,26409,3354,3945,69,81,921,885,7,10,228,241,3085,3402,2725,2959,243,313,48,37,14,23,9,14,46,56
050,09,009,Connecticut,New Haven County,5,10,64403,31339,33064,27378,28405,2874,3526,99,105,745,754,12,18,231,256,28965,30479,25288,26144,2692,3319,61,71,737,735,6,8,181,202,2374,2585,2090,2261,182,207,38,34,8,19,6,10,50,54
050,09,009,Connecticut,New Haven County,5,11,55990,26982,29008,23859,25173,2295,3003,72,75,555,539,23,9,178,209,25263,27121,22344,23507,2162,2852,49,54,548,534,13,4,147,170,1719,1887,1515,1666,133,151,23,21,7,5,10,5,31,39
050,09,009,Connecticut,New Haven County,5,12,48447,23068,25379,20611,22242,1896,2507,55,41,359,435,11,3,136,151,21736,23912,19416,20906,1808,2409,40,31,354,429,7,2,111,135,1332,1467,1195,1336,88,98,15,10,5,6,4,1,25,16
050,09,009,Connecticut,New Haven County,5,13,35671,16724,18947,14840,16561,1452,1919,43,28,287,317,8,11,94,111,15874,17971,14084,15695,1392,1842,28,17,282,312,5,8,83,97,850,976,756,866,60,77,15,11,5,5,3,3,11,14
050,09,009,Connecticut,New Haven County,5,14,27569,12546,15023,11165,13263,1102,1448,22,28,201,208,2,4,54,72,11990,14266,10659,12578,1067,1398,17,21,200,205,1,1,46,63,556,757,506,685,35,50,5,7,1,3,1,3,8,9
050,09,009,Connecticut,New Haven County,5,15,26284,11416,14868,10442,13486,775,1162,23,22,130,140,4,1,42,57,11051,14398,10108,13052,753,1140,20,17,128,138,2,0,40,51,365,470,334,434,22,22,3,5,2,2,2,1,2,6
050,09,009,Connecticut,New Haven County,5,16,25479,10297,15182,9627,14103,561,912,10,31,55,80,2,0,42,56,10070,14842,9422,13803,548,885,8,27,55,79,1,0,36,48,227,340,205,300,13,27,2,4,0,1,1,0,6,8
050,09,009,Connecticut,New Haven County,5,17,20719,7750,12969,7399,12296,269,562,13,13,45,52,1,4,23,42,7619,12750,7283,12099,261,545,10,12,44,52,0,3,21,39,131,219,116,197,8,17,3,1,1,0,1,1,2,3
050,09,009,Connecticut,New Haven County,5,18,18728,5568,13160,5380,12570,142,495,6,5,19,39,2,4,19,47,5461,12968,5279,12398,139,484,6,3,19,38,2,2,16,43,107,192,101,172,3,11,0,2,0,1,0,2,3,4
050,09,009,Connecticut,New Haven County,5,99,841939,404860,437079,336025,360872,49389,55872,1390,1388,12052,12448,337,302,5667,6197,356257,388596,294450,319613,44560,50824,773,821,11809,12193,147,117,4518,5028,48603,48483,41575,41259,4829,5048,617,567,243,255,190,185,1149,1169
050,09,009,Connecticut,New Haven County,6,0,9870,5087,4783,3771,3522,821,763,46,46,218,226,5,2,226,224,4024,3794,2883,2703,726,660,28,35,217,223,2,1,168,172,1063,989,888,819,95,103,18,11,1,3,3,1,58,52
050,09,009,Connecticut,New Haven County,6,1,40678,20798,19880,15631,14938,3392,3114,118,91,821,873,23,20,813,844,16557,15855,12075,11509,2961,2743,66,53,800,852,8,9,647,689,4241,4025,3556,3429,431,371,52,38,21,21,15,11,166,155
050,09,009,Connecticut,New Haven County,6,2,54374,27785,26589,20918,19953,5012,4727,92,85,876,921,36,26,851,877,22504,21587,16695,15939,4240,4000,28,26,851,890,12,6,678,726,5281,5002,4223,4014,772,727,64,59,25,31,24,20,173,151
050,09,009,Connecticut,New Haven County,6,3,60534,30805,29729,23640,22892,5509,5283,121,126,755,684,35,21,745,723,25352,24517,19096,18595,4858,4629,50,50,735,666,12,6,601,571,5453,5212,4544,4297,651,654,71,76,20,18,23,15,144,152
050,09,009,Connecticut,New Haven County,6,4,60224,30895,29329,24107,22816,5179,4802,132,142,834,861,32,33,611,675,25823,24790,19877,19007,4577,4301,57,85,801,836,13,6,498,555,5072,4539,4230,3809,602,501,75,57,33,25,19,27,113,120
050,09,009,Connecticut,New Haven County,6,5,52436,26292,26144,20464,20007,4076,4228,146,100,1064,1195,49,23,493,591,21524,21840,16428,16379,3581,3763,66,53,1040,1162,20,10,389,473,4768,4304,4036,3628,495,465,80,47,24,33,29,13,104,118
050,09,009,Connecticut,New Haven County,6,6,51876,25454,26422,20070,20091,3367,4088,123,129,1458,1629,40,36,396,449,20683,21808,15977,16223,2913,3575,48,60,1430,1601,21,9,294,340,4771,4614,4093,3868,454,513,75,69,28,28,19,27,102,109
050,09,009,Connecticut,New Haven County,6,7,55723,27128,28595,21600,21982,3440,4356,108,140,1573,1653,29,32,378,432,22641,24068,17719,18203,3043,3829,53,71,1558,1625,11,12,257,328,4487,4527,3881,3779,397,527,55,69,15,28,18,20,121,104
050,09,009,Connecticut,New Haven County,6,8,61940,30172,31768,24682,25210,3699,4757,120,115,1337,1288,24,33,310,365,26227,27718,21231,21717,3376,4372,63,61,1314,1276,8,14,235,278,3945,4050,3451,3493,323,385,57,54,23,12,16,19,75,87
050,09,009,Connecticut,New Haven County,6,9,68163,33369,34794,28058,28874,3809,4478,115,112,1064,981,21,25,302,324,30087,31199,25185,25764,3536,4136,64,66,1048,958,9,13,245,262,3282,3595,2873,3110,273,342,51,46,16,23,12,12,57,62
050,09,009,Connecticut,New Haven County,6,10,65689,32040,33649,27864,28796,3025,3647,116,103,784,792,16,22,235,289,29475,30864,25601,26378,2837,3403,72,70,773,775,7,9,185,229,2565,2785,2263,2418,188,244,44,33,11,17,9,13,50,60
050,09,009,Connecticut,New Haven County,6,11,56964,27430,29534,24171,25586,2385,3025,74,93,589,590,20,13,191,227,25596,27540,22577,23855,2224,2857,49,62,577,584,14,4,155,178,1834,1994,1594,1731,161,168,25,31,12,6,6,9,36,49
050,09,009,Connecticut,New Haven County,6,12,50103,23805,26298,21221,22964,1971,2666,49,46,399,456,10,9,155,157,22368,24730,19936,21541,1865,2565,38,34,396,451,7,6,126,133,1437,1568,1285,1423,106,101,11,12,3,5,3,3,29,24
050,09,009,Connecticut,New Haven County,6,13,37540,17594,19946,15648,17463,1513,1962,32,26,296,360,9,4,96,131,16674,18845,14833,16482,1444,1881,19,16,291,354,6,3,81,109,920,1101,815,981,69,81,13,10,5,6,3,1,15,22
050,09,009,Connecticut,New Haven County,6,14,27886,12781,15105,11323,13294,1137,1489,28,26,231,215,2,3,60,78,12187,14329,10781,12601,1102,1429,23,20,230,212,1,1,50,66,594,776,542,693,35,60,5,6,1,3,1,2,10,12
050,09,009,Connecticut,New Haven County,6,15,25717,11215,14502,10220,13040,785,1219,21,21,144,163,5,2,40,57,10826,13981,9871,12560,754,1195,17,13,143,161,3,1,38,51,389,521,349,480,31,24,4,8,1,2,2,1,2,6
050,09,009,Connecticut,New Haven County,6,16,24769,10106,14663,9405,13578,579,906,7,28,72,90,2,0,41,61,9855,14302,9181,13262,560,877,5,24,72,88,1,0,36,51,251,361,224,316,19,29,2,4,0,2,1,0,5,10
050,09,009,Connecticut,New Haven County,6,17,20895,7888,13007,7497,12292,304,609,13,10,49,51,1,4,24,41,7757,12785,7381,12095,295,588,11,9,48,51,0,3,22,39,131,222,116,197,9,21,2,1,1,0,1,1,2,2
050,09,009,Connecticut,New Haven County,6,18,19124,5710,13414,5515,12834,146,486,6,7,20,35,2,3,21,49,5598,13204,5411,12644,141,475,6,5,20,34,2,2,18,44,112,210,104,190,5,11,0,2,0,1,0,1,3,5
050,09,009,Connecticut,New Haven County,6,99,844505,406354,438151,335805,360132,50149,56605,1467,1446,12584,13063,361,311,5988,6594,355758,387756,292738,317457,45033,51278,763,813,12344,12799,157,115,4723,5294,50596,50395,43067,42675,5116,5327,704,633,240,264,204,196,1265,1300
050,09,009,Connecticut,New Haven County,7,0,9712,4861,4851,3545,3560,816,758,38,31,223,259,3,2,236,241,3761,3702,2605,2565,724,671,20,27,221,255,2,1,189,183,1100,1149,940,995,92,87,18,4,2,4,1,1,47,58
050,09,009,Connecticut,New Haven County,7,1,40125,20435,19690,15365,14741,3228,2964,134,104,855,956,26,18,827,907,16173,15692,11788,11323,2834,2623,74,62,839,933,8,8,630,743,4262,3998,3577,3418,394,341,60,42,16,23,18,10,197,164
050,09,009,Connecticut,New Haven County,7,2,53478,27405,26073,20392,19374,5001,4707,89,99,967,966,29,33,927,894,22089,20963,16103,15296,4266,3949,23,32,942,938,10,14,745,734,5316,5110,4289,4078,735,758,66,67,25,28,19,19,182,160
050,09,009,Connecticut,New Haven County,7,3,59317,30391,28926,23204,22162,5441,5099,150,133,779,716,35,28,782,788,24780,23614,18564,17815,4767,4428,73,45,747,692,13,7,616,627,5611,5312,4640,4347,674,671,77,88,32,24,22,21,166,161
050,09,009,Connecticut,New Haven County,7,4,61910,31700,30210,24467,23229,5526,5177,120,150,876,898,25,34,686,722,26229,25314,19962,19170,4809,4609,58,77,848,872,7,9,545,577,5471,4896,4505,4059,717,568,62,73,28,26,18,25,141,145
050,09,009,Connecticut,New Haven County,7,5,53928,27179,26749,21199,20512,4131,4276,135,112,1129,1189,54,30,531,630,22369,22363,17125,16850,3624,3795,62,49,1102,1157,30,12,426,500,4810,4386,4074,3662,507,481,73,63,27,32,24,18,105,130
050,09,009,Connecticut,New Haven County,7,6,52300,25736,26564,20178,19986,3534,4292,144,127,1439,1654,36,23,405,482,20735,21782,15912,16029,3054,3696,53,56,1412,1629,12,8,292,364,5001,4782,4266,3957,480,596,91,71,27,25,24,15,113,118
050,09,009,Connecticut,New Haven County,7,7,53319,26051,27268,20569,20854,3394,4142,96,142,1561,1671,30,33,401,426,21442,22574,16601,16954,2982,3587,37,65,1543,1635,12,17,267,316,4609,4694,3968,3900,412,555,59,77,18,36,18,16,134,110
050,09,009,Connecticut,New Haven County,7,8,61363,29973,31390,24265,24675,3752,4767,127,108,1465,1416,25,27,339,397,25845,27160,20708,21035,3390,4363,65,51,1441,1404,8,9,233,298,4128,4230,3557,3640,362,404,62,57,24,12,17,18,106,99
050,09,009,Connecticut,New Haven County,7,9,67280,32840,34440,27487,28279,3836,4624,104,128,1094,1058,24,24,295,327,29376,30717,24445,25079,3550,4265,53,76,1077,1034,12,11,239,252,3464,3723,3042,3200,286,359,51,52,17,24,12,13,56,75
050,09,009,Connecticut,New Haven County,7,10,66920,32715,34205,28244,29086,3225,3830,138,103,836,864,17,26,255,296,29880,31159,25761,26434,3003,3571,90,72,826,838,8,13,192,231,2835,3046,2483,2652,222,259,48,31,10,26,9,13,63,65
050,09,009,Connecticut,New Haven County,7,11,58278,28058,30220,24607,26165,2513,3065,81,108,623,634,20,12,214,236,26081,28056,22876,24278,2355,2889,49,70,609,627,13,5,179,187,1977,2164,1731,1887,158,176,32,38,14,7,7,7,35,49
050,09,009,Connecticut,New Haven County,7,12,52322,24896,27426,22084,23855,2113,2823,54,54,459,507,17,5,169,182,23358,25753,20729,22360,1995,2703,39,36,454,498,9,3,132,153,1538,1673,1355,1495,118,120,15,18,5,9,8,2,37,29
050,09,009,Connecticut,New Haven County,7,13,38787,18293,20494,16323,17973,1510,1964,35,32,307,382,10,11,108,132,17276,19323,15418,16935,1439,1874,22,19,300,373,6,9,91,113,1017,1171,905,1038,71,90,13,13,7,9,4,2,17,19
050,09,009,Connecticut,New Haven County,7,14,28167,12846,15321,11342,13344,1154,1607,27,31,256,249,1,3,66,87,12228,14492,10786,12623,1120,1530,16,21,252,245,0,1,54,72,618,829,556,721,34,77,11,10,4,4,1,2,12,15
050,09,009,Connecticut,New Haven County,7,15,25191,11053,14138,9990,12642,813,1223,30,23,168,175,2,1,50,74,10629,13563,9615,12108,780,1208,24,14,166,171,0,0,44,62,424,575,375,534,33,15,6,9,2,4,2,1,6,12
050,09,009,Connecticut,New Haven County,7,16,24243,9938,14305,9193,13207,607,914,11,24,84,97,2,0,41,63,9672,13936,8954,12883,591,881,9,22,83,95,1,0,34,55,266,369,239,324,16,33,2,2,1,2,1,0,7,8
050,09,009,Connecticut,New Haven County,7,17,20840,7865,12975,7462,12197,318,659,12,14,52,57,0,2,21,46,7720,12705,7335,11954,308,640,6,12,52,57,0,0,19,42,145,270,127,243,10,19,6,2,0,0,0,2,2,4
050,09,009,Connecticut,New Haven County,7,18,19682,5867,13815,5647,13224,169,495,7,10,23,33,1,4,20,49,5762,13593,5555,13026,159,480,7,8,23,32,1,3,17,44,105,222,92,198,10,15,0,2,0,1,0,1,3,5
050,09,009,Connecticut,New Haven County,7,99,847162,408102,439060,335563,359065,51081,57386,1532,1533,13196,13781,357,316,6373,6979,355405,386461,290842,314717,45750,51762,780,814,12937,13485,152,130,4944,5553,52697,52599,44721,44348,5331,5624,752,719,259,296,205,186,1429,1426
050,09,009,Connecticut,New Haven County,8,0,9660,5003,4657,3590,3358,875,827,34,25,236,200,4,4,264,243,3793,3516,2589,2422,750,702,21,16,233,197,1,1,199,178,1210,1141,1001,936,125,125,13,9,3,3,3,3,65,65
050,09,009,Connecticut,New Haven County,8,1,39798,20266,19532,15042,14542,3253,2996,135,98,932,951,19,30,885,915,15817,15261,11344,10941,2804,2586,73,65,917,930,4,9,675,730,4449,4271,3698,3601,449,410,62,33,15,21,15,21,210,185
050,09,009,Connecticut,New Haven County,8,2,53041,27053,25988,20026,19117,4920,4690,91,103,992,1050,32,36,992,992,21552,20671,15615,14922,4137,3890,26,31,964,1015,10,9,800,804,5501,5317,4411,4195,783,800,65,72,28,35,22,27,192,188
050,09,009,Connecticut,New Haven County,8,3,58362,29875,28487,22654,21692,5407,5060,132,137,823,769,38,18,821,811,24141,23108,17942,17282,4699,4386,51,48,792,747,16,4,641,641,5734,5379,4712,4410,708,674,81,89,31,22,22,14,180,170
050,09,009,Connecticut,New Haven County,8,4,62709,31935,30774,24479,23599,5694,5262,115,162,904,909,25,40,718,802,26253,25542,19780,19274,4975,4656,48,82,874,886,10,9,566,635,5682,5232,4699,4325,719,606,67,80,30,23,15,31,152,167
050,09,009,Connecticut,New Haven County,8,5,55095,27644,27451,21453,21033,4261,4380,165,113,1185,1216,47,27,533,682,22564,22968,17177,17310,3692,3885,77,51,1158,1181,22,10,438,531,5080,4483,4276,3723,569,495,88,62,27,35,25,17,95,151
050,09,009,Connecticut,New Haven County,8,6,52793,25917,26876,20307,20148,3570,4416,137,115,1393,1664,55,30,455,503,20752,21858,15915,15958,3063,3840,52,50,1367,1630,24,9,331,371,5165,5018,4392,4190,507,576,85,65,26,34,31,21,124,132
050,09,009,Connecticut,New Haven County,8,7,51643,25254,26389,19798,20028,3267,3991,128,142,1626,1752,28,30,407,446,20532,21509,15756,16001,2845,3396,49,52,1602,1723,14,11,266,326,4722,4880,4042,4027,422,595,79,90,24,29,14,19,141,120
050,09,009,Connecticut,New Haven County,8,8,60376,29303,31073,23562,24137,3793,4853,125,111,1445,1505,32,32,346,435,24966,26580,19805,20313,3445,4401,53,53,1417,1487,11,8,235,318,4337,4493,3757,3824,348,452,72,58,28,18,21,24,111,117
050,09,009,Connecticut,New Haven County,8,9,66346,32275,34071,26638,27705,4006,4740,114,119,1159,1145,35,23,323,339,28598,30146,23444,24319,3680,4366,51,66,1142,1116,18,11,263,268,3677,3925,3194,3386,326,374,63,53,17,29,17,12,60,71
050,09,009,Connecticut,New Haven County,8,10,67851,33367,34484,28624,29146,3408,3956,144,114,909,929,17,23,265,316,30325,31269,25977,26379,3172,3673,87,69,894,899,8,9,187,240,3042,3215,2647,2767,236,283,57,45,15,30,9,14,78,76
050,09,009,Connecticut,New Haven County,8,11,59854,28804,31050,25122,26768,2659,3270,76,96,695,656,19,15,233,245,26712,28655,23297,24690,2489,3058,43,68,683,649,10,5,190,185,2092,2395,1825,2078,170,212,33,28,12,7,9,10,43,60
050,09,009,Connecticut,New Haven County,8,12,54301,25867,28434,22956,24754,2175,2870,68,65,483,550,17,5,168,190,24191,26678,21466,23177,2054,2761,47,41,478,539,11,3,135,157,1676,1756,1490,1577,121,109,21,24,5,11,6,2,33,33
050,09,009,Connecticut,New Haven County,8,13,40193,18924,21269,16823,18638,1598,2058,33,30,340,387,11,14,119,142,17825,19973,15860,17490,1511,1962,19,15,334,378,4,10,97,118,1099,1296,963,1148,87,96,14,15,6,9,7,4,22,24
050,09,009,Connecticut,New Haven County,8,14,28754,13180,15574,11610,13522,1191,1640,32,38,274,282,2,2,71,90,12509,14687,11009,12743,1149,1563,22,28,271,279,0,0,58,74,671,887,601,779,42,77,10,10,3,3,2,2,13,16
050,09,009,Connecticut,New Haven County,8,15,24679,10848,13831,9737,12302,851,1271,24,22,179,170,2,1,55,65,10392,13231,9336,11752,814,1248,21,12,175,166,0,0,46,53,456,600,401,550,37,23,3,10,4,4,2,1,9,12
050,09,009,Connecticut,New Haven County,8,16,23883,9994,13889,9264,12765,594,927,9,26,89,106,2,1,36,64,9683,13477,8975,12398,583,894,6,25,88,104,1,0,30,56,311,412,289,367,11,33,3,1,1,2,1,1,6,8
050,09,009,Connecticut,New Haven County,8,17,20585,7628,12957,7183,12124,353,705,10,17,58,63,1,2,23,46,7473,12692,7050,11887,340,684,4,15,58,63,1,0,20,43,155,265,133,237,13,21,6,2,0,0,0,2,3,3
050,09,009,Connecticut,New Haven County,8,18,20284,6183,14101,5949,13484,180,510,8,11,24,40,2,4,20,52,6073,13863,5851,13277,170,488,8,8,24,39,2,3,18,48,110,238,98,207,10,22,0,3,0,1,0,1,2,4
050,09,009,Connecticut,New Haven County,8,99,850207,409320,440887,334817,358862,52055,58422,1580,1544,13746,14344,388,337,6734,7378,354151,385684,288188,312535,46372,52439,758,795,13471,14028,167,111,5195,5776,55169,55203,46629,46327,5683,5983,822,749,275,316,221,226,1539,1602
050,09,009,Connecticut,New Haven County,9,0,9955,5106,4849,3622,3437,944,869,31,27,224,227,4,2,281,287,3813,3604,2548,2414,825,743,16,17,221,220,1,1,202,209,1293,1245,1074,1023,119,126,15,10,3,7,3,1,79,78
050,09,009,Connecticut,New Haven County,9,1,39541,20209,19332,14838,14152,3339,3167,121,102,966,942,19,19,926,950,15515,14841,10977,10493,2846,2645,54,41,950,924,6,6,682,732,4694,4491,3861,3659,493,522,67,61,16,18,13,13,244,218
050,09,009,Connecticut,New Haven County,9,2,52374,26730,25644,19695,18756,4883,4581,98,107,980,1119,34,32,1040,1049,20979,20208,15084,14324,4060,3894,44,29,946,1091,9,8,836,862,5751,5436,4611,4432,823,687,54,78,34,28,25,24,204,187
050,09,009,Connecticut,New Haven County,9,3,57809,29594,28215,22285,21354,5368,4987,144,150,876,823,43,24,878,877,23791,22713,17537,16881,4644,4290,55,53,851,796,16,9,688,684,5803,5502,4748,4473,724,697,89,97,25,27,27,15,190,193
